"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Phylogeographic information systems: putting the geography into phylogeography","https://scispace.com/paper/C6WTYY3W","11/2006","Journal Article","Journal of Biogeography","David M. Kidd
Michael G. Ritchie","10.1111/j.1365-2699.2006.01574.x","https://www.zotero.org/johankarlssonk9/items/C6WTYY3W/attachment/QDKR5BWW/reader","Phylogeography is concerned with the observation, description and analysis of the spatial distribution of genotypes and the inference of historical scenarios. In the past, the discipline has concentrated on the historical ‘phylo-’ component through the utilization of phylogenetic analyses. In contrast, the spatial ‘-geographic’ component is not a prominent feature of many existing phylogenetic approaches and has often been dealt with in a relatively naive fashion. Recently, there has been a resurgence of interest in the importance of geography in evolutionary biology. Thus, we believe that it is time to assess how geographic information is currently handled and incorporated into phylogeographical analysis. Geographical information systems (GISs) are computer systems that facilitate the integration and interrelation of different geographically referenced data sets; however, so far they have been little utilized by the phylogeographical community to manage, analyse and disseminate phylogeographical data. However, the growth in individual studies and the resurgence of interest in the geographical components of genetic pattern and biodiversity should stimulate further uptake. Some advantages of GIS are the integration of disparate data sets via georeferencing, dynamic data base design and update, visualization tools and data mining. An important step in linking GIS to existing phylogeographical and historical biogeographical analysis software and the dissemination of spatial phylogenies will be the establishment of ‘GeoPhylo’ data standards. We hope that this paper will further stimulate the resurgence of geography as an equal partner in the symbiosis that is phylogeography as well as advertise some beneﬁts that can be obtained from the application of GIS practices and technologies."
"Speciation durations and Pleistocene effects on vertebrate phylogeography","https://scispace.com/paper/speciation-durations-and-pleistocene-effects-on-vertebrate-12zkgsr0ac","1998","Journal Article","Proceedings of The Royal Society B: Biological Sciences","John C. Avise
DeEtte Walker
Glenn C. Johns","10.1098/rspb.1998.0492","https://www.zotero.org/johankarlssonk9/items/L2Z3YN4M/attachment/6QRJG2T7/reader","An approach applied previously to avian biotas is extended in this paper to other vertebrate classes to evaluate Pleistocene phylogeographic effects and to estimate temporal spans of the speciation process (speciation durations) from mitochondrial (mt) DNA data on extant taxa. Provisional molecular clocks are used to date population separations and to bracket estimates of speciation durations between minimum and maximum values inferred from genetic distances between, respectively, extant pairs of intraspecific phylogroups and sister species. Comparisons of genetic-distance trends across the vertebrate classes reveal the following: (i) speciation durations normally entail at least two million years on average; (ii) for mammals and birds, Pleistocene conditions played an important role in initiating phylogeographic differentiation among now-extant conspecific populations as well as in further sculpting pre-existing phylogeographic variety into many of today's sister species; and (iii) for herpetofauna and fishes, inferred Pleistocene biogeographic influences on present-day taxa differ depending on alternative but currently plausible mtDNA rate calibrations."
"Twenty years of phylogeography: the state of the field and the challenges for the Southern Hemisphere","https://scispace.com/paper/A56FZWQM","09/2008","Journal Article","Molecular Ecology","Luciano B. Beheregaray","10.1111/j.1365-294X.2008.03857.x","https://www.zotero.org/johankarlssonk9/items/A56FZWQM/attachment/X7LA2GIH/reader","Phylogeography is a young, vigorous and integrative field of study that uses genetic data to understand the history of populations. This field has recently expanded into many areas of biology and also into several historical disciplines of Earth sciences. In this review, I present a numerical synthesis of the phylogeography literature based on an examination of over 3000 articles published during the first 20 years of the field (i.e. from 1987 to 2006). Information from several topics needed to evaluate the progress, tendencies and deficiencies of the field is summarized for 10 major groups of organisms and at a global scale. The topics include the geography of phylogeographic surveys, comparative nature of studies, temporal scales and major environments investigated, and genetic markers used. I also identify disparities in research productivity between the developing and the developed world, and propose ways to reduce some of the challenges faced by phylogeographers from less affluent countries. Phylogeography has experienced explosive growth in recent years fuelled by developments in DNA technology, theory and statistical analysis. I argue that the intellectual maturation of the field will eventually depend not only on these recent developments, but also on syntheses of comparative information across different regions of the globe. For this to become a reality, many empirical phylogeographic surveys in regions of the Southern Hemisphere (and in developing countries of the Northern Hemisphere) are needed. I expect the information and views presented here will assist in promoting international collaborative work in phylogeography and in guiding research efforts at both regional and global levels."
"INTEGRATING COALESCENT AND ECOLOGICAL NICHE MODELING IN COMPARATIVE PHYLOGEOGRAPHY","https://scispace.com/paper/TCYGYCLU","06/2007","Journal Article","Evolution","Bryan C. Carstens
Corinne L. Richards","10.1111/j.1558-5646.2007.00117.x","https://www.zotero.org/johankarlssonk9/items/TCYGYCLU/attachment/R7CB3Y42/reader","Understanding the factors that contribute to the formation of population genetic structure is a central goal of phylogeographic research, but achieving this goal can be complicated by the stochastic variance inherent to genetic processes. Statistical approaches to testing phylogeographic hypotheses accommodate this stochasticity by evaluating competing models of putative historical population structure, often by simulating null distributions of the expected variance. The effectiveness of these tests depends on the biological realism of the models. Information from the fossil record can aid in reconstructing the historical distributions of some taxa. However, for the majority of taxa, which lack sufﬁcient fossils, paleodistributional modeling can provide valuable spatial-geographic data concerning ancestral distributions. Paleodistributional models are generated by projecting ecological niche models, which predict the current distribution of each species, onto a model of past climatic conditions. Here, we generate paleodistributional models describing the suitable habitat during the last glacial maximum for lineages from the mesic forests of the Paciﬁc Northwest of North America, and use these models to generate alternative phylogeographic hypotheses. Coalescent simulations are then used to test these hypotheses to improve our understanding of the historical events that promoted the formation of population genetic structure in this ecosystem. Results from Paciﬁc Northwest mesic forest organisms demonstrate the utility of these combined approaches. Paleodistribution models and population genetic structure are congruent across three amphibian lineages, suggesting that they have responded in a concerted manner to environmental change. Two other species, a willow and a water vole, despite being currently codistributed and having similar population genetic structure, were predicted by the paleodistributional model to have had markedly different distributions during the last glacial maximum. This suggests that congruent phylogeographic patterns can arise from incongruent ancestral distributions. Paleodistributional models introduce a much-needed spatial-geographic perspective to statistical phylogeography. In conjunction with coalescent models of population genetic structure, they have the potential to improve our understanding of the factors that promote population divergence and ultimately produce regional patterns of biodiversity."
"Phylogeography of the tree lizard, <i>Urosaurus ornatus</i> : responses of populations to past climate change","https://scispace.com/paper/JDI3FIHY","10/2007","Journal Article","Molecular Ecology","G. J. Haenel","10.1111/j.1365-294X.2007.03515.x","https://www.zotero.org/johankarlssonk9/items/JDI3FIHY/attachment/8TDH6WQL/reader","Isolation due to both geological barriers and range contractions during the Pleistocene glacial maxima has been an important cause of diversification of arid-adapted species in the North American deserts. Tree lizards, Urosaurus ornatus, are distributed across much of the southwestern arid regions and can tolerate a wide range of environments. Thus, they may have avoided large-scale shifts in distribution caused by Pleistocene climate change and any subsequent evolutionary impacts. Cytochrome b sequences were sampled from U. ornatus across the northern part of their range to test if current structure of these populations resulted from post-Pleistocene range expansion and habitat fragmentation, or prior geological isolation. Phylogenetic analyses found geographical structuring of populations consistent with a model of long-term geographical isolation corresponding to each of the desert regions. The two post-Pleistocene hypotheses were not well supported as estimated times of divergence predated the retreat of the last continental ice sheet. Populations in different regions were impacted by different processes. Southern populations of U. ornatus appear to have remained largely independent of more derived northern and eastern populations during Pleistocene climate change, while populations in regions containing more derived populations showed evidence of more recent range expansion (Colorado Plateau). As populations of U. ornatus attest to, the complex and dynamic history of the southwestern USA has left a deep-rooted and multifaceted imprint on genetic and phylogeographical structure of the species living there."
"Comparative phylogeography of unglaciated eastern North America","https://scispace.com/paper/5DZTCZY3","12/2006","Journal Article","Molecular Ecology","Douglas E. Soltis
Ashley B. Morris
Jason S. McLACHLAN
Paul S. Manos
Pamela S. Soltis","10.1111/j.1365-294X.2006.03061.x","https://www.zotero.org/johankarlssonk9/items/5DZTCZY3/attachment/DB4THG4L/reader","Regional phylogeographical studies involving co-distributed animal and plant species have been conducted for several areas, most notably for Europe and the Pacific Northwest of North America. Until recently, phylogeographical studies in unglaciated eastern North America have been largely limited to animals. As more studies emerge for diverse lineages (including plants), it seems timely to assess the phylogeography across this region: (i) comparing and contrasting the patterns seen in plants and animals; (ii) assessing the extent of pseudocongruence; and (iii) discussing the potential applications of regional phylogeography to issues in ecology, such as response to climatic change. Unglaciated eastern North America is a large, geologically and topographically complex area with the species examined having diverse distributions. Nonetheless, some recurrent patterns emerge: (i) maritime — Atlantic vs. Gulf Coast; (ii) Apalachicola River discontinuity; (iii) Tombigbee River discontinuity; (iv) the Appalachian Mountain discontinuity; (v) the Mississippi River discontinuity; and (vi) the Apalachicola River and Mississippi River discontinuities. Although initially documented in animals, most of these patterns are also apparent in plants, providing support for phylogeographical generalizations. These patterns may generally be attributable to isolation and differentiation during Pleistocene glaciation, but in some cases may be older (Pliocene). Molecular studies sometimes agree with longstanding hypotheses of glacial refugia, but also suggest additional possible refugia, such as the southern Appalachian Mountains and areas close to the Laurentide Ice Sheet. Many species exhibit distinct patterns that reflect the unique, rather than the shared, aspects of species’ phylogeographical histories. Furthermore, similar modern phylogeographical patterns can result from different underlying causal factors operating at different times (i.e. pseudocongruence). One underemphasized component of pseudocongruence may result from the efforts of researchers to categorize patterns visually — similar patterns may, in fact, not fully coincide, and inferring agreement may obscure the actual patterns and lead to erroneous conclusions. Our modelling analyses indicate no clear spatial patterning and support the hypothesis that phylogeographical structure in diverse temperate taxa is complex and was not shaped by just a few barriers."
"A discussion of different types of glacial refugia used in mountain biogeography and phylogeography","https://scispace.com/paper/Q8MIF8QM","03/2009","Journal Article","Journal of Biogeography","Rolf Holderegger
Conny Thiel‐Egenter","10.1111/j.1365-2699.2008.02027.x","https://www.zotero.org/johankarlssonk9/items/Q8MIF8QM/attachment/97VAMPV4/reader","With the recent rise of phylogeography, the biogeography of mountain species (species with their current main distribution above timber line), especially their glacial history, has attracted renewed interest. In particular, the question of where mountain species survived the ice ages has been approached in many phylogeographical studies. The terminology of glacial refugia of mountain species is often confusing, contradictory or counter-intuitive. Our aim is to clarify and simplify this terminology. First, we offer a general deﬁnition of the term glacial refugium for mountain species. Then, we discuss three main types of glacial refugia of mountain species, i.e. nunatak, peripheral and lowland refugia. We believe that the discrimination of these three types of glacial refugia is sufﬁcient to describe the glacial survival of (most) mountain species. Finally, we argue that the terms in situ survival and ex situ survival and the term periglacial refugium should only be used to describe speciﬁc cases of glacial history. No simple classiﬁcation system can adequately describe every kind of glacial refugium, but we propose that authors should focus on providing comprehensive descriptions of particular refugial situations instead of introducing new terminology."
"Phylogeography and population history of the crab‐eating fox ( <i>Cerdocyon thous</i> )","https://scispace.com/paper/YUVQJL3X","02/2007","Journal Article","Molecular Ecology","Ligia Tchaicka
Eduardo Eizirik
Tadeu G. De Oliveira
José Flávio Cândido
Thales R. O. Freitas","10.1111/j.1365-294X.2006.03185.x","https://www.zotero.org/johankarlssonk9/items/YUVQJL3X/attachment/38KTZJ8M/reader","The crab-eating fox is a medium-sized Neotropical canid with generalist habits and a broad distribution in South America. We have investigated its genetic diversity, population structure and demographic history across most of its geographic range by analysing 512 base pairs (bp) of the mitochondrial DNA (mtDNA) control region, 615 bp of the mtDNA cytochrome b gene and 1573 total nucleotides from three different nuclear fragments. MtDNA data revealed a strong phylogeographic partition between northeastern Brazil and other portions of the species’ distribution, with complete separation between southern and northern components of the Atlantic Forest. We estimated that the two groups diverged from each other c. 400 000–600 000 years ago, and have had contrasting population histories. A recent demographic expansion was inferred for the southern group, while northern populations seem to have had a longer history of large population size. Nuclear sequence data did not support this north–south pattern of subdivision, likely due at least in part to secondary male-mediated historical gene flow, inferred from multilocus coalescent-based analyses. We have compared the inferred phylogeographic patterns to those observed for other Neotropical vertebrates, and report evidence for a major north–south demographic discontinuity that seems to have marked the history of the Atlantic Forest biota."
"Understanding the genetic effects of recent habitat fragmentation in the context of evolutionary history: phylogeography and landscape genetics of a southern California endemic Jerusalem cricket (Orthoptera: Stenopelmatidae: <i>Stenopelmatus</i> )","https://scispace.com/paper/ZRRP9HLE","03/2007","Journal Article","Molecular Ecology","Amy G. Vandergast
Andrew J. Bohonak
David B. Weissman
Robert N. Fisher","10.1111/j.1365-294X.2006.03216.x","https://www.zotero.org/johankarlssonk9/items/ZRRP9HLE/attachment/FA8JMXBN/reader","Habitat loss and fragmentation due to urbanization are the most pervasive threats to biodiversity in southern California. Loss of habitat and fragmentation can lower migration rates and genetic connectivity among remaining populations of native species, reducing genetic variability and increasing extinction risk. However, it may be difficult to separate the effects of recent anthropogenic fragmentation from the genetic signature of prehistoric fragmentation due to previous natural geological and climatic changes. To address these challenges, we examined the phylogenetic and population genetic structure of a flightless insect endemic to cismontane southern California, Stenopelmatus ‘mahogani’ (Orthoptera: Stenopelmatidae). Analyses of mitochondrial DNA sequence data suggest that diversification across southern California began during the Pleistocene, with most haplotypes currently restricted to a single population. Patterns of genetic divergence correlate with contemporary urbanization, even after correcting for (geographical information system) GIS-based reconstructions of fragmentation during the Pleistocene. Theoretical simulations confirm that contemporary patterns of genetic structure could be produced by recent urban fragmentation using biologically reasonable assumptions about model parameters. Diversity within populations was positively correlated with current fragment size, but not prehistoric fragment size, suggesting that the effects of increased drift following anthropogenic fragmentation are already being seen. Loss of genetic connectivity and diversity can hinder a population’s ability to adapt to ecological perturbations commonly associated with urbanization, such as habitat degradation, climatic changes and introduced species. Consequently, our results underscore the importance of preserving and restoring landscape connectivity for long-term persistence of low vagility native species."
"Adding More Ecology into Species Delimitation: Ecological Niche Models and Phylogeography Help Define Cryptic Species in the Black Salamander (Aneides flavipunctatus)","https://scispace.com/paper/adding-more-ecology-into-species-delimitation-ecological-1c3yea0swa","2007","Journal Article","Systematic Biology","Leslie J. Rissler
Joseph J. Apodaca
John Weins","10.1080/10635150701703063","https://www.zotero.org/johankarlssonk9/items/Z4QBCYTR/attachment/2PEM7MYU/reader","Being able to efficiently and accurately delimit species is one of the most basic and important aspects of systematics because species are the fundamental unit of analysis in biogeography, ecology, and conservation. We present a rationale and approach for combining ecological niche modeling, spatially explicit analyses of environmental data, and phylogenetics in species delimitation, and we use our methodology in an empirical example focusing on Aneides flavipunctatus, the black salamander (Caudata: Plethodontidae), in California. We assess the relationships between genetic, environmental, and geographic distance among populations. We use 11 climatic variables and point locality data from public databases to create ecological niche models. The suitability of potential contact zones between parapatric lineages is also assessed using the data from ecological niche modeling. Phylogenetic analyses of portions of the mitochondrial genome reveal morphologically cryptic mitochondrial lineages in this species. In addition, we find that patterns of genetic divergence are strongly associated with divergence in the ecological niche. Our work demonstrates the ease and utility of using spatial analyses of environmental data and phylogenetics in species delimitation, especially for groups displaying fine-scaled endemism and cryptic species."
"Comparative phylogeography and the identification of genetically divergent areas for conservation","https://scispace.com/paper/WZ96DKIY","04/1998","Journal Article","Molecular Ecology","Craig Moritz
Daniel P. Faith","10.1046/j.1365-294x.1998.00317.x","https://www.zotero.org/johankarlssonk9/items/WZ96DKIY/attachment/9KFLYPZP/reader","Genetic diversity is recognized as a fundamental component of biodiversity and its protection is incorporated in several conventions and policies. However, neither the concepts nor the methods for assessing conservation value of the spatial distribution of genetic diversity have been resolved. Comparative phylogeography can identify suites of species that have a common history of vicariance. In this study we explore the strengths and limitations of Faith’s measure of ‘Phylogenetic Diversity’ (PD) as a method for predicting from multiple intraspecific phylogeographies the underlying feature diversity represented by combinations of areas. An advantage of the PD approach is that information on the spatial distribution of genetic diversity can be combined across species and expressed in a form that allows direct comparison with patterns of species distributions. It also seeks to estimate the same parameter, feature diversity, regardless of the level of biological organization. We extend the PD approach by using Venn diagrams to identify the components of PD, including those unique to or shared among areas and those which represent homoplasy on an area tree or which are shared across all areas. PD estimation should be complemented by analysis of these components and inspection of the contributing phylogeographies. We illustrate the application of the approach using mtDNA phylogeographies from vertebrates resident in the wet tropical rainforests of north-east Queensland and compare the results to biodiversity assessments based on the distribution of endemic vertebrate species. The genetic vs. species approaches produce different assessments of conservation value, perhaps reflecting differences in the temporal and spatial scale of the determining processes. The two approaches should be seen as complementary and, in this case, conservation planning should incorporate information on both dimensions of biodiversity."
"Mitochondrial Phylogeography Illuminates the Origin of the Extinct Caspian Tiger and Its Relationship to the Amur Tiger","https://scispace.com/paper/7G7H73PJ","2009","Journal Article","PLoS ONE","Carlos A. Driscoll
Nobuyuki Yamaguchi
Gila Kahila Bar-Gal
Alfred L. Roca
Shujin Luo
David W. Macdonald
Stephen J. O'Brien
Björn Brembs","10.1371/journal.pone.0004125","https://www.zotero.org/johankarlssonk9/items/7G7H73PJ/attachment/MHLCNXEB/reader","The Caspian tiger (Panthera tigris virgata) flourished in Central Asian riverine forest systems in a range disjunct from that of other tigers, but was driven to extinction in 1970 prior to a modern molecular evaluation. For over a century naturalists puzzled over the taxonomic validity, placement, and biogeographic origin of this enigmatic animal. Using ancient-DNA (aDNA) methodology, we generated composite mtDNA haplotypes from twenty wild Caspian tigers from throughout their historic range sampled from museum collections. We found that Caspian tigers carry a major mtDNA haplotype differing by only a single nucleotide from the monomorphic haplotype found across all contemporary Amur tigers (P. t. altaica). Phylogeographic analysis with extant tiger subspecies suggests that less than 10,000 years ago the Caspian/Amur tiger ancestor colonized Central Asia via the Gansu Corridor (Silk Road) from eastern China then subsequently traversed Siberia eastward to establish the Amur tiger in the Russian Far East. The conservation implications of these findings are far reaching, as the observed genetic depletion characteristic of modern Amur tigers likely reflects these founder migrations and therefore predates human influence. Also, due to their evolutionary propinquity, living Amur tigers offer an appropriate genetic source should reintroductions to the former range of the Caspian tiger be implemented."
"Statistical phylogeography: methods of evaluating and minimizing inference errors","https://scispace.com/paper/78EWMB2S","04/2004","Journal Article","Molecular Ecology","Alan R. Templeton","10.1046/j.1365-294X.2003.02041.x","https://www.zotero.org/johankarlssonk9/items/78EWMB2S/attachment/6S8YWPP2/reader","Nested clade phylogeographical analysis (NCPA) has become a common tool in intraspecific phylogeography. To evaluate the validity of its inferences, NCPA was applied to actual data sets with 150 strong a priori expectations, the majority of which had not been analysed previously by NCPA. NCPA did well overall, but it sometimes failed to detect an expected event and less commonly resulted in a false positive. An examination of these errors suggested some alterations in the NCPA inference key, and these modifications reduce the incidence of false positives at the cost of a slight reduction in power. Moreover, NCPA does equally well in inferring events regardless of the presence or absence of other, unrelated events. A reanalysis of some recent computer simulations that are seemingly discordant with these results revealed that NCPA performed appropriately in these simulated samples and was not prone to a high rate of false positives under sampling assumptions that typify real data sets. NCPA makes a posteriori use of an explicit inference key for biological interpretation after statistical hypothesis testing. Alternatives to NCPA that claim that biological inference emerges directly from statistical testing are shown in fact to use an a priori inference key, albeit implicitly. It is argued that the a priori and a posteriori approaches to intraspecific phylogeography are complementary, not contradictory. Finally, cross-validation using multiple DNA regions is shown to be a powerful method of minimizing inference errors. A likelihood ratio hypothesis testing framework has been developed that allows testing of phylogeographical hypotheses, extends NCPA to testing specific hypotheses not within the formal inference key (such as the out-of-Africa replacement hypothesis of recent human evolution) and integrates intra- and interspecific phylogeographical inference."
"Combining mitochondrial DNA sequences and morphological data to infer species boundaries: phylogeography of lanceheaded pitvipers in the Brazilian Atlantic forest, and the status of <i>Bothrops pradoi</i> (Squamata: Serpentes: Viperidae)","https://scispace.com/paper/E2TGFVFM","2001","Journal Article","Journal of Evolutionary Biology","G. Puorto
M. Da Graça Salomão
R. D. G. Theakston
R. S. Thorpe
D. A. Warrell
W. Wüster","10.1046/j.1420-9101.2001.00313.x","https://www.zotero.org/johankarlssonk9/items/E2TGFVFM/attachment/G7XGIR3U/reader","Phylogeographic studies using mitochondrial DNA sequence information are frequently used as the principal source of evidence to infer species boundaries. However, a critical analysis of further evidence is essential to test whether different haplotype clades identify different species. We demonstrate a hypothesis-testing approach, using a combination of phylogeographic methods, multivariate morphometrics and matrix association tests, to investigate species boundaries in eastern Brazilian pitvipers conventionally assigned to the species Bothrops leucurus and B. pradoi. Two basal haplotype clades with partly overlapping geographical distributions are identiÆed, which could either represent two partly sympatric species, or multiple haplotypes within one organismal lineage. We use partial Mantel matrix association tests to verify whether generalized morphology, or any of four supposedly diagnostic characters for the two species, show any association with mtDNA variation. Negative results lead to the conclusion that the haplotype clades do not denote independently evolving organismal lineages, and do not constitute separate species under any criterion."
"The Occurrence, Detection, and Avoidance of Mitochondrial DNA Translocations in Mammalian Systematics and Phylogeography","https://scispace.com/paper/the-occurrence-detection-and-avoidance-of-mitochondrial-dna-1eto02j1qa","2007","Journal Article","Journal of Mammalogy","Deborah A. Triant
J. Andrew DeWoody","10.1644/06-MAMM-A-204R1.1","https://www.jstor.org/stable/4498735","The generation and analysis of mitochondrial DNA (mtDNA) sequence data has become routine in mammalogy. Unfortunately, these analyses can be confounded because fragments of the mitochondrial genome are contained in the nucleus of most eukaryotes. Furthermore, these nuclear fragments of mitochondrial genes, or numt pseudogenes, are often represented hundreds of times in mammalian nuclear genomes. Most modern analyses of mtDNA rely on the polymerase chain reaction to generate a population of molecules that can be sequenced. Templates for DNA sequencing reactions should be homogenous, and in the case of mtDNA, cytoplasmic in origin. The unwanted (and often unwitting) ampliﬁcation of numts results in a heterogenous mixture of nuclear and cytoplasmic amplicons or, if a numt is preferentially ampliﬁed, a near-homogenous mixture of the wrong (nuclear) template. These nuclear sequences can cause major—although often cryptic—problems in the analyses of systematic or phylogeographic data. Here, we review the occurrence, detection, and avoidance of numts in mammals. Furthermore, we isolate a cytochrome-b numt and its corresponding mitochondrial sequence in the North American prairie vole (Microtus ochrogaster) to illustrate various methods to detect numts. Finally, we present approaches by which numts, once identiﬁed, can be utilized in molecular studies."
"Statistical hypothesis testing in intraspecific phylogeography: nested clade phylogeographical analysis vs. approximate Bayesian computation","https://scispace.com/paper/KDU32528","01/2009","Journal Article","Molecular Ecology","Alan R. Templeton","10.1111/j.1365-294X.2008.04026.x","https://www.zotero.org/johankarlssonk9/items/KDU32528/attachment/DLR75XJT/reader","Nested clade phylogeographical analysis (NCPA) and approximate Bayesian computation (ABC) have been used to test phylogeographical hypotheses. Multilocus NCPA tests null hypotheses, whereas ABC discriminates among a finite set of alternatives. The interpretive criteria of NCPA are explicit and allow complex models to be built from simple components. The interpretive criteria of ABC are ad hoc and require the specification of a complete phylogeographical model. The conclusions from ABC are often influenced by implicit assumptions arising from the many parameters needed to specify a complex model. These complex models confound many assumptions so that biological interpretations are difficult. Sampling error is accounted for in NCPA, but ABC ignores important sources of sampling error that creates pseudo-statistical power. NCPA generates the full sampling distribution of its statistics, but ABC only yields local probabilities, which in turn make it impossible to distinguish between a good fitting model, a non-informative model, and an over-determined model. Both NCPA and ABC use approximations, but convergences of the approximations used in NCPA are well defined whereas those in ABC are not. NCPA can analyse a large number of locations, but ABC cannot. Finally, the dimensionality of tested hypothesis is known in NCPA, but not for ABC. As a consequence, the ‘probabilities’ generated by ABC are not true probabilities and are statistically non-interpretable. Accordingly, ABC should not be used for hypothesis testing, but simulation approaches are valuable when used in conjunction with NCPA or other methods that do not rely on highly parameterized models."
"Range-wide mtDNA phylogeography yields insights into the origins of Asian elephants","https://scispace.com/paper/ERE4WKRY","2009","Journal Article","Proceedings of the Royal Society B: Biological Sciences","T.N.C Vidya
Raman Sukumar
Don J Melnick","10.1098/rspb.2008.1494","https://www.zotero.org/johankarlssonk9/items/ERE4WKRY/attachment/G5R99YKF/reader","Recent phylogeographic studies of the endangered Asian elephant (
              Elephas maximus
              ) reveal two highly divergent mitochondrial DNA (mtDNA) lineages, an elucidation of which is central to understanding the species's evolution. Previous explanations for the divergent clades include introgression of mtDNA haplotypes between ancestral species, allopatric divergence of the clades between Sri Lanka or the Sunda region and the mainland, historical trade of elephants, and retention of divergent lineages due to large population sizes. However, these studies lacked data from India and Myanmar, which host approximately 70 per cent of all extant Asian elephants. In this paper, we analyse mtDNA sequence data from 534 Asian elephants across the species's range to explain the current distribution of the two divergent clades. Based on phylogenetic reconstructions, estimates of times of origin of clades, probable ancestral areas of origin inferred from dispersal–vicariance analyses and the available fossil record, we believe both clades originated from
              Elephas hysudricus
              . This probably occurred allopatrically in different glacial refugia, the α clade in the Myanmar region and the β clade possibly in southern India–Sri Lanka, 1.6–2.1 Myr ago. Results from nested clade and dispersal–vicariance analyses indicate a subsequent isolation and independent diversification of the β clade in both Sri Lanka and the Sunda region, followed by northward expansion of the clade. We also find more recent population expansions in both clades based on mismatch distributions. We therefore suggest a contraction–expansion scenario during severe climatic oscillations of the Quaternary, with range expansions from different refugia during warmer interglacials leading to the varying geographical overlaps of the two mtDNA clades. We also demonstrate that trade in Asian elephants has not substantially altered the species's mtDNA population genetic structure."
"Congruence, Consensus, and the Comparative Phylogeography of Codistributed Species in California","https://scispace.com/paper/IZ3EFGQ3","08/2005","Journal Article","The American Naturalist","François‐Joseph Lapointe
Leslie J. Rissler","10.1086/431283","https://www.zotero.org/johankarlssonk9/items/IZ3EFGQ3/attachment/2N6MD9EF/reader","Comparative phylogeography has emerged as a means of understanding the spatial patterns of genetic divergence of codistributed species. However, researchers are often frustrated because of the lack of appropriate statistical tests to assess concordancy of multiple phylogeographic trees. We develop a method for testing congruence across multiple species and synthesizing the data into a regional supertree. Nine phylogeographic data sets of species with different life histories and ecologies were statistically compared using maximum agreement subtrees (MAST) and showed a high degree of concordancy. A supertree combining the different phylogeographic trees was then computed using matrix representation with parsimony, and the groups deﬁned by this supertree were tested against climatic data to investigate a potential mechanism driving divergence. Our data suggest that species and genetic lineages in California are shaped by climatic regimes. The supertree method in combination with MAST represents a new approach to test congruence hypotheses and detect common geographic signals in comparative phylogeography."
"Phylogeography and population structure of the saker falcon ( <i>Falco cherrug</i> ) and the influence of hybridization: mitochondrial and microsatellite data","https://scispace.com/paper/8KA2ACYA","04/2007","Journal Article","Molecular Ecology","Franziska Nittinger
Anita Gamauf
Wilhelm Pinsker
Michael Wink
Elisabeth Haring","10.1111/j.1365-294X.2007.03245.x","https://www.zotero.org/johankarlssonk9/items/8KA2ACYA/attachment/RZREWQU2/reader","Microsatellite as well as sequence analysis of the mitochondrial control region were applied to infer phylogeography and population genetic structure of the saker falcon (Falco cherrug). Furthermore, we compared the patterns of mitochondrial haplotypes with the variation of microsatellite alleles among the species of the hierofalcon complex (F. cherrug, Falco rusticolus, Falco biarmicus, Falco jugger) to test hypotheses on population history. Historical samples from museum specimens of F. cherrug were analysed together with samples from contemporary populations to investigate possible influences of hybrid falcons escaped from falconry on the genetic composition. In the mitochondrial DNA analysis, none of the four species represents a monophyletic group. Moreover, there are no clearly defined groups of haplotypes corresponding to taxonomic entities. In the microsatellite analysis most of the variation is shared between species and no clear differentiation by private alleles is found. Yet, with a Bayesian clustering method based on allele frequencies, a differentiation of F. cherrug, F. rusticolus and two geographic groups of F. biarmicus was detected. Results from both nuclear and mitochondrial markers are compatible with the previously postulated ‘Out of Africa’ hypothesis assuming an African origin of the hierofalcons. From an ancestral African population, F. cherrug, F. rusticolus and F. jugger split off in separate waves of immigration into Eurasia and South Asia. A combination of evolutionary processes, including incomplete lineage sorting as well as hybridization, may be responsible for the currently observed genetic patterns in hierofalcons."
