"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"Biodiversity Research and Awareness in the Lesser-Known Eastern Arc Mountains Volume I: Mahenge Mountains Ulanga District","https://scispace.com/paper/owen-et-al-mahenge-mountains-ulanga-district-pdf-btt7jj6z","2007","","Frontier Tanzania Forest Research Programme Technical Report 113","Nisha Owen
Victoria Wilkins
Eibleis Fanning
Kim M. Howell","","https://scispace.com/records/owen-et-al-mahenge-mountains-ulanga-district-pdf-btt7jj6z","1. THE EASTERN ARC MOUNTAINS:
 This combination of high endemicity and degree of threat has led to the Eastern Arc Mountains being recognised as one of 25 global Biodiversity Hotspots designated by Conservation International (originally part of the Eastern Arc and Coastal Forests of Tanzania and Kenya hotspot but this was recently split and the Eastern Arc designated as part of the Eastern Afromontane Biodiversity Hotspot; CEPF 2005; .

2. Biodiversity:
 Lovett & Pócs (1993) considered the forests to be of the Eastern Arc type due to climate and altitude; and to be rich in endemic species, the Eastern Arc endemic Dombeya amaniensis was common in 1993.

3. THE EASTERN ARC MOUNTAINS:
 Asia ) combined with local speciation and evolution of taxa in fragmented forest blocks .","Funded by the Critical Ecosystem Partnership Fund (CEPF), the Biodiversity Research and Awareness in the lesser-known Eastern Arc Mountains (BREAM) project is an initiative of Frontier Tanzania (a collaboration between the Society for Environmental Exploration and the University of Dar es Salaam); in partnership with the WWF-Tanzania Program Office and the Forestry and Beekeeping Division of the Ministry of Natural Resources and Tourism; in collaboration with Missouri Botanical Gardens, USA; Michele Menegon and Francesco Rovero of the Museo Tridentino Di Scienze Naturali, Trento, Italy; and Andrew Perkin of the Nocturnal Primate Research Group, Oxford Brookes University, UK. The BREAM project aims to increase knowledge and assist in the conservation of the lesser-known Eastern Arc Mountain forests, through biodiversity surveys, human resource-use assessments and community and institutional capacity building and awareness raising."
"A new species of giant sengi or elephant-shrew (genus Rhynchocyon) highlights the exceptional biodiversity of the Udzungwa Mountains of Tanzania","https://scispace.com/paper/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-tp8qmx9c","2008","","Journal of Zoology","F. Rovero
G. B. Rathbun
A. Perkin
T. Jones
D. O. Ribble
C. Leonard
R. R. Mwakisoma
N. Doggart","10.1111/j.1469-7998.2007.00363.x","https://scispace.com/records/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-tp8qmx9c","1. Abstract:
 This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains.

2. Introduction:
 Portions of the Eastern Arc Mountains are believed to have supported moist forest for c. 30 million years . The age, stability, isolation and fragmented nature of these forests have combined to produce high levels of biological diversity and endemism .","A new species of sengi, or elephant-shrew, is described. It was discovered in the northern Udzungwa Mountains of Tanzania in 2005. Sengis (Order Macrosceli- dea, super-cohort Afrotheria) include four genera and 15 species of mammals that are endemic to Africa. This discovery is a significant contribution to the systematics of this small order. Based on 49 camera trap images, 40 sightings and five voucher specimens, the new sengi is diurnal and distinguished from the other three species of Rhynchocyon by a grizzled grey face, pale yellow to cream chest and chin, orange-rufous sides, maroon back and jet-black lower rump and thighs. The body weight of the new species is about 700 g, which is 25–50% greater than any other giant sengi. The new Rhynchocyon is only known from two populations that cover about 300 km² of montane forest. It has an estimated density of 50–80 individuals km⁻². This discovery has important implications for the con- servation of the high biodiversity that is found in the forests of the Eastern Arc Mountains."
"A new species of giant sengi or elephant-shrew (genus Rhynchocyon) highlights the exceptional biodiversity of the Udzungwa Mountains of Tanzania","https://scispace.com/paper/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-w6gkp8qr","2008","","Journal of Zoology","F. Rovero
G. B. Rathbun
A. Perkin
T. Jones
D. O. Ribble
C. Leonard
R. R. Mwakisoma
N. Doggart","10.1111/j.1469-7998.2007.00363.x","https://scispace.com/records/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-w6gkp8qr","1. Abstract:
 This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains.

2. Introduction:
 Portions of the Eastern Arc Mountains are believed to have supported moist forest for c. 30 million years . The age, stability, isolation and fragmented nature of these forests have combined to produce high levels of biological diversity and endemism .","A new species of sengi, or elephant-shrew, is described. It was discovered in the northern Udzungwa Mountains of Tanzania in 2005. Sengis (Order Macroscelidea, super-cohort Afrotheria) include four genera and 15 species of mammals that are endemic to Africa. This discovery is a significant contribution to the systematics of this small order. Based on 49 camera trap images, 40 sightings and five voucher specimens, the new sengi is diurnal and distinguished from the other three species of Rhynchocyon by a grizzled grey face, pale yellow to cream chest and chin, orange-rufous sides, maroon back and jet-black lower rump and thighs. The body weight of the new species is about 700 g, which is 25–50% greater than any other giant sengi. The new Rhynchocyon is only known from two populations that cover about 300 km² of montane forest. It has an estimated density of 50–80 individuals km⁻². This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains."
"Low Recruitment of Trees Dispersed by Animals in African Forest Fragments","https://scispace.com/paper/cordeiro-and-howe-2001-low-recruitment-of-trees-dispersed-by-o9urs8r4","2001","","Conservation Biology","N. J. Cordeiro
H. F. Howe","","https://scispace.com/records/cordeiro-and-howe-2001-low-recruitment-of-trees-dispersed-by-o9urs8r4","1. Methods:
 Ten animal-dispersed species occurring in the transects are endemic or nearendemic to the Eastern Arc Mountains ): Anisophyllea obtusifolia (Anisophyllaceae), Annickia kummeriae (Annonaceae), Allanblackia stuhlmannii (Clusiaceae), Beilschmiedia kweo (Lauraceae), Cephalosphaera usambarensis (Myristicaceae), Allophylus melliodorus (Sapindaceae), Cola greenwayi , Leptonychia usa mbarensis (Sterculiaceae), Alsodeiopsis schumannii (Icacinaceae), and Maranthes goetzeniana (Chrysobalanaceae).","We investigated the effects of forest fragmentation on the disappearance of fruit-eating animals and the recruitment of animal-, wind-, and gravity-dispersed trees in 80-year-old forest patches in the East Usambara Mountains of Tanzania. We compared adult and juvenile trees in forest transects in a 3500-ha submontane forest with those in four forest fragments of 521, 30, 9, and 0.5 ha. Preliminary results show that recruitment of seedlings and juveniles of 31 animal-dispersed tree species was more than three times greater in continuous forest and large forest fragments (≥30 ha) than in small forest fragments (≤9 ha), whereas recruitment of eight wind- and gravity-dispersed trees of the forest interior was unaffected. Recruitment of 10 endemic, animal-dispersed tree species was 40 times lower in small fragments than in continuous forest or large fragments. Counts of diurnal primates and birds in all five sites indicated that frugivorous species have declined with decreasing fragment size. These results are consistent with the idea that loss of dispersal agents depresses tree recruitment in the course of forest fragmentation."
"New Dabaga/Ulangambi Forest Reserve Zoological Report","https://scispace.com/paper/2001frontiernewdabagreportzoological-xkavp27p","2001","","Udzungwa Mountains Biodiversity Survey","K Doody
K M Howell
E Fanning","","https://scispace.com/records/2001frontiernewdabagreportzoological-xkavp27p","1. Introduction:
 The Eastern Arc Mountains are home to many endemic and restricted range shrews and rodents.

2. Summary and Recommendations:
 This is the highest number recorded for an Eastern Arc forest, thus highlighting the great biodiversity value of this mountain region.

3. Comparison with other Eastern Arc Forests:
 The 12 remaining species are widespread within the Eastern Arc and found in at least two other countries.","Three reports present management recommendations and the results of forest use, botanical and zoological surveys of New Dabaga/Ulangambi Forest Reserve (NDUFR) in Iringa region, south-central Tanzania. Fieldwork was carried out by Frontier Tanzania as part of its “Udzungwa Mountains Biodiversity Survey.” The findings are intended for use by Danida's MEMA project “Udzungwa Mountains Forest Management and Conservation"" in the preparation of Joint Forest Management Plans. New Dabaga/Ulangambi Forest Reserve is a montane forest fragment of 37km², at altitudes of 1740-2100m. It is set in a human dominated landscape with six villages nearby. Farmland, grassland and plantation forests occur right up to the Forest Reserve boundary. Fieldwork was divided into forest use and botanical surveys from July to September 1999 and zoological surveys from October to November 2000. The following summary provides information on all of these surveys and suggested input to Joint Forest Management plans. Detailed findings of the surveys are presented in separate reports (Frontier Tanzania, 2001a,c&e)."
"Targeted vertebrate surveys enhance the faunal importance and improve explanatory models within the Eastern Arc Mountains of Kenya and Tanzania","https://scispace.com/paper/rovero-et-al-2014-targeted-vertebrate-surveys-enhance-the-6ljq4tts","2014","","Diversity and Distributions","Francesco Rovero
Michele Menegon
Jon Fjeldså
Leah Collett
Nike Doggart
Charles Leonard
Guy Norton
Nisha Owen
Andrew Perkin
Daniel Spitale
Antje Ahrends
Neil D. Burgess","10.1111/ddi.12246","https://scispace.com/records/rovero-et-al-2014-targeted-vertebrate-surveys-enhance-the-6ljq4tts","1. INTRODUCTION:
 The Eastern Arc Mountains (EAM) of Kenya and Tanzania are an emblematic region for conservation. The area has been long recognized for its outstanding biological importance, especially for forest vertebrates .

2. Study area:
 These mountains Table  The vertebrate species richness in the Eastern Arc Mountains of Kenya and Tanzania grouped by endemism and, in parenthesis, the increase (%) in the number of species relative to the baseline study .","Aim Detailed knowledge of species distributions, endemism patterns and threats is critical to site prioritization and conservation planning. However, data from biodiversity inventories are still limited, especially for tropical forests, and even well recognized hotspots remain understudied. We provide an exam- ple of how updated knowledge on species occurrence from strategically directed biodiversity surveys can change knowledge on perceived biodiversity impor- tance, and facilitate understanding diversity patterns and the delivery of conser- vation recommendations. Location Eastern Arc Mountains (EAM), Kenya and Tanzania. Methods We surveyed amphibians, reptiles, birds and mammals during 2005- 2009, targeting mountain blocks that had been poorly surveyed or unsurveyed by the early Noughties. We combined new and old data to produce a database of species presence by mountain block spanning four decades of research. Spe- cies richness is regressed against survey effort, funding, ecological and human disturbance factors to analyse the best predictors of vertebrate richness across mountain blocks. Similarity among species assemblages among blocks is analysed using dissimilarity analysis. Results New surveys raised the number of endemic and regional endemic ver- tebrates by 24% (from 170 to 211 species), including 27 new species of which 23 are amphibians and reptiles. Vertebrate richness is best explained by forest area, but rainfall is also important, especially for amphibians and reptiles. For- est elevational range is important for mammals and for block-endemic birds. Funding explains 19% of the variation in total species richness, while survey effort generally explains < 10% of variance. Cluster analysis shows that species assemblages are partitioned by geographical proximity among mountain blocks. Main conclusions The biological value of the EAM has been underestimated, and strategic surveys are important even in well-recognized hotspots. The exceptional and global importance of these mountains for endemic vertebrates is highlighted, supporting the development of a network of Nature Reserves and the proposed inclusion within UNESCO's natural World Heritage Sites."
"Targeted vertebrate surveys enhance the faunal importance and improve explanatory models within the Eastern Arc Mountains of Kenya and Tanzania","https://scispace.com/paper/rovero-et-al-2014-targeted-vertebrate-surveys-enhance-the-t9rny7lt","2014","","Diversity and Distributions","Francesco Rovero
Michele Menegon
Jon Fjeldså
Leah Collett
Nike Doggart
Charles Leonard
Guy Norton
Nisha Owen
Andrew Perkin
Daniel Spitale
Antje Ahrends
Neil D. Burgess","10.1111/ddi.12246","https://scispace.com/records/rovero-et-al-2014-targeted-vertebrate-surveys-enhance-the-t9rny7lt","1. INTRODUCTION:
 The Eastern Arc Mountains (EAM) of Kenya and Tanzania are an emblematic region for conservation. The area has been long recognized for its outstanding biological importance, especially for forest vertebrates .

2. Study area:
 These mountains Table  The vertebrate species richness in the Eastern Arc Mountains of Kenya and Tanzania grouped by endemism and, in parenthesis, the increase (%) in the number of species relative to the baseline study .","Aim Detailed knowledge of species distributions, endemism patterns and threats is critical to site prioritization and conservation planning. However, data from biodiversity inventories are still limited, especially for tropical forests, and even well recognized hotspots remain understudied. We provide an exam-ple of how updated knowledge on species occurrence from strategically directed biodiversity surveys can change knowledge on perceived biodiversity impor-tance, and facilitate understanding diversity patterns and the delivery of conser-vation recommendations. Location Eastern Arc Mountains (EAM), Kenya and Tanzania. Methods We surveyed amphibians, reptiles, birds and mammals during 2005-2009, targeting mountain blocks that had been poorly surveyed or unsurveyed by the early Noughties. We combined new and old data to produce a database of species presence by mountain block spanning four decades of research. Spe-cies richness is regressed against survey effort, funding, ecological and human disturbance factors to analyse the best predictors of vertebrate richness across mountain blocks. Similarity among species assemblages among blocks is analysed using dissimilarity analysis. Results New surveys raised the number of endemic and regional endemic ver-tebrates by 24% (from 170 to 211 species), including 27 new species of which 23 are amphibians and reptiles. Vertebrate richness is best explained by forest area, but rainfall is also important, especially for amphibians and reptiles. For-est elevational range is important for mammals and for block-endemic birds. Funding explains 19% of the variation in total species richness, while survey effort generally explains < 10% of variance. Cluster analysis shows that species assemblages are partitioned by geographical proximity among mountain blocks. Main conclusions The biological value of the EAM has been underestimated, and strategic surveys are important even in well-recognized hotspots. The exceptional and global importance of these mountains for endemic vertebrates is highlighted, supporting the development of a network of Nature Reserves and the proposed inclusion within UNESCO's natural World Heritage Sites."
"How Broad-Scale Studies of Patterns and Processes Can Serve to Guide Conservation Planning in Africa","https://scispace.com/paper/fjeldsa-2007-how-broad-scale-studies-of-patterns-and-gg9o785k","2007","","Conservation Biology","Jon Fjeldså","10.1111/j.1523-1739.2007.00706.x","https://scispace.com/records/fjeldsa-2007-how-broad-scale-studies-of-patterns-and-gg9o785k","1. Introduction:
 The Zoological Museum, University of Copenhagen, has a long interest in African biogeography, especially in the forests of Tanzania's Eastern Arc Mountains.","Analysis of large-scale biodiversity patterns can uncover general relationships and problems that need to be taken into account when conservation strategies are developed. Nevertheless, these large-scale patterns need to be supplemented with information from local studies that can identify specific problems and determine how the land can be divided between conservation and development interests. I analyzed biodiversity patterns at three different scales to show how various scales of research contributed to conservation planning. A gap analysis for all of sub-Saharan Africa revealed that the network of wildlife reserves provides insufficient protection of narrowly endemic and threatened species, mainly because such species are aggregated in certain areas with dense human populations. A more fine-grained analysis of the distribution of forest birds of eastern Africa generally confirmed the results obtained with coarse-scale data and added precision by identifying forest tracts where conservation actions should be concentrated. Detailed local distribution data for one of the prioritized areas, the Uluguru Mountains in Tanzania, suggest that the actions to halt the loss of biodiversity should be concentrated in the submontane zone, immediately adjacent to densely populated areas. To achieve conservation on the ground, these general planning tools must be supplemented with other kinds of research concerning land-use and local knowledge and with approaches that promote more sustainable development. Different types of institutions will be needed for these different tasks, but it is essential that researchers maintain a dialogue with planners in this area."
"Phylogenetics and speciation","https://scispace.com/paper/barraclough-and-nee-2001-phylogenetics-and-speciation-pdf-v3yrjd6o","2001","","TRENDS in Ecology & Evolution","Timothy G. Barraclough
Sean Nee","10.1016/S0169-5347(01)02161-9","https://scispace.com/records/barraclough-and-nee-2001-phylogenetics-and-speciation-pdf-v3yrjd6o","1. Conclusions:
 Our aim has been to show the enormous potential of molecular phylogenetics for answering long-standing questions about speciation. Current studies have been caught between the competing demands of sampling enough species to detect any patterns and establishing the evolutionary status of the included species.","Species-level phylogenies derived from molecular data provide an indirect record of the speciation events that have led to extant species. This offers enormous potential for investigating the general causes and rates of speciation within clades. To make the most of this potential, we should ideally sample all the species in a higher group, such as a genus, ensure that those species reflect evolutionary entities within the group, and rule out the effects of other processes, such as extinction, as explanations for observed patterns. We discuss recent practical and theoretical advances in this area and outline how future work should benefit from incorporating data from genealogical and phylogeographical scales."
"The relevance of data on genetic diversity for the conservation of Afro-montane regions","https://scispace.com/paper/kahindo-et-al-2007-the-relevance-of-data-on-genetic-rb2mto9w","2006","","BIOLOGICAL CONSERVATION","Charles Kahindo
Rauri C.K. Bowie
John M. Bates","10.1016/j.biocon.2006.08.019","https://scispace.com/records/kahindo-et-al-2007-the-relevance-of-data-on-genetic-rb2mto9w","1. 2.:
 The populations at the five sites had all been named as different subspecies based on morphological differences (Fig. ), but the genetic data (coupled with the morphological data) are to us sufficient to argue that these taxa could be called species, which would recognize five locally distributed species of conservation concern in the different Eastern Arc mountain ranges.

2. 2.5.:
 Our studies (Kahindo et al., unpublished data) in the Albertine Rift region have uncovered mtDNA sequence divergence (for the genes, NADH3 and ATPase 6) within Afro-montane Bradypterus varying from 1% for intraspecific comparisons to 13% between species.","Molecular data are shedding new light on our understanding of genetic diversity and biological diversity in general. We examine results of recent genetic studies on African birds that document endemic diversity in small, isolated montane forests of Africa. These studies show that levels of genetic differentiation in these isolated montane regions are substantial and indicate little or no gene flow with their closest populations. Although this pattern of locally distributed montane taxa is not something that has gone unnoticed by traditional taxonomists, we argue that many of the small, often outlying areas run the risk of being devalued in conservation planning because these areas generally have comparatively low levels of overall diversity and endemism (especially at the species level). We strongly suspect that other organisms will possess similar patterns of differentiation in Afro-montane regions of Africa and we argue that this information can be effectively brought to bear to highlight the conservation significance of these smaller areas."
