"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Foundations of Systematics and Biogeography","https://scispace.com/paper/foundations-of-systematics-and-biogeography-50fyja1qf2","2009","Journal Article","Systematic Biology","Norman I. Platnick","10.1093/sysbio/syp024","https://www.zotero.org/johankarlssonk9/items/KGVUEMVC/attachment/SU8Y486B/reader",""
"Dynamics of Pleistocene Population Extinctions in Beringian Brown Bears","https://scispace.com/paper/GA533M2Y","2002","Journal Article","Science","I. Barnes
P. Matheus
B. Shapiro
D. Jensen
A. Cooper","10.1126/science.1067814","https://www.zotero.org/johankarlssonk9/items/GA533M2Y/attachment/VTXJVM3J/reader","The climatic and environmental changes associated with the last glaciation (90,000 to 10,000 years before the present; 90 to 10 ka B.P.) are an important example of the effects of global climate change on biological diversity. These effects were particularly marked in Beringia (northeastern Siberia, northwestern North America, and the exposed Bering Strait) during the late Pleistocene. To investigate the evolutionary impact of these events, we studied genetic change in the brown bear,
              Ursus arctos
              , in eastern Beringia over the past 60,000 years using DNA preserved in permafrost remains. A marked degree of genetic structure is observed in populations throughout this period despite local extinctions, reinvasions, and potential interspecies competition with the short-faced bear,
              Arctodus simus
              . The major phylogeographic changes occurred 35 to 21 ka B.P., before the glacial maximum, and little change is observed after this time. Late Pleistocene histories of mammalian taxa may be more complex than those that might be inferred from the fossil record or contemporary DNA sequences alone."
"What is modern biogeography without phylogeography?","https://scispace.com/paper/what-is-modern-biogeography-without-phylogeography-y9luy9qmcl","01/2009","Journal Article","Journal of Biogeography","Brett R. Riddle","10.1111/j.1365-2699.2008.02073.x","https://www.zotero.org/johankarlssonk9/items/JXJRPDKN/attachment/WD6SGW96/reader","Somewhere around 26 years ago, I was beginning my doctoral research on the systematics and biogeography of grasshopper mice (genus Onychomys). I had fully intended to rely heavily on estimates of geographical variation derived from allozyme (protein) electrophoresis, which had become a method of choice among mammalogists during the 1970s for estimating genetic variation within and among closely related species. But before I began data collection in earnest, I stumbled upon a paper (Avise et al., 1979) that used mitochondrial DNA (mtDNA) restriction fragment analyses to address geographical variation across the range of a species of pocket gopher (Geomys pinetis) in the south-eastern United States. I recall my epiphany upon seeing the level of resolution this method offered in not only defining and delineating geographically discrete western vs. eastern sets of populations, but also in how nicely the demarcation between groups seemed to be aligned with a plausible historical isolating event. I went on to read another mtDNA paper (Lansman et al., 1983) that revealed surprising levels of geographical structure in the widespread North American rodent Peromyscus maniculatus – a species within a genus closely related to my own Onychomys. At that point there was no question that this new mtDNA-based assay of geographical variation was going to be my method of choice, and a very good one it turned out to be (see e.g. Riddle & Honeycutt, 1990). While John Avise, along with his students and colleagues, continued throughout the 1980s to develop the theory behind and empirical utility of mtDNA-based assays of geographical structure in vertebrate species (Brown et al., 1979; Brown, 1983; Wilson et al., 1985) and chloroplast DNA (cpDNA) in plants (Palmer, 1985), ‘phylogeography’ was not described and defined formally until 1987 (Avise et al., 1987). In over two decades since that seminal paper, phylogeography has blossomed – a November 2008 topic search of the ISI Web of Science using ‘phylogeograph*’ revealed 5076 studies to date. Now phylogeography is not only a fundamental component of a core modern biogeography (Lomolino et al., 2006), being employed across vertebrate, invertebrate, aquatic and terrestrial systems (as demonstrated in an exemplar set of papers bundled into a phylogeography section in this issue) – but perhaps just as importantly, is also an ever-expanding bridge between biogeography and related disciplines (Riddle et al., 2008). John Avise could be described as the ‘father of phylogeography’, and as such, he is the latest deserving recipient of the International Biogeography Society’s Alfred Russel Wallace Award for lifetime contributions to biogeography. In recognition of the sponsorship of this award by Journal of Biogeography, and as a lead-in to his scheduled keynote address at the January 2009 International Biogeography Society (IBS) conference in Mérida, Mexico, he has generously provided in this issue (Avise, 2009) a retrospective and prospective vision for phylogeography. As Avise observes herein, phylogeography has traditionally emphasized, for good theoretical and empirical reasons, geographical variation in organellar genomes – mtDNA in animals and cpDNA in plants. It is generally acknowledged that mtDNAor cpDNA-based studies have led to a revolution in our insights into the evolutionary and geographical responses of species and populations to (generally Quaternary and climatic) dynamics in Earth history (Zink & Barrowclough, 2008). However, legitimate concern has emerged over the extent to which organellar gene trees approximate the underlying organism or species tree (Edwards & Beerli, 2000), resulting in rapidly growing trends to develop, first, informative nuclear DNA loci (helped immensely by tapping into the databases being made available from whole genome-sequencing projects; Townsend et al., 2008); and, second, multi-locus and multi-taxon analytical and computational approaches that can efficiently accommodate enormous and complex data sets (Hickerson et al., 2007). In a practical context, a key question for phylogeographers faced with limited resources will be how to optimize their sampling of individuals, localities and genes so as to recover the best obtainable signature of organism and biotic responses to events in Earth history; some answers should come from the continued development of multilocus and multi-taxon coalescent theory and modelling, combined with a growing body of empirical studies. Phylogeography has facilitated a revolution in the biodiversity sciences through its role in establishing the ‘microevolutionary– macroevolutionary’ nexus that Avise (2009) outlines in his Figure 2. I see a missing box, however, that should be nested within the Biogeography box in this figure in order to complete a more broadly satisfying depiction of the role of phylogeography within a modern biogeography. While I agree with the importance of the Phylogeography and Ecogeography boxes, I suspect that many of today’s biogeographers will wonder why there is not another box that draws from and informs the macroevolutionary disciplines, but additionally emphasizes historical patterns and processes above the levels of ‘conspecific organisms and closely related species’. I would redraw this figure to include a higher-taxon Historical biogeography box that incorporates concepts (and approaches based on them) such as areas of endemism, ancestral areas and the geography of speciation, and I would align these three boxes to form a triad, with doubleheaded arrows between all three. Further, I would expand the scope of the Ecogeography box beyond that reviewed by Gaston et al. (2008) to recognize the expanding role of biogeography in understanding, for example, community assembly and structure (Emerson & Gillespie, 2008). In my view, the critical role played by phylogeography would become even more relevant within this more inclusive vision of the purview of modern biogeography. Finally, phylogeography promises to continue to play an important role in the expansion and integration of biogeography Journal of Biogeography (J. Biogeogr.) (2009) 36, 1–2"
"Systematics and Biogeography: Cladistics and Vicariance","https://scispace.com/paper/systematics-and-biogeography-cladistics-and-vicariance-36qg9lqgsp","2010","Journal Article","Systematic Biology","Malte C. Ebach
David M. Williams","10.1093/sysbio/syq050","https://www.zotero.org/johankarlssonk9/items/4B3MNC48/attachment/XSXVIT5K/reader",""
"Problems detecting density-dependent diversification on phylogenies: reply to Bokma","https://scispace.com/paper/problems-detecting-density-dependent-diversification-on-2i44y9emub","2009","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Daniel L Rabosky
Irby J Lovette","10.1098/rspb.2008.1584","https://www.zotero.org/johankarlssonk9/items/P226I7TR/attachment/TEYE8ZFI/reader","Time-calibrated molecular phylogenies of extant taxa can provide a useful window into the tempo and mode of species diversification. One of the most interesting results to emerge from this research is the widely observed tendency for the rates of species diversification to decline through time"
"Evolutionary Bangs and Whimpers: Methodological Advances and Conceptual Frameworks for Studying Exceptional Diversification","https://scispace.com/paper/evolutionary-bangs-and-whimpers-methodological-advances-and-4a5bfgw743","2010","Journal Article","Systematic Biology","Daniel L. Rabosky
Michael E. Alfaro","10.1093/sysbio/syq061","https://www.jstor.org/stable/27896383","1Department of Integrative Biology and Museum of Vertebrate Zoology, University of California, Berkeley CA 94720 USA; and 2Department of Ecology and Evolutionary Biology, University of California at Los Angeles, 651 Charles Young Dr. South, Los Angeles, CA 90095, USA; *Correspondence to be sent to: Department of Integrative Biology, University of California, Berkeley CA 94720, USA; Email: drabosky@berkeley.edu."
"Molecular Biogeography: Towards an Integrated Framework for Conserving Pan-African Biodiversity","https://scispace.com/paper/molecular-biogeography-towards-an-integrated-framework-for-20axvylfpg","2007","Journal Article","PLOS ONE","Yoshan Moodley
Michael W. Bruford
Björn Brembs","10.1371/journal.pone.0000454","https://www.zotero.org/johankarlssonk9/items/X5B6ISQP/attachment/SSFZKJE8/reader","Background.
Biogeographic models partition ecologically similar species assemblages into discrete ecoregions. However, the history, relationship and interactions between these regions and their assemblages have rarely been explored.
Methodology/Principal Findings.
Here we develop a taxon-based approach that explicitly utilises molecular information to compare ecoregion history and status, which we exemplify using a continentally distributed mammalian species: the African bushbuck (Tragelaphus scriptus). We reveal unprecedented levels of genetic diversity and structure in this species and show that ecoregion biogeographic history better explains the distribution of molecular variation than phenotypic similarity or geography. We extend these data to explore ecoregion connectivity, identify core habitats and infer ecological affinities from them.
Conclusions/Significance.
This analysis defines 28 key biogeographic regions for sub-Saharan Africa, and provides a valuable framework for the incorporation of genetic and biogeographic information into a more widely applicable model for the conservation of continental biodiversity."
"Problems detecting density-dependent diversification on phylogenies","https://scispace.com/paper/problems-detecting-density-dependent-diversification-on-1vr76qddsb","2009","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Folmer Bokma","10.1098/rspb.2008.1249","https://www.zotero.org/johankarlssonk9/items/6KVQU8LX/attachment/BIXCIXRZ/reader","While various sources of evidence suggest that speciation and perhaps also extinction rates decline as a clade diversifies (summarized in [McPeek 2008][1]; [Rabosky & Lovette 2008 a ][2]), estimates of these rates from molecular phylogenies were for a long time limited to constant-rates processes (["
"Darwin and biogeography","https://scispace.com/paper/darwin-and-biogeography-45vtggrpkb","06/2009","Journal Article","Journal of Biogeography","Robert J. Whittaker","10.1111/j.1365-2699.2009.02159.x","https://www.zotero.org/johankarlssonk9/items/Q7EAEQNE/attachment/NJP3T2DJ/reader","Biographers of the great and the good generally focus their attention on the events that shaped the life of the person they are writing about, interpreting the actions of their subjects in the light of the formative events and influences upon them. So, too, in science, historians and philosophers of science recognize that science is socially constructed and progresses (if we are allowed to assume that) through turns and counterturns, through research programmes and paradigms that struggle with one another for ascendancy. To make proper sense of the contemporary knowledge-base and theoretical structure of any scientific discipline it is therefore important that students (of all career stages) spend a little time delving back into the past, examining the pathways their subjects have followed. In biogeography, such an effort can be rewarding – there are many colourful characters in the development of the subject over the last 100 years or so – but can also at times be bewildering and confusing. As the former editor of this journal, Philip Stott, observed to me on more than one occasion, biogeography has always been a strongly contested discipline. The three essays that follow this editorial provide rich illustration of this fact but are also, I believe, richly illuminating. As Briggs (2009) observes, many consider Charles Darwin s Origin of Species the most important scientific book ever written, with impacts extending far beyond the bounds of the natural sciences. Unsurprisingly, the 150th anniversary of its publication has generated renewed interest and attention on Darwin s ideas as set out in the Origin, in the form of scientific papers and meetings and (in the UK at least) numerous documentaries and articles in the popular media. Towards the end of 2008, in advance of the anniversary, I felt that it would be rewarding to commission for this journal a set of essays focused on the legacy of the Origin for biogeography. Each of the contributions has been written independently of the other so as to provide a set of contrasting personal perspectives and arguments, rather than an exchange in which each author responds directly to the others. However, readers may find that tackling them in the sequence that follows does present an orderly exchange of contrasting viewpoints with an integrative summation in the final article. The first of these Guest Editorials, by Jack Briggs (2009), provides a beautifully written account of the development of Darwin s thinking leading up to the Origin, focused on the crucial significance of the study of distribution, and illustrating along the way that experimentation in evolutionary ecology did not begin some time in the latter half of the twentieth century, as one might mistakenly suppose from some recent literature, but was already underway in the 19th century. In his essay Briggs focuses especially on the significance to Darwinian biogeography of centres of origin and dispersal, a theme on which Briggs has made a distinguished contribution over his lengthy career in biogeography. In counterpoint to this dispersalist emphasis, Briggs describes the rise of vicarianism as in essence a failed rebellion that has lost momentum as ...an overwhelming number of studies... several of which he cites in his essay ...reiterated the importance of centres of origin and long-distance dispersal . In the second article of the set, Michael Heads (2009) in his lucid Guest Editorial, argues from the binary opposite perspective (sensu Crisci & Katinas, 2009), claiming that the concept of centres of origin has been inextricably intertwined with teleological views of evolution and biogeography. He argues that Charles Darwin himself moved away from this worldview as he revised the Origin in later editions but that his change of view has been suppressed in modern biology by the dominance of the ( teleological ) modern synthesis. Heads has a point when he argues that the language of biology often takes a teleological form and that teleology is not valid in science, but the challenge for the reader remains as to whether the association Heads draws between teleology and centres of origin – under the ruling framework of the modern evolutionary synthesis – is a convincing theory of the development of biogeographical thinking. While it is not the only point of disagreement between the views of Briggs and Heads, it is striking how both seize upon new discoveries in molecular biology as providing crucial evidence to swing the case in favour, on the one hand, of the significance of centres of origin and dispersal and, on the other hand, of vicariance. It is difficult for those of us who are not molecular biologists to pass judgement on the validity of molecular clocks and phylogenies but as Heads (2009) argues, they are best calibrated ...with reference to the distribution of molecular clades and associated tectonics . Here it is instructive to return to one of Darwin s key starting points, the lessons to be learnt from the study of oceanic island biotas, in which we now have enough (geologically) well-constrained molecular phylogenies to be confident that the progression rule is indeed a common pattern in the evolutionary biogeography of remote oceanic island archipelagos. This pattern, in which basal members occur on older islands, and the predominant pattern of colonization is from older to younger islands, is shown in many archipelagic radiations of neo-endemic species in settings where the majority of the islands concerned have never been connected together by land connections (Wagner & Funk, 1995; Whittaker & Fernández-Palacios, 2007; Whittaker et al., 2008; Givnish et al., 2009). While it is abundantly clear that vicariance events occur repeatedly in the natural world and are profoundly important in biogeography, it is a challenge to square such evidence as this with an exclusively vicariance-centric worldview. The challenge of how to accommodate the differing perspectives essayed by Briggs (2009) and Heads (2009) is addressed in the third Guest Editorial, by Jorge Crisci and Liliana Katinas (Crisci & Katinas, 2009). Their analysis uses the framework of binary opposites to describe three interrelated sets of explanatory hypotheses for the distribution of organisms, focused on (1) Journal of Biogeography (J. Biogeogr.) (2009) 36, 1009–1010"
"Pleistocene phylogeographic effects on avian populations and the speciation process","https://scispace.com/paper/pleistocene-phylogeographic-effects-on-avian-populations-and-3m2vwrcmo2","1998","Journal Article","Proceedings of The Royal Society B: Biological Sciences","John C Avise
De Ette Walker","10.1098/rspb.1998.0317","https://www.zotero.org/johankarlssonk9/items/CDEVQGMI/attachment/JPVCKLWB/reader","Pleistocene biogeographic events have traditionally been ascribed a major role in promoting speciations and in sculpting the present-day diversity and distributions of vertebrate taxa. However, this paradigm has recently come under challenge from a review of interspecific mtDNA genetic distances in birds: most sister-species separations dated to the Pliocene. Here we summarize the literature on intraspecific mtDNA phylogeographic patterns in birds and reinterpret the molecular evidence bearing on Pleistocene influences. At least 37 of the 63 avian species surveyed (59%) are sundered into recognizable phylogeographic units, and 28 of these separations (76%) trace to the Pleistocene. Furthermore, use of phylogroup separation times within species as minimum estimates of 'speciation durations' also indicates that many protracted speciations, considered individually, probably extended through time from Pliocene origins to Pleistocene completions. When avian speciation is viewed properly as an extended temporal process rather than as a point event, Pleistocene conditions appear to have played an active role both in initiating major phylogeographic separations within species, and in completing speciations that had been inaugurated earlier. Whether the Pleistocene was exceptional in these regards compared with other geological times remains to be determined."
"Darwin’s biogeography","https://scispace.com/paper/Z435CVEC","06/2009","Journal Article","Journal of Biogeography","John C. Briggs","10.1111/j.1365-2699.2008.02076.x","https://www.zotero.org/johankarlssonk9/items/Z435CVEC/attachment/CJ9V4ADP/reader","The year 2009 marks the 150th anniversary of the publication of Charles Darwin’s Origin of Species. This book was so inﬂuential that it is often considered to be the most important scientiﬁc work ever written. Many volumes have been published about the Origin and its lasting effects on religion and society, but few have examined its inﬂuence on biogeography. However, it was Darwin’s initial interest in comparing the natural history of different regions during the voyage of the Beagle that led him to propose natural selection as an evolutionary force. He had visited the Cape Verde Islands and saw the similarity of their biota to that of Africa, and then noted the South American relationships of the Galapagos fauna and ﬂora. But the island plants and animals were different from their mainland relatives, and, in the Galapagos, each island appeared to have its own endemic forms. It was these biogeographical observations that were critical to Darwin’s formulation of a theory to account for them. His subsequent conclusions on the evolutionary importance of centres of origin and dispersal were generally well accepted for the next 100 years, until the advent of vicarianism, which began in the early 1970s. That vicarianist movement received an impetus from two sources: (1) the works of Leon Croizat, who did not believe that living organisms could disperse overseas by themselves; and (2) the development of plate tectonics and its causation of continental drift. Vicarianists believed that primitive species were originally widespread over the Earth’s surface but were rafted to different parts of the world by continental fractionation and movement. However, continental drift in the Mesozoic could not have involved contemporary species or genera as many vicarianists claimed. The development of phylogeography, beginning in the 1980s, and improved knowledge of the fossil record soon demonstrated that multitudes of living species, and even many genera and families, underwent long-distance dispersal during the Cenozoic. This resulted in a decline of vicarianism and a vindication of Darwin’s conclusions on centres of origin and dispersal."
"Genetic consequences of Pleistocene range shifts: contrast between the Arctic, the Alps and the East African mountains","https://scispace.com/paper/S3LHGBTU","06/2007","Journal Article","Molecular Ecology","Dorothee Ehrich
Myriam Gaudeul
Adane Assefa
Marcus A. Koch
Klaus Mummenhoff
Sileshi Nemomissa
Intrabiodiv Consortium
Christian Brochmann","10.1111/j.1365-294X.2007.03299.x","https://www.zotero.org/johankarlssonk9/items/S3LHGBTU/attachment/NVF4GJW6/reader","In wide-ranging species, the genetic consequences of range shifts in response to climate change during the Pleistocene can be predicted to differ among different parts of the distribution area. We used amplified fragment length polymorphism data to compare the genetic structure of Arabis alpina, a widespread arctic-alpine and afro-alpine plant, in three distinct parts of its range: the North Atlantic region, which was recolonized after the last ice age, the European Alps, where range shifts were probably primarily altitudinal, and the high mountains of East Africa, where the contemporary mountain top populations result from range contraction. Genetic structure was inferred using clustering analyses and estimates of genetic diversity within and between populations. There was virtually no diversity in the vast North Atlantic region, which was probably recolonized from a single refugial population, possibly located between the Alps and the northern ice sheets. In the European mountains, genetic diversity was high and distinct genetic groups had a patchy and sometimes disjunct distribution. In the African mountains, genetic diversity was high, clearly structured and partially in accordance with a previous chloroplast phylogeography. The fragmented structure in the European and African mountains indicated that A. alpina disperses little among established populations. Occasional long-distance dispersal events were, however, suggested in all regions. The lack of genetic diversity in the north may be explained by leading-edge colonization by this pioneer plant in glacier forelands, closely following the retracting glaciers. Overall, the genetic structure observed corresponded to the expectations based on the environmental history of the different regions."
