"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"A new species of giant sengi or elephant-shrew (genus Rhynchocyon) highlights the exceptional biodiversity of the Udzungwa Mountains of Tanzania","https://scispace.com/paper/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-w6gkp8qr","2008","","Journal of Zoology","F. Rovero
G. B. Rathbun
A. Perkin
T. Jones
D. O. Ribble
C. Leonard
R. R. Mwakisoma
N. Doggart","10.1111/j.1469-7998.2007.00363.x","https://scispace.com/records/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-w6gkp8qr","1. Introduction:
 Portions of the Eastern Arc Mountains are believed to have supported moist forest for c. 30 million years . The age, stability, isolation and fragmented nature of these forests have combined to produce high levels of biological diversity and endemism .

2. Abstract:
 This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains.","A new species of sengi, or elephant-shrew, is described. It was discovered in the northern Udzungwa Mountains of Tanzania in 2005. Sengis (Order Macroscelidea, super-cohort Afrotheria) include four genera and 15 species of mammals that are endemic to Africa. This discovery is a significant contribution to the systematics of this small order. Based on 49 camera trap images, 40 sightings and five voucher specimens, the new sengi is diurnal and distinguished from the other three species of Rhynchocyon by a grizzled grey face, pale yellow to cream chest and chin, orange-rufous sides, maroon back and jet-black lower rump and thighs. The body weight of the new species is about 700 g, which is 25–50% greater than any other giant sengi. The new Rhynchocyon is only known from two populations that cover about 300 km² of montane forest. It has an estimated density of 50–80 individuals km⁻². This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains."
"Targeted vertebrate surveys enhance the faunal importance and improve explanatory models within the Eastern Arc Mountains of Kenya and Tanzania","https://scispace.com/paper/rovero-et-al-2014-targeted-vertebrate-surveys-enhance-the-6ljq4tts","2014","","Diversity and Distributions","Francesco Rovero
Michele Menegon
Jon Fjeldså
Leah Collett
Nike Doggart
Charles Leonard
Guy Norton
Nisha Owen
Andrew Perkin
Daniel Spitale
Antje Ahrends
Neil D. Burgess","10.1111/ddi.12246","https://scispace.com/records/rovero-et-al-2014-targeted-vertebrate-surveys-enhance-the-6ljq4tts","1. INTRODUCTION:
 The Eastern Arc Mountains (EAM) of Kenya and Tanzania are an emblematic region for conservation. The area has been long recognized for its outstanding biological importance, especially for forest vertebrates .","Aim Detailed knowledge of species distributions, endemism patterns and threats is critical to site prioritization and conservation planning. However, data from biodiversity inventories are still limited, especially for tropical forests, and even well recognized hotspots remain understudied. We provide an exam- ple of how updated knowledge on species occurrence from strategically directed biodiversity surveys can change knowledge on perceived biodiversity impor- tance, and facilitate understanding diversity patterns and the delivery of conser- vation recommendations. Location Eastern Arc Mountains (EAM), Kenya and Tanzania. Methods We surveyed amphibians, reptiles, birds and mammals during 2005- 2009, targeting mountain blocks that had been poorly surveyed or unsurveyed by the early Noughties. We combined new and old data to produce a database of species presence by mountain block spanning four decades of research. Spe- cies richness is regressed against survey effort, funding, ecological and human disturbance factors to analyse the best predictors of vertebrate richness across mountain blocks. Similarity among species assemblages among blocks is analysed using dissimilarity analysis. Results New surveys raised the number of endemic and regional endemic ver- tebrates by 24% (from 170 to 211 species), including 27 new species of which 23 are amphibians and reptiles. Vertebrate richness is best explained by forest area, but rainfall is also important, especially for amphibians and reptiles. For- est elevational range is important for mammals and for block-endemic birds. Funding explains 19% of the variation in total species richness, while survey effort generally explains < 10% of variance. Cluster analysis shows that species assemblages are partitioned by geographical proximity among mountain blocks. Main conclusions The biological value of the EAM has been underestimated, and strategic surveys are important even in well-recognized hotspots. The exceptional and global importance of these mountains for endemic vertebrates is highlighted, supporting the development of a network of Nature Reserves and the proposed inclusion within UNESCO's natural World Heritage Sites."
"Coalescent models reveal the relative roles of ancestral polymorphism, vicariance, and dispersal in shaping phylogeographical structure of an African montane forest robin","https://scispace.com/paper/bowie-et-al-2006-coalescent-models-reveal-the-relative-roles-8zd5yn7t","2005","","Molecular Phylogenetics and Evolution","Rauri C.K. Bowie
Jon Fjeldså
Shannon J. Hackett
John M. Bates
Timothy M. Crowe","10.1016/j.ympev.2005.06.001","https://scispace.com/records/bowie-et-al-2006-coalescent-models-reveal-the-relative-roles-8zd5yn7t","1. Introduction:
 The a priori expectation of strong phylogeographical structure among African montane forest birds has been documented in studies of greenbuls  and sunbirds , although vicariance events were estimated to well predate the Pleistocene.

2. Introduction:
 Coupled to this, African montane forest birds are typically either: (1) sedentary, rarely dispersing more than a few kilometres from their natal sites; or (2) exhibit altitudinal movements in the cold non-breeding season, returning to montane forest to breed  and are thus likely to show strong phylogeographical structure.

3. Eastern Arc, UWpa and Malawi rifts:
 This is unexpected, but it is possible that dispersal between these areas could take place via coastal forests in Tanzania and Mozambique as the species has been observed as a seasonal (migrant) visitor in these forests (e.g., Pugu Hills, Table , Fig. ; .","Although many studies have documented the effect of glaciation on the evolutionary history of Northern Hemisphere flora and fauna, this study is the first to investigate how the indirect aridification of Africa caused by global cooling in response to glacial cycles at higher latitudes has influenced the evolutionary history of an African montane bird. Mitochondrial DNA sequences from the NADH 3 gene were collected from 283 individual Starred Robins (Pogonocichla stellata, Muscicapoidea). At least two major vicariant events, one that separated the Albertine Rift from all but the Kenyan Highlands around 1.3-1.2 Myrs BP, and another that separated the Kenyan Highlands from the northern Eastern Arc, and the northern Eastern Arc from the south-central Eastern Arc between 0.9 and 0.8 Myrs BP appear to underlie much of the observed genetic diversity and structure within Starred Robin popula-tions. These dates of divergence suggest a lack of recurrent gene flow; although the Albertine Rift and south-central Eastern Arc share haplotypes, based on coalescent analyses this can confidently be accounted for by ancestral polymorphism as opposed to recur-rent gene flow. Taken collectively, strong evidence exists for recognition of four major ancestral populations: (1) Kenyan Highlands (subspecies keniensis), (2) Albertine Rift (ruwenzori), (3) northern Eastern Arc (helleri), and (4) south-central Eastern Arc, Ufipa and the Malawi Rift (orientalis). The estimated divergence times cluster remarkably around one of the three estimated peaks of aridifica-tion in Africa during the Plio-Pleistocene centred on 1 Myrs BP. Further, time to most recent common ancestor (TMRCA) estimates (1.7-1.6 Myrs BP) of gene divergence between the Albertine Rift and the other montane highlands corresponds closely with a second estimated peak of aridification at about 1.7 Myrs BP. Collectively, these results suggest that aridification of Africa in response to gla-ciation at higher latitudes during the Pleistocene has had a profound influence on montane speciation in east and central Africa. ©2005 Elsevier Inc. All rights reserved."
"Coalescent models reveal the relative roles of ancestral polymorphism, vicariance, and dispersal in shaping phylogeographical structure of an African montane forest robin","https://scispace.com/paper/bowie-et-al-2006-coalescent-models-reveal-the-relative-roles-1sy23px3","2005","","Molecular Phylogenetics and Evolution","Rauri C.K. Bowie
Jon Fjeldså
Shannon J. Hackett
John M. Bates
Timothy M. Crowe","10.1016/j.ympev.2005.06.001","https://scispace.com/records/bowie-et-al-2006-coalescent-models-reveal-the-relative-roles-1sy23px3","1. Introduction:
 The a priori expectation of strong phylogeographical structure among African montane forest birds has been documented in studies of greenbuls  and sunbirds , although vicariance events were estimated to well predate the Pleistocene.

2. Introduction:
 Coupled to this, African montane forest birds are typically either: (1) sedentary, rarely dispersing more than a few kilometres from their natal sites; or (2) exhibit altitudinal movements in the cold non-breeding season, returning to montane forest to breed  and are thus likely to show strong phylogeographical structure.

3. Abstract:
 Collectively, these results suggest that aridiWcation of Africa in response to glaciation at higher latitudes during the Pleistocene has had a profound inXuence on montane speciation in east and central Africa.","Although many studies have documented the effect of glaciation on the evolutionary history of Northern Hemisphere flora and fauna, this study is the first to investigate how the indirect aridification of Africa caused by global cooling in response to glacial cycles at higher latitudes has influenced the evolutionary history of an African montane bird. Mitochondrial DNA sequences from the NADH 3 gene were collected from 283 individual Starred Robins (Pogonocichla stellata, Muscicapoidea). At least two major vicariant events, one that separated the Albertine Rift from all but the Kenyan Highlands around 1.3-1.2 Myrs BP, and another that separated the Kenyan Highlands from the northern Eastern Arc, and the northern Eastern Arc from the south-central Eastern Arc between 0.9 and 0.8 Myrs BP appear to underlie much of the observed genetic diversity and structure within Starred Robin populations. These dates of divergence suggest a lack of recurrent gene flow; although the Albertine Rift and south-central Eastern Arc share haplotypes, based on coalescent analyses this can confidently be accounted for by ancestral polymorphism as opposed to recurrent gene flow. Taken collectively, strong evidence exists for recognition of four major ancestral populations: (1) Kenyan Highlands (subspecies keniensis), (2) Albertine Rift (ruwenzori), (3) northern Eastern Arc (helleri), and (4) south-central Eastern Arc, Ufipa and the Malawi Rift (orientalis). The estimated divergence times cluster remarkably around one of the three estimated peaks of aridification in Africa during the Plio-Pleistocene centred on 1 Myrs BP. Further, time to most recent common ancestor (TMRCA) estimates (1.7-1.6 Myrs BP) of gene divergence between the Albertine Rift and the other montane highlands corresponds closely with a second estimated peak of aridification at about 1.7 Myrs BP. Collectively, these results suggest that aridification of Africa in response to glaciation at higher latitudes during the Pleistocene has had a profound influence on montane speciation in east and central Africa. © 2005 Elsevier Inc. All rights reserved."
"EASTERN AFRICA COASTAL FOREST PROGRAMME REGIONAL WORKSHOP REPORT NAIROBI FEBRUARY 4-7 2002","https://scispace.com/paper/younge-eastern-african-coastal-forests-pdf-wd0u00cq","2002","","","Amanda Younge
Gezahegn Negussie
Neil Burgess","","https://scispace.com/records/younge-eastern-african-coastal-forests-pdf-wd0u00cq","1. EXECUTIVE SUMMARY:
 The eastern African coastal forest ecoregion is recognised as one of Africa's centres of species endemism, and is distributed over six countries (Somalia, Kenya, Tanzania, Mozambique, Zimbabwe and Malawi). Most is found in Kenya, Tanzania and Mozambique, which form our focal region.

2. MAPPING Background:
 The coastal forests of eastern Africa are recognised as an area of global importance for their concentration of narrowly endemic plants and animals .

3. BACKGROUND:
 The World Wide Fund for Nature (WWF) has singled out the Eastern African Coastal forest for conservation because of its richness in biodiversity, because it is one of Africa's centres of endemism, and due to the intense threats to the survival of forest habitats in the area.","The eastern African coastal forest ecoregion is recognised as one of Africa's centres of species endemism, and is distributed over six countries (Somalia, Kenya, Tanzania, Mozambique, Zimbabwe and Malawi). Most is found in Kenya, Tanzania and Mozambique, which form our focal region. The coastal forests are fragmented, small and surrounded by poor communities that have a high demand for land and forest resources. Although coastal forests have significant cultural and traditional values for local communities, they do not receive adequate support from the relevant government authorities and international conservation institutions. WWF has over 10 years research and conservation experience on the eastern Africa coastal forests in Kenya, Tanzania and Mozambique and would like to build on its past successes by supporting the Eastern Africa Coastal Programme development processes. The major challenges to conserving these forests through the EACFP are dealing with three different countries with different policies, attracting and maintaining government and donor interests, identifying major stakeholders and their role in the programme and integrating and sustaining existing coastal forest initiatives in the region. In order to address the threats facing this region effectively, conservation of the Eastern African Coastal Forests needs to happen within a coherent framework, developed with partners and stakeholders. To initiate the regional partnership-based programme, WWF Eastern African Regional Programme Office (WWF-EARPO) held a workshop with stakeholders from Kenya, Mozambique and Tanzania in February 2002. Thirty-one people attended the workshop from Tanzania, Mozambique and Kenya., and were drawn from government, NGOs and universities. The programme aimed to update existing maps on the region, undertake a threats and root causes analysis, develop a vision statement and a set of regional and country conservation targets and actions plans, and to set out the next steps for putting the plan into action. After receiving reports on the status of coastal forest conservation in each country, a mapping exercise was undertaken to update and correct existing maps of the eastern African coastal forests. In order to guide the development of the strategy, the workshop developed a draft Biodiversity Vision for the EACF as follows: “Coastal Forests of eastern and south-eastern Africa are conserved, managed and sustainably utilized for the benefit of present and future generations.” Working in country groups, participants updated maps of distribution and extent of forests using GIS and identified new forest areas and biodiversity hotspots along the eastern and south eastern African coast, especially in Mozambique. After discussions, they also agreed on the terms and definitions used in relation to coastal forests."
"New Dabaga/Ulangambi Forest Reserve Zoological Report","https://scispace.com/paper/2001frontiernewdabagreportzoological-xkavp27p","2001","","Udzungwa Mountains Biodiversity Survey","K Doody
K M Howell
E Fanning","","https://scispace.com/records/2001frontiernewdabagreportzoological-xkavp27p","1. Results:
 During fieldwork in 1999/2000, a total of 86 species have been recorded, including 34 forest dependent species and 12 endemic to the Eastern Arc, Tanzanian coastal forests and Malawi (Appendix 7.7A and Table .7B).

2. Introduction:
 Most sampling has been concentrated in the Usambara and Uluguru Mountains, and only recently has significant material been collected from other Eastern Arc mountains including the Udzungwa Mountains .","Three reports present management recommendations and the results of forest use, botanical and zoological surveys of New Dabaga/Ulangambi Forest Reserve (NDUFR) in Iringa region, south-central Tanzania. Fieldwork was carried out by Frontier Tanzania as part of its “Udzungwa Mountains Biodiversity Survey.” The findings are intended for use by Danida's MEMA project “Udzungwa Mountains Forest Management and Conservation"" in the preparation of Joint Forest Management Plans. New Dabaga/Ulangambi Forest Reserve is a montane forest fragment of 37km², at altitudes of 1740-2100m. It is set in a human dominated landscape with six villages nearby. Farmland, grassland and plantation forests occur right up to the Forest Reserve boundary. Fieldwork was divided into forest use and botanical surveys from July to September 1999 and zoological surveys from October to November 2000. The following summary provides information on all of these surveys and suggested input to Joint Forest Management plans. Detailed findings of the surveys are presented in separate reports (Frontier Tanzania, 2001a,c&e)."
"Correlations among species distributions, human density and human infrastructure across the high biodiversity tropical mountains of Africa","https://scispace.com/paper/burgess-et-al-2007-correlations-among-species-distributions-6rrl9m9y","2007","","BIOLOGICAL CONSERVATION","Neil D. Burgess
Andrew Balmford
Norbert J. Cordeiro
Jon Fjeldså
Wolfgang Küper
Carsten Rahbek
Eric W. Sanderson
Jörn P.W. Scharlemann
J. Henning Sommer
Paul H. Williams","10.1016/j.biocon.2006.08.024","https://scispace.com/records/burgess-et-al-2007-correlations-among-species-distributions-6rrl9m9y","1. Introduction:
 These are the Eastern Arc Mountain range of eastern Africa (mainly Tanzania) , the Albertine Rift of central Africa , and the Cameroon-Nigeria mountains which form part of the Biafran Forests and Highlands . The paper has three principal aims.","This paper explores whether spatial variation in the biodiversity values of vertebrates and plants (species richness, range-size rarity and number or proportion of IUCN Red Listed threatened species) of three African tropical mountain ranges (Eastern Arc, Albertine Rift and Cameroon-Nigeria mountains within the Biafran Forests and Highlands) co-vary with proxy measures of threat (human population density and human infrastructure). We find that species richness, range-size rarity, and threatened species scores are all significantly higher in these three tropical African mountain ranges than across the rest of sub-Saharan Africa. When compared with the rest of sub-Saharan Africa, human population density is only significantly higher in the Albertine Rift mountains, whereas human infrastructure is only significantly higher in the Albertine Rift and the Cameroon-Nigeria mountains. Statistically there are strong positive correlations between human density and species richness, endemism and density or proportion of threatened species across the three tropical African mountain ranges, and all of sub-Saharan Africa. Kendall partial rank-order correlation shows that across the African tropical mountains human population density, but not human infrastructure, best correlates with biodiversity values. This is not the case across all of sub-Saharan Africa where human density and human infra-structure both correlate almost equally well with biodiversity values. The primary conser-vation challenge in the African tropical mountains is a fairly dense and poor rural population that is reliant on farming for their livelihood. Conservation strategies have"
"Genetic consequences of Pleistocene range shifts: contrast between the Arctic, the Alps and the East African mountains","https://scispace.com/paper/ehrich-et-al-2007-genetic-consequences-of-pleistocene-range-y392zrs5","2007","","Molecular Ecology","Dorothee Ehrich
Myriam Gaudeul
Adane Assefa
Marcus A. Koch
Klaus Mummenhoff
Sileshi Nemomissa
Intrabiodiv Consortium
Christian Brochmann","10.1111/j.1365-294X.2007.03299.x","https://scispace.com/records/ehrich-et-al-2007-genetic-consequences-of-pleistocene-range-y392zrs5","1. Discussion:
 In the African high mountains, the phylogeographical groups were highly differentiated and geographically localized.

2. The East African mountains:
 Overall, the AFLP data revealed much more differentiation among mountain massifs than the cpDNA data, which distinguished only two main phylogeographical lineages, of which one was subdivided. This may be explained by the relatively low mutation rate, and thus low resolution of the analysed cpDNA marker.

3. The East African mountains:
 The observed high levels of differentiation among local populations also within genetically defined regions were in agreement with the structure observed in the Alps and the Carpathians.","In wide-ranging species, the genetic consequences of range shifts in response to climate change during the Pleistocene can be predicted to differ among different parts of the distribution area. We used amplified fragment length polymorphism data to compare the genetic structure of Arabis alpina, a widespread arctic-alpine and afro-alpine plant, in three distinct parts of its range: the North Atlantic region, which was recolonized after the last ice age, the European Alps, where range shifts were probably primarily altitudinal, and the high mountains of East Africa, where the contemporary mountain top populations result from range contraction. Genetic structure was inferred using clustering analyses and estimates of genetic diversity within and between populations. There was virtually no diversity in the vast North Atlantic region, which was probably recolonized from a single refugial population, possibly located between the Alps and the northern ice sheets. In the European mountains, genetic diversity was high and distinct genetic groups had a patchy and sometimes disjunct distribution. In the African mountains, genetic diversity was high, clearly structured and partially in accordance with a previous chloroplast phylogeography. The fragmented structure in the European and African mountains indicated that A. alpina disperses little among established populations. Occasional long-distance dispersal events were, however, suggested in all regions. The lack of genetic diversity in the north may be explained by leading-edge colonization by this pioneer plant in glacier forelands, closely following the retracting glaciers. Overall, the genetic structure observed corresponded to the expectations based on the environmental history of the different regions."
"Ecological consequences of early Late Pleistocene megadroughts in tropical Africa","https://scispace.com/paper/cohen-et-al-2007-ecological-consequences-of-early-late-9iwnbanq","2007","","Proceedings of the National Academy of Sciences of the USA","Andrew S. Cohen
Jeffery R. Stone
Kristina R. M. Beuning
Lisa E. Park
Peter N. Reinthal
David Dettman
Christopher A. Scholz
Thomas C. Johnson
John W. King
Michael R. Talbot
Erik T. Brown
Sarah J. Ivory","10.1073/pnas.0703873104","https://scispace.com/records/cohen-et-al-2007-ecological-consequences-of-early-late-9iwnbanq","1. Discussion:
 This interregional variability will make it difficult to identify specific region(s) (e.g., centers of modern forests) as persistent Afrotropical refugia throughout the Middle/Late Pleistocene. More likely, refugia themselves migrated in parallel with the intense climate swings, consistent with genetic evidence for chimpanzees .","Extremely arid conditions in tropical Africa occurred in several discrete episodes between 135 and 90 ka, as demonstrated by lake core and seismic records from multiple basins [Scholz CA, Johnson TC, Cohen AS, King JW, Peck J, Overpeck JT, Talbot MR, Brown ET, Kalindekafe L, Amoako PYO, et al. (2007) Proc Natl Acad Sci USA 104:16416–16421]. This resulted in extraordinarily low lake levels, even in Africa’s deepest lakes. On the basis of well dated paleoecological records from Lake Malawi, which reflect both local and regional conditions, we show that this aridity had severe consequences for terrestrial and aquatic ecosystems. During the most arid phase, there was extremely low pollen production and limited charred-particle deposition, indicating insufficient vegetation to maintain substantial fires, and the Lake Malawi watershed experienced cool, semidesert conditions (<400 mm/yr precipitation). Fossil and sedimentological data show that Lake Malawi itself, currently 706 m deep, was reduced to an ≈125 m deep saline, alkaline, well mixed lake. This episode of aridity was far more extreme than any experienced in the Afrotropics during the Last Glacial Maximum (~35–15 ka). Aridity diminished after 95 ka, lake levels rose erratically, and salinity/alkalinity declined, reaching near-modern conditions after 60 ka. This record of lake levels and changing limnological conditions provides a framework for interpreting the evolution of the Lake Malawi fish and invertebrate species flocks. Moreover, this record, coupled with other regional records of early Late Pleistocene aridity, places new constraints on models of Afrotropical biogeographic refugia and early modern human population expansion into and out of tropical Africa."
"Primates on Mt. Kasigau, Kaya Rabai, and along the Tana River, Kenya: Preparing for Red List Assessments and Conservation Action","https://scispace.com/paper/butynski-and-box-primates-on-mt-kasigau-kaya-rabai-and-along-0spcxx9z","2004","","","Thomas M. Butynski
Yvonne A. de Jong","","https://scispace.com/records/butynski-and-box-primates-on-mt-kasigau-kaya-rabai-and-along-0spcxx9z","1. Introduction & Background:
 Indeed, the endemic and highly threatened primates have been highly instrumental in bringing the biological importance and plight of the Eastern Arc Mountains and the coastal forests of East Africa to the attention of the conservation community over the past 20 years.","The Kenya coast galago Galagoides cocos is a recently designated species, and one with a complicated history of binomial and trinomial name changes, and synonymy. This article provides a summary review of these name changes. The upgrading of Galagoides zanzibaricus cocos to a species is based primarily upon the great difference recently found between the species-specific loud call of lesser galagos at Diani, Kenya (that were assumed to be G. cocos but for which identity needed confirmation), and the loud call of the nominotypical Zanzibar galago G. zanzibaricus zanzibaricus. The loud call of C. cocos at the type locality, Mazeras, remained unknown. Diani and Mazeras are ca. 40 km apart. Here we confirm that the loud call of G. cocos at Mazeras is the same as that for the lesser galago at Diani. In short the lesser galagos at these two localities are conspecific. As such, the name 'cocos' is the correct name to apply to the Kenya coastal galago."
