"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"Cryptic diversity and species boundaries within the Paragalago zanzibaricus species complex","https://scispace.com/paper/pozzi-et-al-2020-cryptic-diversity-and-species-boundaries-4ase77fu","2020","","Molecular Phylogenetics and Evolution","Luca Pozzi
Anna Penna
Simon K. Bearder
Johan Karlsson
Andrew Perkin
Todd R. Disotell","10.1016/j.ympev.2020.106887","https://scispace.com/records/pozzi-et-al-2020-cryptic-diversity-and-species-boundaries-4ase77fu","1. Introduction:
 Molecular-based species delimitation approaches can generally be classified into single or multilocus, and discovery and validation-based techniques . Single locus techniques usually rely on mitochondrial DNA and include both DNA barcoding methods and coalescent-based methods.

2. Conclusions:
 More specifically, since different species delimitation methods have specific assumptions, it is essential to compare multiple approaches in validating independent lineages at the molecular level .","The recently described genus Paragalago is a complex of several nocturnal and morphologically cryptic species distributed in the forests of eastern Africa. Species diversity within this genus has been mainly described using species-specific differences in their loud calls. However, molecular data are still lacking for this group and species boundaries remain unclear. In this study, we explore species diversity within the zanzibaricus-complex using a combination of mitochondrial and nuclear data and comparing multiple species delimitation methods. Our results consistently support the existence of three independent lineages, P. cocos, P. zanzibaricus, and P. granti, confirming previous hypotheses based on vocal data. We conclude that these three lineages represent valid cryptic species and we hypothesize that speciation within this complex was characterized by cycles of forest expansion and contraction in the Plio-Pleistocene."
"Going nuclear: gene family evolution and vertebrate phylogeny reconciled","https://scispace.com/paper/cotton-and-page-2002-going-nuclear-gene-family-evolution-and-i2zi855k","2002","","Proc. R. Soc. Lond. B","James A. Cotton
Roderic D. M. Page","10.1098/rspb.2002.2074","https://scispace.com/records/cotton-and-page-2002-going-nuclear-gene-family-evolution-and-i2zi855k","1. INTRODUCTION:
 This is particularly worrying in the case of mitochondrial genome sequences, which are relatively large markers that have been thought of as ideal for phylogenetic work and are certainly very","Gene duplications have been common throughout vertebrate evolution, introducing paralogy and so com-plicating phylogenetic inference from nuclear genes. Reconciled trees are one method capable of dealing with paralogy, using the relationship between a gene phylogeny and the phylogeny of the organisms con-taining those genes to identify gene duplication events. This allows us to infer phylogenies from gene families containing both orthologous and paralogous copies. Vertebrate phylogeny is well understood from morphological and palaeontological data, but studies using mitochondrial sequence data have failed to reproduce this classical view. Reconciled tree analysis of a database of 118 vertebrate gene families sup-ports a largely classical vertebrate phylogeny."
"Apparent 'sympatric' speciation in ecologically similar herbivorous beetles facilitated by multiple colonizations of an island","https://scispace.com/paper/jordal-et-al-2006-apparent-sympatric-speciation-in-8pixj055","2006","","Molecular Ecology","Bjarte H. Jordal
Brent C. Emerson
Godfrey M. Hewitt","10.1111/j.1365-294X.2006.02993.x","https://scispace.com/records/jordal-et-al-2006-apparent-sympatric-speciation-in-8pixj055","1. Introduction:
 Analyses of multiple loci from both the nuclear and mitochondrial genomes are therefore required to confidently demarcate species boundaries and identify deeper phylogeographical break points.

2. DNA polymorphism:
 Sequence variation was lower within all morphologically defined taxa than across taxon boundaries, with the highest maximum divergence across all three taxa measured in COI (4.6%). The maximum sequence divergence for the combined mtDNA loci was 3.2%.","Coexistence of recently diverged and ecologically similar sister species in complete sympatry represents a particularly compelling case for sympatric speciation. This study investigates the possible sympatric origin of two coexisting bark beetle taxa that utilize the same host plant on the island of La Palma in the Canary Islands. Aphanarthrum subglabrum and Aphanarthrum glabrum ssp. nudum breed inside dead twigs of Euphorbia lamarckii plants and are closely related to the allopatric A. glabrum ssp. glabrum in Tenerife, El Hierro and La Gomera. We tested the various speciation hypotheses in a genealogical context, using mitochondrial gene fragments from Cytochrome Oxidase I and 16S, and nuclear gene fragments from Enolase, Elongation Factor 1a and Histone H3. Phylogenetic analyses of the combined nuclear DNA data strongly supported a sister relationship between two sympatric and reproductively isolated taxa in La Palma. However, network analyses of subdivided nonrecombinant segments of the Enolase locus indicated a closer relationship between the two allopatric A. glabrum subspecies, suggesting multiple colonizations of this island. A bimodal distribution of mtDNA haplotypes in La Palma further documented the inde-pendent colonization of this island, with asymmetric introgression of mtDNA between two lineages. Consequently, the sympatric origin of the La Palma species is concluded to have involved allopatric phases before the parallel colonization of this island and subsequent introgression at some loci. The clear genetic and morphological evidence for reproductive isolation between these species suggests that the sympatric completion of divergence was either due to initial genetic incompatibility, morphological character displacement in male genitalia, or a combination of these factors."
"Bayesian species delimitation in West African forest geckos (Hemidactylus fasciatus)","https://scispace.com/paper/leache-and-fujita-2010-bayesian-species-delimitation-in-west-bfjpjwnq","2010","","Proc. R. Soc. B","Adam D. Leaché
Matthew K. Fujita","10.1098/rspb.2010.0662","https://scispace.com/records/leache-and-fujita-2010-bayesian-species-delimitation-in-west-bfjpjwnq","1. (b) Molecular methods:
 We collected sequence data for six loci: one mitochondrial (12S) and five nuclear (BDNF, PNN, NGFB, FRIH, PRDX4). Three of the nuclear markers are protein-coding , while two are introns developed from a cDNA library (FRIH, PRDX4; .

2. (b) Molecular methods:
 This procedure eliminates the need to perform population structure inference, and is therefore composed of only steps 2 and 3 above. Bayesian species delimitation was conducted using Bayesian Phylogenetics and Phylogeography (BPP v.2.0; Yang & Rannala in press) with the full phased dataset for the five nuclear loci.

3. (b) Species tree inference:
 In general, gene genealogies estimated for the nuclear loci support a separation between populations from the Guinean and Congolian rainforests, and the mtDNA gene tree supports each population as distinct (methodological details and gene trees are provided in the electronic supplementary material).","Genealogical data are an important source of evidence for delimiting species, yet few statistical methods are available for calculating the probabilities associated with different species delimitations. Bayesian species delimitation uses reversible-jump Markov chain Monte Carlo (rjMCMC) in conjunction with a user-specified guide tree to estimate the posterior distribution for species delimitation models containing different numbers of species. We apply Bayesian species delimitation to investigate the speciation history of forest geckos (Hemidactylus fasciatus) from tropical West Africa using five nuclear loci (and mtDNA) for 51 specimens representing 10 populations. We find that species diversity in H. fasciatus is currently under-estimated, and describe three new species to reflect the most conservative estimate for the number of species in this complex. We examine the impact of the guide tree, and the prior distributions on ancestral population sizes (θ) and root age (τ0), on the posterior probabilities for species delimitation. Mis-specification of the guide tree or the prior distribution for θ can result in strong support for models containing more species. We describe a new statistic for summarizing the posterior distribution of species delimitation models, called speciation probabilities, which summarize the posterior support for each speciation event on the starting guide tree."
"Molecular and morphological analysis of the critically endangered Fijian iguanas reveals cryptic diversity and a complex biogeographic history","https://scispace.com/paper/keogh-et-al-2008-molecular-and-morphological-analysis-of-the-prlu2m0b","2008","","Philosophical Transactions of the Royal Society B: Biological Sciences","J. Scott Keogh
Danielle L. Edwards
Robert N. Fisher
Peter S. Harlow","10.1098/rstb.2008.0120","https://scispace.com/records/keogh-et-al-2008-molecular-and-morphological-analysis-of-the-prlu2m0b","1. (b) Choice of phylogenetic markers:
 This region has proved particularly useful at comparable taxonomic levels in numerous squamate reptile groups, including other iguanas . For cytochrome b, we targeted an approximately 900 bp DNA fragment that has proved very useful in the phylogenetic studies of many squamate groups, including iguanids .

2. (b) Choice of phylogenetic markers:
 We generated sequence data for the mitochondrial DNA genes ND4 and cytochrome b because they have proved useful in the phylogenetic studies of numerous lizard groups and because a large number of sequences were available on GenBank for both genes for other iguanid lizards.

3. (b) Choice of phylogenetic markers:
 Protein-coding regions were translated into amino acid sequences using the mammalian mitochondrial genetic code to ensure an open reading frame, and were compared to various other squamate reptile translations on GenBank to check for stop codons and frame shifts.","The Pacific iguanas of the Fijian and Tongan archipelagos are a biogeographic enigma in that their closest relatives are found only in the New World. They currently comprise two genera and four species of extinct and extant taxa. The two extant species, Brachylophus fasciatus from Fiji, Tonga, and Vanuatu and Brachylophus vitiensis from western Fiji, are of considerable conservation concern with B. vitiensis listed as critically endangered. A recent molecular study has shown that Brachylophus comprised three evolutionarily significant units. To test these conclusions and to reevaluate the phylogenetic and biogeographic relationships within Brachylophus, we generated an mtDNA dataset consisting of 1462 base pairs for 61 individuals from 13 islands, representing both Brachylophus species. Unweighted parsimony analyses and Bayesian analyses produced a well-resolved phylogenetic hypothesis supported by high bootstrap values and posterior probabilities within Brachylophus. Our data reject the monophyly of specimens previously believed to comprise B. fasciatus. Instead, our data demonstrate that living Brachylophus comprise three robust and well-supported clades that do not correspond to current taxonomy. One of these clades comprises B. fasciatus from the Lau group of Fiji and Tonga (type locality for B. fasciatus), while a second comprises putative B. fasciatus from the central regions of Fiji, which we refer to here as B. n. sp. Animals in this clade form the sister group to B. vitiensis rather than other B. fasciatus. We herein describe this clade as a new species of Brachylophus based on molecular and morphological data. With only one exception, every island is home to one or more unique haplotypes. We discuss alternative biogeographic hypotheses to explain their distribution in the Pacific and the difficulties of distinguishing these. Together, our molecular and taxonomic results have important implications for future conservation initiatives for the Pacific iguanas."
"Cryptic Species? Patterns of Maternal and Paternal Gene Flow in Eight Neotropical Bats","https://scispace.com/paper/clare-2011-cryptic-species-patterns-of-maternal-and-paternal-5p2s62fk","2011","","PLoS ONE","Elizabeth L. Clare","10.1371/journal.pone.0021460","https://scispace.com/records/clare-2011-cryptic-species-patterns-of-maternal-and-paternal-5p2s62fk","1. Abstract:
 Levels of sequence divergence at mitochondrial loci are frequently used in phylogeographic analysis and species delimitation though single marker systems cannot assess bi-parental gene flow.

2. Geographic Considerations:
 Distinct mitochondrial lineages are found with both allopatric and sympatric contemporary ranges with respect to other intraspecific lineages.

3. Introduction:
 I test the hypothesis that divergent intraspecific mitochondrial lineages in these eight species represent segregated gene pools with independent evolutionary histories: if so 1) these two independently evolving gene regions (mitochondrial genome and Y-chromosome) should show congruent patterns of genetic divergence and 2) the genetic associations should be maintained with both allopatric and sympatric contemporary distributions.","Levels of sequence divergence at mitochondrial loci are frequently used in phylogeographic analysis and species delimitation though single marker systems cannot assess bi-parental gene flow. In this investigation I compare the phylogeographic patterns revealed through the maternally inherited mitochondrial COI region and the paternally inherited 7th intron region of the Dby gene on the Y-chromosome in eight common Neotropical bat species. These species are diverse and include members of two families from the feeding guilds of sanguivores, nectarivores, frugivores, carnivores and insectivores. In each case, the currently recognized taxon is comprised of distinct, substantially divergent intraspecific mitochondrial lineages suggesting cryptic species complexes. In Chrotopterus auritus, and Saccopteryx bilineata I observed congruent patterns of divergence in both genetic regions suggesting a cessation of gene flow between intraspecific groups. This evidence supports the existence of cryptic species complexes which meet the criteria of the genetic species concept. In Glossophaga soricina two intraspecific groups with largely sympatric South American ranges show evidence for incomplete lineage sorting or frequent hybridization while a third group with a Central American distribution appears to diverge congruently at both loci suggesting speciation. Within Desmodus rotundus and Trachops cirrhosus the paternally inherited region was monomorphic and thus does not support or refute the potential for cryptic speciation. In Uroderma bilobatum, Micronycteris megalotis and Platyrrhinus helleri the gene regions show conflicting patterns of divergence and I cannot exclude ongoing gene flow between intraspecific groups. This analysis provides a comprehensive comparison across taxa and employs both maternally and paternally inherited gene regions to validate patterns of gene flow. I present evidence for previously unrecognized species meeting the criteria of the genetic species concept but demonstrate that estimates of mitochondrial diversity alone do not accurately represent gene flow in these species and that contact/hybrid zones must be explored to evaluate reproductive isolation."
"Modelling cross-hybridization on phylogenetic DNA microarrays increases the detection power of closely related species","https://scispace.com/paper/engelmann-et-al-2009-modelling-cross-hybridization-on-gn7kwe8u","2008","","Molecular Ecology Resources","Julia C. Engelmann
Sven Rahmann
Matthias Wolf
Jörg Schultz
Epameinondas Fritzilas
Susanne Kneitz
Thomas Dandekar
Tobias Müller","10.1111/j.1755-0998.2008.02199.x","https://scispace.com/records/engelmann-et-al-2009-modelling-cross-hybridization-on-gn7kwe8u","1. Introduction:
 To distinguish mammalian species, mitochondrial marker genes cytochrome c oxidase I and cytochrome b yielded promising results . While cytochrome c oxidase I and cytochrome b sequences are available for a wide range of animal taxa, the coverage of plant, protist and fungi sequences is rather poor.","DNA microarrays are a popular technique for the detection of microorganisms. Several approaches using specific oligomers targeting one or a few marker genes for each species have been proposed. Data analysis is usually limited to call a species present when its oligomer exceeds a certain intensity threshold. While this strategy works reasonably well for distantly related species, it does not work well for very closely related species: Cross-hybridization of nontarget DNA prevents a simple identification based on signal intensity. The majority of species of the same genus has a sequence similarity of over 90%. For biodiversity studies down to the species level, it is therefore important to increase the detection power of closely related species. We propose a simple, cost-effective and robust approach for biodiversity studies using DNA microarray technology and demonstrate it on scenedes-macean green algae. The internal transcribed spacer 2 (ITS2) rDNA sequence was chosen as marker because it is suitable to distinguish all eukaryotic species even though parts of it are virtually identical in closely related species. We show that by modelling hybridization behaviour with a matrix algebra approach, we are able to identify closely related species that cannot be distinguished with a threshold on signal intensity. Thus this proof-of-concept study shows that by adding a simple and robust data analysis step to the evaluation of DNA microarrays, species detection can be significantly improved for closely related species with a high sequence similarity."
"Historical biogeography and speciation in the Neotropical highlands: Molecular phylogenetics of the jay genus Cyanolyca","https://scispace.com/paper/bonaccorso-2009-historical-biogeography-and-speciation-in-gmwcvp9o","2008","","Molecular Phylogenetics and Evolution","Elisa Bonaccorso","10.1016/j.ympev.2008.12.012","https://scispace.com/records/bonaccorso-2009-historical-biogeography-and-speciation-in-gmwcvp9o","1. Abstract:
 Phylogenetic analyses were based on two mitochondrial and three nuclear loci; taxon sampling includes all species in the genus and most subspecies. Maximum parsimony, maximum likelihood, and Bayesian analyses produced trees that were congruent and highly robust at both terminal and deep nodes of the phylogeny.","Phylogenetic relationships were studied in the genus Cyanolyca, an assemblage of jays distributed from Mexico south to Bolivia. Given its fragmented distribution along the humid forests of the Neotropics, the genus Cyanolyca is a model group for exploring hypotheses on biogeography and speciation. Phylogenetic analyses were based on two mitochondrial and three nuclear loci; taxon sampling includes all species in the genus and most subspecies. Maximum parsimony, maximum likelihood, and Bayesian analyses produced trees that were congruent and highly robust at both terminal and deep nodes of the phylogeny. Cyanolyca comprises two major clades: one contains the Mesoamerican ""dwarf"" jays, and the other consists of two main groups - C. cucullata + C. pulchra and the ""core"" South American species. Prior hypotheses of relationships were explored statistically using Maximum Likelihood and Bayesian approaches. Dispersal-Vicariance analysis revealed the importance of the Northern Andes as a major center for biological diversification, and the effects of dispersal across the Panamanian Land Bridge in the composition of South American and Mesoamerican avifaunas. Phylogenetic patterns are highly congruent with an allopatric mode of speciation. Implications of these results are discussed in the context of the biogeography of Neotropical montane forests."
"Molecular and cytogenetic evidence for cryptic speciation within a rare endemic Malagasy lemur, the Northern Sportive Lemur (Lepilemur septentrionalis)","https://scispace.com/paper/ravaoarimanana-et-al-2004-molecular-and-cytogenetic-evidence-93u5cn35","2003","","Molecular Phylogenetics and Evolution","I.B. Ravaoarimanana
R. Tiedemann
D. Montagnon
Y. Rumpler","10.1016/j.ympev.2003.08.020","https://scispace.com/records/ravaoarimanana-et-al-2004-molecular-and-cytogenetic-evidence-93u5cn35","1. Introduction:
 As mitochondrial (mt) DNA has proved to be particularly sensitive to detect recently evolved population structure (e.g., , we used a part of the mtDNA control region (D-loop) and a part of the mitochondrial cytochrome b gene (Cyt b) as molecular markers.","Evolutionary relationships of different populations of the threatened malagasy lemur Lepilemur septentrionalis were assessed by sequence analysis of mitochondrial DNA (D-loop region and partial Cyt b gene). One hundred and fifty nine samples were collected from five main different localities in the northern part of Madagascar. We applied the phylogenetic species concept based on fixed diagnostic differences to determine the status of different geographical populations. No nucleotide site diagnoses Ankarana from Andrafiamena or Analamera. However, numerous fixed differences separate Sahafary from all other populations. These results were corroborated by phylogenetic trees. As previous cytogenetic studies, our molecular data suggest that two cryptic species of Lepilemur occur in the extreme north of Madagascar. This speciation is probably caused by chromosomal rearrangements in at least one of the evolutionary lineages. Our study comprises another striking example of how molecular genetic assay can detect phylogenetic discontinuities that are not reflected in traditional morphologically based taxonomies. Our study indicates that the Sahafary population is a hitherto undescribed endangered endemic species which urgently needs conservation efforts. 2003 Elsevier Inc. All rights reserved."
"Molecular Genetic Approaches to the Study of Primate Behavior, Social Organization, and Reproduction","https://scispace.com/paper/di-fiore-2003-molecular-genetic-approaches-to-the-study-of-jyumvv76","2003","","YEARBOOK OF PHYSICAL ANTHROPOLOGY","Anthony Di Fiore","10.1002/ajpa.10382","https://scispace.com/records/di-fiore-2003-molecular-genetic-approaches-to-the-study-of-jyumvv76","1. INTRODUCTION:
 accompanies this article and provides a comprehensive list of microsatellite markers that have been used in primate studies and the taxa in which they have been used.","In the past several decades, the development of novel molecular techniques and the advent of noninvasive DNA sampling, coupled with the ease and speed with which molecular analyses can now be performed, have made it possible for primatologists to directly examine the fitness effects of individual behavior and to explore how variation in behavior and social systems influences primate population genetic structure. This review describes the theoretical connections between individual behavior and primate social systems on the one hand and population genetic structure on the other, discusses the kinds of molecular markers typically employed in genetic studies of primates, and summarizes what primatologists have learned from molecular studies over the past few decades about dispersal patterns, mating systems, reproductive strategies, and the influence of kinship on social behavior. Several important conclusions can be drawn from this overview. First, genetic data confirm that, in many species, male dominance rank and fitness are positively related, at least over the short term, though this relationship need not simply be a reflection of male-male contest competition over mates. More importantly, genetic research reveals the significance of female choice in determining male reproductive success, and documents the efficacy of alternative mating tactics among males. Second, genetic data suggest that the presumed importance of kinship in structuring primate social relationships needs to be evaluated further, at least for some taxa such as chimpanzees in which demographic factors may be more important than relatedness. I conclude this paper by offering several suggestions of additional ways in which molecular techniques might be employed in behavioral and ecological studies of primates (e.g., for conducting ""molecular censuses"" of unhabituated populations, for studying disease and host-parasite interactions, or for tracking seed fate in studies of seed dispersal) and by providing a brief introduction to the burgeoning field of nonhuman primate behavioral genetics. Yrbk Phys Anthropol 46:62-99, 2003. ©2003 Wiley-Liss, Inc."
