"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Inferring the mammal tree: Species-level sets of phylogenies for questions in ecology, evolution, and conservation","https://scispace.com/paper/inferring-the-mammal-tree-species-level-sets-of-phylogenies-q4n9rg4cppyo","2024","Repository","","Upham, Nathan S.
Esselstyn, Jacob A.
Jetz, Walter","10.5281/zenodo.13506092","","(Uploaded by Plazi for the Bat Literature Project) Big, time-scaled phylogenies are fundamental to connecting evolutionary processes to modern biodiversity patterns. Yet inferring reliable phylogenetic trees for thousands of species involves numerous trade-offs that have limited their utility to comparative biologists. To establish a robust evolutionary timescale for all approximately 6,000 living species of mammals, we developed credible sets of trees that capture root-to-tip uncertainty in topology and divergence times. Our ""backbone-and-patch"" approach to tree building applies a newly assembled 31-gene supermatrix to two levels of Bayesian inference: (1) backbone relationships and ages among major lineages, using fossil node or tip dating, and (2) species-level ""patch"" phylogenies with nonoverlapping in-groups that each correspond to one representative lineage in the backbone. Species unsampled for DNA are either excluded (""DNA-only"" trees) or imputed within taxonomic constraints using branch lengths drawn from local birth–death models (""completed"" trees). Joining time-scaled patches to backbones results in species-level trees of extant Mammalia with all branches estimated under the same modeling framework, thereby facilitating rate comparisons among lineages as disparate as marsupials and placentals. We compare our phylogenetic trees to previous estimates of mammal-wide phylogeny and divergence times, finding that (1) node ages are broadly concordant among studies, and (2) recent (tip-level) rates of speciation are estimated more accurately in our study than in previous ""supertree"" approaches, in which unresolved nodes led to branch-length artifacts. Credible sets of mammalian phylogenetic history are now available for download at http://vertlife.org/phylosubsets, enabling investigations of long-standing questions in comparative biology. ",""
"Phylociraptor – A unified computational framework for reproducible phylogenomic inference","https://scispace.com/paper/phylociraptor-a-unified-computational-framework-for-1cijz3k9f8","2023","Journal Article","bioRxiv","Philipp Resl
Christoph Hahn","10.1101/2023.09.22.558970","","Abstract Multi-stage phylogenomic analyses require complex computational environments. A unified framework for software- and parameter space exploration, data organisation and -deposition is currently lacking. We present phylociraptor ( https://github.com/reslp/phylociraptor ), a pipeline facilitating fast, reliable, portable (containerized), and reproducible phylogenomics. We demonstrate phylociraptor’s utility and uncover topological discrepancies associated with software and parameter choices in large-scale datasets (31-101 species, 241-2894 genes) addressing enigmatic questions in fungal and vertebrate evolution. ","Phylociraptor’s utility is demonstrated and topological discrepancies associated with software and parameter choices in large-scale datasets are uncovered addressing enigmatic questions in fungal and vertebrate evolution."
"Polynomial-Time Statistical Estimation of Species Trees under Gene Duplication and Loss","https://scispace.com/paper/polynomial-time-statistical-estimation-of-species-trees-1i4qh8r6hb","2020","Posted Content","bioRxiv","Brandon Legried
Erin K. Molloy
Tandy Warnow
Sebastien Roch","10.1101/821439","","Phylogenomics—the estimation of species trees from multilocus datasets—is a common step in many biological studies. However, this estimation is challenged by the fact that genes can evolve under processes, including incomplete lineage sorting (ILS) and gene duplication and loss (GDL), that make their trees different from the species tree. In this paper, we address the challenge of estimating the species tree under GDL. We show that species trees are identifiable under a standard stochastic model for GDL, and that the polynomial-time algorithm ASTRAL-multi, a recent development in the ASTRAL suite of methods, is statistically consistent under this GDL model. We also provide a simulation study evaluating ASTRAL-multi for species tree estimation under GDL. All scripts and datasets used in this study are available on the Illinois Data Bank: https://doi.org/10.13012/B2IDB-2626814_V1.","It is shown that species trees are identifiable under a standard stochastic model for GDL, and that the polynomial-time algorithm ASTRal-multi, a recent development in the ASTRAL suite of methods, is statistically consistent under this GDL model."
"Trying out a million genes to find the perfect pair with RTIST","https://scispace.com/paper/trying-out-a-million-genes-to-find-the-perfect-pair-with-345akqmc","2022","Journal Article","Bioinformatics","Gleb Zhelezov
James H. Degnan","10.1093/bioinformatics/btac349","","MOTIVATION
Consensus methods can be used for reconstructing a species tree from several gene trees which exhibit incompatible topologies due to incomplete lineage sorting. Motivated by the fact that there are no anomalous rooted gene trees with three taxa and no anomalous unrooted gene trees with four taxa in the multispecies coalescent model, several contemporary methods form the gene tree consensus by finding the median tree with respect to the triplet or quartet distance-i.e., estimate the species tree as the tree which minimizes the sum of triplet or quartet distances to the input gene trees. These methods reformulate the solution to the consensus problem as the solution to a recursively-solved dynamic programming problem. We present an iterative, easily-parallelizable approach to finding the exact median triplet tree, and implement it as an open source software package which can also find suboptimal consensus trees within a specified triplet distance to the gene trees. The most time-consuming step for methods of this type is the creation of a weights array for all possible subtree bipartitions. By grouping the relevant calculations and array update operations of different bipartitions of the same subtree together, this implementation finds the exact median tree of many gene trees faster than comparable methods, has better scaling properties with respect to the number of gene trees, and has a smaller memory footprint.


RESULTS
RTIST (Rooted Triple Inference of Species Trees) finds the exact median triplet tree of a set of gene trees. Its runtime and memory footprints scale better than existing algorithms. RTIST can resolve all the non-unique median trees, as well as sub-optimal consensus trees within a user-specified triplet distance to the median. Although it is limited in the number of taxa (≤ 20), its runtime changes little when the number of gene trees is changed by several orders of magnitude.


AVAILABILITY
RTIST is written in C and Python. It is freely available at https://github.com/glebzhelezov/rtist.","This work presents an iterative, easily-parallelizable approach to finding the exact median triplet tree, and implements RTIST (Rooted Triple Inference of Species Trees), an open source software package which can also find suboptimal consensus trees within a specified triplet distance to the gene trees."
"<strong></strong> Recent Progress on Methods for Estimating and Updating Large Phylogenies","https://scispace.com/paper/strong-strong-recent-progress-on-methods-for-estimating-and-2fydsd3y","2022","Posted Content","","","10.20944/preprints202110.0258.v2","","With the increased availability of sequence data and even of fully sequenced and assembled genomes, phylogeny estimation of very large trees (even of hundreds of thousands of sequences) is now a goal for some biologists. Yet, the construction of these phylogenies is a complex pipeline presenting analytical and computational challenges, especially when the number of sequences is very large. In the last few years, new methods have been developed that aim to enable highly accurate phylogeny estimations on these large datasets, including divide-and-conquer techniques for multiple sequence alignment and/or tree estimation, methods that can estimate species trees from multi-locus datasets while addressing heterogeneity due to biological processes (e.g., incomplete lineage sorting and gene duplication and loss), and methods to add sequences into large gene trees or species trees. Here we present some of these recent advances and discuss opportunities for future improvements. ","In the last few years, new methods have been developed that aim to enable highly accurate phylogeny estimations on these large datasets, including divide-and-conquer techniques for multiple sequence alignment and/or tree estimation, methods that can estimate species trees from multi-locus datasets while addressing heterogeneity due to biological processes as discussed by the authors ."
"DupLoss-2: Improved Phylogenomic Species Tree Inference under Gene Duplication and Loss","https://scispace.com/paper/duploss-2-improved-phylogenomic-species-tree-inference-under-2dd3bwk7er83","2024","Journal Article","bioRxiv","Rachel Parsons
Mukul S. Bansal","10.1101/2024.09.05.611565","","Accurate species tree reconstruction in the presence of widespread gene duplication and loss is a challenging problem in eukaryote phylogenomics. Many phylogenomics methods have been developed over the years to address this challenge; these range from older methods based on gene tree parsimony to newer quartet-based methods. In this work, we introduce improved software for gene tree parsimony-based species tree reconstruction under gene duplication and loss. The new software, DupLoss-2, uses an improved procedure for computing gene losses and is far more accurate and much easier to use than its previous version released over a decade ago. We thoroughly evaluate DupLoss-2 and eight other existing methods, including ASTRAL-Pro, ASTRAL-Pro 2, DISCO-ASTRAL, DISCO-ASTRID, FastMulRFS, and SpeciesRax, using existing benchmarking data and find that DupLoss-2 outperforms all other methods on most of the datasets. It delivers an average of almost 30% reduction in reconstruction error compared to iGTP-Duploss, the previous version of this software, and a 10% reduction compared to the best performing existing method. DupLoss-2 is written in C++ and is freely available open-source.","This study introduces DupLoss-2, an improved software for species tree inference under gene duplication and loss, outperforming existing methods by 30% on average, with a 10% reduction in error compared to the best existing method."
"STELAR: a statistically consistent coalescent-based species tree estimation method by maximizing triplet consistency","https://scispace.com/paper/stelar-a-statistically-consistent-coalescent-based-species-5eb19g37j0","2020","Journal Article","BMC Genomics","Mazharul Islam
Kowshika Sarker
Trisha Das
Rezwana Reaz
Md. Shamsuzzoha Bayzid","10.1186/S12864-020-6519-Y","","Species tree estimation is frequently based on phylogenomic approaches that use multiple genes from throughout the genome. However, estimating a species tree from a collection of gene trees can be complicated due to the presence of gene tree incongruence resulting from incomplete lineage sorting (ILS), which is modelled by the multi-species coalescent process. Maximum likelihood and Bayesian MCMC methods can potentially result in accurate trees, but they do not scale well to large datasets. We present STELAR (Species Tree Estimation by maximizing tripLet AgReement), a new fast and highly accurate statistically consistent coalescent-based method for estimating species trees from a collection of gene trees. We formalized the constrained triplet consensus (CTC) problem and showed that the solution to the CTC problem is a statistically consistent estimate of the species tree under the multi-species coalescent (MSC) model. STELAR is an efficient dynamic programming based solution to the CTC problem which is highly accurate and scalable. We evaluated the accuracy of STELAR in comparison with SuperTriplets, which is an alternate fast and highly accurate triplet-based supertree method, and with MP-EST and ASTRAL – two of the most popular and accurate coalescent-based methods. Experimental results suggest that STELAR matches the accuracy of ASTRAL and improves on MP-EST and SuperTriplets. Theoretical and empirical results (on both simulated and real biological datasets) suggest that STELAR is a valuable technique for species tree estimation from gene tree distributions.","STELAR (Species Tree Estimation by maximizing tripLet AgReement), a new fast and highly accurate statistically consistent coalescent-based method for estimating species trees from a collection of gene trees, is presented."
"The accuracy of species tree inference under gene tree dependence","https://scispace.com/paper/the-accuracy-of-species-tree-inference-under-gene-tree-2uka2yls45","2024","Preprint","","Wan-Ting He
Céline Scornavacca
Yao-ban Chan","10.1101/2024.06.06.597697","","Abstract When inferring the evolutionary history of species and the genes they contain, the phylogenetic trees of the genes can be different to that of the species and to each other, due to a variety of causes including incomplete lineage sorting. We often wish to infer the species tree, but only reconstruct the gene trees from sequences. We then combine the gene trees to produce a species tree; methods to do this are known as summary methods, of which ASTRAL is the currently among the most popular. ASTRAL has been shown to be practically accurate in many scenarios through extensive simulations. However, these simulations generally assume that the input gene trees are independent of each other. This is known to be unrealistic, as genes that are close to each other on the chromosome (or are related by function) have dependent phylogenies, due to the absence of unlimited recombination between the genes. In this paper, we develop a model for generating dependent gene trees within a species tree, based on the coalescent with recombination. We then use these trees as input to ASTRAL to reassess its accuracy for dependent gene trees. Our results show that ASTRAL performs more poorly with greater dependence, both when gene trees are known and estimated from sequences. Indeed, the effect of dependence between gene trees is comparable to (if not larger than) the effect of gene tree estimation error. We then re-analyse a 37-taxon mammalian data set; under a realistic recombination rate, the estimated accuracy of ASTRAL decreases substantially (the Robinson-Foulds distance increases by a factor of 4.7) relative to the accuracy previously estimated with independent gene trees, and the effective sample size for this dataset is about one-third of the actual sample size. This shows that the impact of gene tree dependence on the accuracy of ASTRAL (and other summary methods) can be extensive. Author summary The study of the evolutionary history of species is important for understanding and reconstructing the history of life on Earth. These evolutionary histories are represented in the form of species trees, which can be reconstructed from the evolutionary histories of the genes contained in the species using so-called species tree inference methods. This is complicated by the fact that the histories of the genes (gene trees) can be related to each other, depending on their placement in the genome or their functions. Gene tree dependence is not taken into account in almost all studies of the accuracy of species tree inference. In this paper, we develop a statistical model to include gene tree dependence, and show that it can significantly affect the accuracy of species tree inference. This effect is at least as large as the impact of incorrect reconstruction of the gene trees themselves, a well-known issue in species tree inference. ","Gene tree dependence can substantially decrease the accuracy of species tree inference methods like ASTRAL."
"NANUQ: A method for inferring species networks from gene trees under the coalescent model","https://scispace.com/paper/nanuq-a-method-for-inferring-species-networks-from-gene-97t9dcpv0h","2019","Posted Content","arXiv: Populations and Evolution","Elizabeth S. Allman
Hector Baños
John A. Rhodes","","","Species networks generalize the notion of species trees to allow for hybridization or other lateral gene transfer. Under the Network Multispecies Coalescent Model, individual gene trees arising from a network can have any topology, but arise with frequencies dependent on the network structure and numerical parameters. We propose a new algorithm for statistical inference of a level-1 species network under this model, from data consisting of gene tree topologies, and provide the theoretical justification for it. The algorithm is based in an analysis of quartets displayed on gene trees, combining several statistical hypothesis tests with combinatorial ideas such as a quartet-based intertaxon distance appropriate to networks, the NeighborNet algorithm for circular split systems, and the Circular Network algorithm for constructing a splits graph.","In this article, the authors proposed a new algorithm for statistical inference of a level-1 species network under the network multispecies coalescent model, from data consisting of gene tree topologies, and provided the theoretical justification for it."
"Species Tree Inference from Gene Splits by Unrooted STAR Methods","https://scispace.com/paper/species-tree-inference-from-gene-splits-by-unrooted-star-yz3qdh5j8r","2018","Journal Article","IEEE/ACM Transactions on Computational Biology and Bioinformatics","Elizabeth S. Allman
James H. Degnan
John A. Rhodes","10.1109/TCBB.2016.2604812","","The $\text{NJ}_{st}$ method was proposed by Liu and Yu to infer a species tree topology from unrooted topological gene trees. While its statistical consistency under the multispecies coalescent model was established only for a four-taxon tree, simulations demonstrated its good performance on gene trees inferred from sequences for many taxa. Here, we prove the statistical consistency of the method for an arbitrarily large species tree. Our approach connects $\text{NJ}_{st}$ to a generalization of the STAR method of Liu, Pearl, and Edwards, and a previous theoretical analysis of it. We further show $\text{NJ}_{st}$ utilizes only the distribution of splits in the gene trees, and not their individual topologies. Finally, we discuss how multiple samples per taxon per gene should be handled for statistical consistency.","The STAR method, proposed by Liu and Yu to infer a species tree topology from unrooted topological gene trees, is proved to have statistical consistency for an arbitrarily large species tree."
