"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Gene tree discordance, phylogenetic inference and the multispecies coalescent","https://scispace.com/paper/gene-tree-discordance-phylogenetic-inference-and-the-4am74nkfjw","06/2009","Journal Article","Trends in Ecology and Evolution","James H. Degnan
Noah A. Rosenberg","10.1016/j.tree.2009.01.009","https://www.zotero.org/johankarlssonk9/items/P9GMKSZP/attachment/JQMXGQVZ/reader","The field of phylogenetics is entering a new era in which trees of historical relationships between species are increasingly inferred from multilocus and genomic data. A major challenge for incorporating such large amounts of data into inference of species trees is that conflicting genealogical histories often exist in different genes throughout the genome. Recent advances in genealogical modeling suggest that resolving close species relationships is not quite as simple as applying more data to the problem. Here we discuss the complexities of genealogical discordance and review the issues that new methods for multilocus species tree inference will need to address to account successfully for naturally occurring genomic variability in evolutionary histories."
"Galago zanzibaricus:birth seasonality, litter size and perinatal behaviour of females","https://scispace.com/paper/8PF4BDGK","","Journal Article","","Caroline Harcourt","","https://www.zotero.org/johankarlssonk9/items/8PF4BDGK/attachment/JRNJEYKC/reader",""
"On the Robustness to Gene Tree Estimation Error (or lack thereof) of Coalescent-Based Species Tree Methods","https://scispace.com/paper/on-the-robustness-to-gene-tree-estimation-error-or-lack-31yn854edd","2015","Journal Article","Systematic Biology","Sebastien Roch
Tandy Warnow","10.1093/sysbio/syv016","https://www.zotero.org/johankarlssonk9/items/AASK7WH8/attachment/NGP4FVFH/reader","The estimation of species trees using multiple loci has become increasingly common. Because dierent loci can have dierent phylogenetic histories (reected in dierent gene tree topologies) for multiple biological causes, new approaches to species tree"
"Species Boundaries within Morphologically Cryptic Galagos: Evidence from Acoustic and Genetic Data","https://scispace.com/paper/RCN4G578","2019","Journal Article","Folia Primatologica","Luca Pozzi
Todd R. Disotell
Simon K. Bearder
Johan Karlsson
Andrew Perkin
Marco Gamba","10.1159/000496972","https://www.zotero.org/johankarlssonk9/items/RCN4G578/attachment/QS8AQLDT/reader","Describing primate biodiversity is one of the main goals in primatology. Species are the fundamental unit of study in phylogeny, behaviour, ecology and conservation. Identifying species boundaries is particularly challenging for nocturnal taxa where only subtle morphological variation is present. Traditionally, vocal signals have been used to identify species within nocturnal primates: species-specific signals often play a critical role in mate recognition, and they can restrict gene flow with other species. However, little research has been conducted to test whether different “acoustic forms” also represent genetically distinct species. Here, we investigate species boundaries between two putative highly cryptic species of Eastern dwarf galagos (Paragalago cocosand P. zanzibaricus). We combined vocal and genetic data: molecular data included the complete mitochondrial cytochrome b gene (1,140 bp) for 50 samples across 11 localities in Kenya and Tanzania, while vocal data comprised 221 vocalisations recorded across 8 localities. Acoustic analyses showed a high level of correct assignation to the putative species (approx. 90%), while genetic analyses identified two separate clades at the mitochondrial level. We conclude that P. cocos and P. zanzibaricus represent two valid cryptic species that probably underwent speciation in the Late Pliocene while fragmented in isolated populations in the eastern forests."
"Identification, Abundance, and Behaviour of Galagos (Primates, Galagidae) in the Shire Highlands, Malawi","https://scispace.com/paper/FTARVIYJ","","Journal Article","","Graham Edward Wallace","","https://www.zotero.org/johankarlssonk9/items/FTARVIYJ/attachment/E7SPPVXJ/reader",""
"Short branch attraction in phylogenomic inference under the multispecies coalescent Frontiers in Ecology and Evolution","https://scispace.com/paper/BKJ2PTS6","2023","Document","","Liu et al. 2023","10.3389/fevo.2023.1134764","",""
"The use of hand morphology in the taxonomy of galagos","https://scispace.com/paper/3XZ2ZTHK","7/1999","Journal Article","Primates","Matthew J. Anderson","10.1007/BF02557582","https://www.zotero.org/johankarlssonk9/items/3XZ2ZTHK/attachment/MMCLUAR2/reader","Measurements of volar (hand) pad area were made for 244 specimens, representing 12 species and 4 genera of galagos (sub-family Galaginae). When corrected for body weight, statistically significant differences were identified, at both the genus and species levels in the areas of the volar pads. Most informative, in terms of taxonomic differences, were measurements of two of the five pads; interdigital pad number 4 and thenar pad number 5. Closely related species were distinguishable on the basis of these measurements. The thick-tailed galago (Otolemur crassicaudatus) was separate from Garnett's galago (0. garnenii) and the specific status of the silver greater galago (O. argentatus) was supported. Likewise, the two needle-clawed galagos (Euoticus elegantulus and E. pallidus), recently separated on mitochodrial DNA grounds, were found to differ significantly in their volar pad morphology. These studies show that comparative studies of volar hand pad morphology provide a novel approach to the re-assessment of galago taxonomy, and may be applicable also in taxonomic studies of other prosimian groups."
"Assessing Ecological Divergence and Speciation Scenarios of the Paragalago zanzibaricus Species Complex Through Climatic Niche Modeling","https://scispace.com/paper/assessing-ecological-divergence-and-speciation-scenarios-of-2l45qn80","12/2024","Journal Article","International Journal of Primatology","Evan Miller
Averee Luhrs
Amanda Mancini
Mary E. Blair
Luca Pozzi","10.1007/s10764-023-00374-7","https://www.zotero.org/johankarlssonk9/items/UWA8PJH9/attachment/VX92JLBU/reader",""
"Visualizing multispecies coalescent trees drawing gene trees inside species trees arXiv","https://scispace.com/paper/Q9EHBZ5E","2022","Document","","Visualization 2022","10.48550/arxiv.2210.06744","",""
"Estimating Species Trees: Practical and Theoretical Aspects","https://scispace.com/paper/estimating-species-trees-practical-and-theoretical-aspects-11x4mawl87","2011","Journal Article","Systematic Biology","David A. Morrison","10.1093/sysbio/syr016","https://www.zotero.org/johankarlssonk9/items/XDNM6AXQ/attachment/ABELJCVS/reader",""
"Comparative penile morphology of East African galagos of the genus <i>Galagoides</i> (family Galagidae): implications for taxonomy","https://scispace.com/paper/EYA9YKSR","01/2007","Journal Article","American Journal of Primatology","Andrew Perkin","10.1002/ajp.20323","https://www.zotero.org/johankarlssonk9/items/EYA9YKSR/attachment/SIQCT3EZ/reader","Abstract
            
              Recent studies on the comparative penile morphology of galagos have revealed complex patterns that vary among both genera and species, and help with species identification. So far the penile morphologies of 14 galago species have been described and an identification key has been proposed. The present study extends and revises previous work. Wild
              Galagoides cocos, G. granti, G. zanzibaricus
              and
              G. rondoensis
              from the Eastern Arc Mountains and coastal forests of Tanzania and Kenya were live‐trapped, and one species (
              G. orinus
              ) was examined using a museum specimen. Penile morphology was photographed, traced, and described qualitatively. All of the mature males had penile spines. Spines were absent or indistinct in immature males of all of the species. The penile morphologies of
              G. cocos, G. granti
              , and
              G. zanzibaricus
              are similar in their overall distribution and type of spines, but differ in the shape of the glans penis. Both
              G. orinus
              and
              G. rondoensis
              have divergent penile morphologies compared to all other galagos, and are probably phylogenetically distinct. The results support other recent morphological and behavioral studies that consider these five galagos to be distinct species. The evolution of the baculum and spines is thought to be linked to sexual selection in multimale mating systems, but the mechanisms involved are not entirely understood. Adult male
              G. rondoensis
              appear to display the penile spines by exposing the distal section of the penis. Am. J. Primatol. 68:16–26, 2007. © 2006 Wiley‐Liss, Inc."
"Bayesian Inference of Species Trees from Multilocus Data","https://scispace.com/paper/5JLDWTKF","2010","Journal Article","Molecular Biology and Evolution","J. Heled
A. J. Drummond","10.1093/molbev/msp274","https://www.zotero.org/johankarlssonk9/items/5JLDWTKF/attachment/TRVCDH6R/reader","Until recently, it has been common practice for a phylogenetic analysis to use a single gene sequence from a single individual organism as a proxy for an entire species. With technological advances, it is now becoming more common to collect data sets containing multiple gene loci and multiple individuals per species. These data sets often reveal the need to directly model intraspecies polymorphism and incomplete lineage sorting in phylogenetic estimation procedures."
"Topics in Phylogenetic Species Tree Inference under the Coalescent Model","https://scispace.com/paper/topics-in-phylogenetic-species-tree-inference-under-the-4deiwwi86p","2016","Thesis","","Yuan Tian","","https://www.zotero.org/johankarlssonk9/items/Y32QHMXF/attachment/FY4ST3Z6/reader","Phylogenetic tree inference is a fundamental tool to estimate the ancestor-descendant relationships for di↵erent species. Currently, it is of great interest to explore the evolutionary relationships for a set of species for which DNA data have been collected and thus accurate and e cient methods are required to estimate phylogenetic trees. However, because the evolutionary relationships can be analyzed at two distinct levels (gene trees and species trees), and it is not necessary for the gene trees and species trees to agree with one another, phylogenetic inference has become increasingly complicated. Incomplete lineage sorting (ILS) is considered to be one of the major factors that cause disagreement between species trees and gene trees. The coalescent process is a widely-accepted model for ILS, and numerous genealogy-based phylogenetic inference methods have been established based on the coalescent model. In this thesis, coalescent-based methods for phylogenetic tree inference are studied. In Chapter 2, the expected amount of incongruence between gene trees under the same species tree is considered. More specifically, the extent of gene tree incongruence arising from incomplete lineage sorting, as modeled by the coalescent process, is computed. The results in Chapter 2 highlight the fact that substantial discordance among gene trees may occur, even when the number of species is very small. In Chapter 3, a coalescent model for three species that allows gene flow between both pairs of sister populations is proposed, and the resulting gene tree history distribution ii is derived. The results suggest conditions under which the species tree and associated parameters, such as the ancestral e↵ective population sizes and the rates of gene flow, are not identifiable from the gene tree topology distribution when gene flow is present, but indicate that the coalescent history distribution may identify the species tree and associated parameters. In Chapter 4, a rooting method based on the site pattern probabilities under the coalescent model is developed. The proposed technique provides a method to root every four-taxon species tree within a larger species tree of more than four taxa. The inferred roots for the four-taxon subtrees are then used together to estimate the root for the larger species tree. This rooting method is a computationally feasible method, and is the first method proposed to root a species tree that explicitly incorporates the coalescent process."
"The Biogeographic status of Thomas’s and Demidoff’s dwarf galagos (Galagoides thomasi, Elliot 1907; Galagoides demidoff, Fischer 1806) in West and Central Africa.","https://scispace.com/paper/JD4NWPHT","","Journal Article","","Lesley Ambrose
Simon K Bearder","","https://www.zotero.org/johankarlssonk9/items/JD4NWPHT/attachment/7K79SLIA/reader","While the taxonomic status of Demidoff’s galago has long been established, the specific status of Thomas’s dwarf galago was, until recently, in dispute, and its ecology and distribution were not well known. Thomas’s galago has often been overlooked because of its similarity to Demidoff’s galago, and its small size and location in the forest canopy make it a difficult species to observe. Recent studies have revealed significant morphological differences between the two dwarf species, but only with the identification of their loud calls has it been possible to distinguish them in the field. Each species has a unique vocal profile which fascilitates accurate identification, and differences in other aspects of the behaviour of the two species have also been revealed. This research has identified 12 populations of G.thomasi and G.demidoff in West and Central Africa and their sympatric distribution across the region has now been established."
"Speciation by Sensory Drive in the Paragalago zanzibaricus Species Complex","https://scispace.com/paper/speciation-by-sensory-drive-in-the-paragalago-zanzibaricus-2bdhffs73s","2021","Journal Article","International Journal of Primatology","Fabien Génin","10.1007/s10764-021-00213-7","","Cryptic animal species are often distinguishable by nonvisual communication signals used in specific-mate recognition. The three cryptic taxa comprising the Paragalago zanzibaricus species complex use distinct loud calls that do not obviously reflect molecular phylogenetic relationships. Paragalago granti and P. cocos both have incremental calls but are not sister taxa; P. cocos is the sister taxon to P. zanzibaricus, which has a rolling (trilling) call like that of P. rondoensis, one of the outliers to the complex. To test current hypotheses of species delimitation, I conducted 378 playback trials, using conspecific and heterospecific loud calls and recording both vocal responses and movement toward the speaker. To investigate the sensory drive hypothesis (acoustic adaptation), I measured reverberation duration of 215 short “yap” mobbing calls and examined 282 sonotopes (local soundscapes). I tested the hypothesis that different species’ ear lengths allow the animals to filter out interfering frequencies in local background noise. On Zanzibar Island, P. zanzibaricus responded solely to conspecific calls (23/32). In South Africa, P. granti individuals responded to conspecific calls (12/22) but also sometimes to P. cocos calls (9/22). In Kenya, P. cocos individuals responded to conspecific calls (34/40) but also sometimes to P. zanzibaricus calls (8/40). The three habitats showed differences in reverberation duration, and soundscapes differed in background orthopteran frequencies. Incremental calls probably evolved in the ancestor of the complex, in response to high levels of reverberation and a continuous backdrop of katydid stridulation in dry forest. Secondary evolution of trilling and decreased ear size probably evolved as result of decreased reverberation and higher frequency katydid interference in the P. cocos–P. zanzibaricus ancestor. A loss of short units in P. zanzibaricus probably occurred as result of decreased reverberation in thicket. The study validates the three species of the complex and provides information supporting speciation by sensory drive."
"Extracting Species Trees From Complex Gene Trees: Reconciled Trees And Vertebrate Phylogeny","https://scispace.com/paper/extracting-species-trees-from-complex-gene-trees-reconciled-153fc125lw","01/2000","Journal Article","Molecular Phylogenetics and Evolution","Roderic D.M. Page","10.1006/mpev.1999.0676","",""
"Distribution, Population Density, and Behavior of Dwarf Galagos (Paragalago sp.) in Taita Hills, Kenya","https://scispace.com/paper/26YDZBN5","12/2024","Journal Article","International Journal of Primatology","Hanna Rosti
Janne Heiskanen
Simon Bearder
Benson Lombo
Henry Pihlström
Petri Pellikka
Jouko Rikkinen","10.1007/s10764-023-00390-7","https://www.zotero.org/johankarlssonk9/items/26YDZBN5/attachment/L9NBQUD5/reader","Abstract
            
              A good understanding of taxonomy, distribution, and population density is needed for conservation. Scientific knowledge of dwarf galagos (
              Paragalago
              sp.) remains limited. Two populations of Taita dwarf galagos survive in the largest remnants of moist montane forest in Taita Hills, Kenya. We obtained acoustic data on the two remaining populations using AudioMoths—small, passive recorders—more than 231 h in January and February 2021. We measured forest structure by using airborne LiDAR and ground-level observations and tested the influence of forest size and height, canopy coverage, and density on calls per hour as an indicator of population density. Forest size significantly affected population size. Taita dwarf galagos prefer dense canopy coverage, and they prefer the lower 20–30-m tall forest. Mbololo forest (185 ha) has steady population, whereas dwarf galagos are nearly extinct in Ngangao forest (120 ha). The calls of Taita dwarf galagos resemble those of Kenya coast dwarf galagos (
              Paragalago cocos
              ). DNA studies are urgently needed to resolve the taxonomic status of both surviving populations of dwarf galagos in the Taita Hills. This simple study design should be conducted across African forests to obtain crucial knowledge for galago conservation."
"Quantitatively defining species boundaries with more efficiency and more biological realism (introduces SPEEDEMON and StarBEAST3 proposal kernels) posted preprint","https://scispace.com/paper/quantitatively-defining-species-boundaries-with-more-g96urg5a","2022","Document","","Douglas 2022","10.1101/2022.02.14.480439","","Abstract We introduce a widely applicable species delimitation method based on the multispecies coalescent model that is more efficient and more biologically realistic than existing methods. We extend the phylogenetic tree collapse model to the Yule-skyline model, allowing the ancestral speciation rate to vary through time as a smooth piecewise function. Furthermore, we introduce the cutting-edge proposal kernels of StarBeast3 to this model, thus enabling rapid species delimitation on large molecular datasets and allowing the use of relaxed molecular clock models. We validate these methods with genomic sequence data and SNP data, and show they are more efficient than existing methods at achieving parameter convergence during Bayesian MCMC. Lastly, we apply these methods to two datasets and find inconsistencies with the published literature. Our methods are powerful for rapid quantitative testing of species boundaries in large multilocus datasets and are implemented as an open source BEAST 2 package called SPEEDEMON. "
"StarBEAST2 brings faster species tree inference and accurate estimates of substitution rates","https://scispace.com/paper/starbeast2-brings-faster-species-tree-inference-and-accurate-2jr2zj1xsf","2017","Journal Article","Molecular Biology and Evolution","Huw A. Ogilvie
Remco R. Bouckaert
Alexei J. Drummond","10.1093/molbev/msx126","https://scispace.com/pdf/starbeast2-brings-faster-species-tree-inference-and-accurate-2jr2zj1xsf.pdf","Fully Bayesian multispecies coalescent (MSC) methods like *BEAST estimate species trees from multiple sequence alignments. Today thousands of genes can be sequenced for a given study, but using that many genes with *BEAST is intractably slow. An alternative is to use heuristic methods which compromise accuracy or completeness in return for speed. A common heuristic is concatenation, which assumes that the evolutionary history of each gene tree is identical to the species tree. This is an inconsistent estimator of species tree topology, a worse estimator of divergence times, and induces spurious substitution rate variation when incomplete lineage sorting is present. Another class of heuristics directly motivated by the MSC avoids many of the pitfalls of concatenation but cannot be used to estimate divergence times. To enable fuller use of available data and more accurate inference of species tree topologies, divergence times, and substitution rates, we have developed a new version of *BEAST called StarBEAST2. To improve convergence rates we add analytical integration of population sizes, novel MCMC operators and other optimizations. Computational performance improved by 13.5× and 13.8× respectively when analyzing two empirical data sets, and an average of 33.1× across 30 simulated data sets. To enable accurate estimates of per-species substitution rates, we introduce species tree relaxed clocks, and show that StarBEAST2 is a more powerful and robust estimator of rate variation than concatenation. StarBEAST2 is available through the BEAUTi package manager in BEAST 2.4 and above."
"Gene Trees in Species Trees","https://scispace.com/paper/gene-trees-in-species-trees-3saat11ld6","1997","Journal Article","Systematic Biology","Wayne P. Maddison
John J. Wiens","10.1093/sysbio/46.3.523","https://www.zotero.org/johankarlssonk9/items/VQ8E9ECY/attachment/JLFY5TGS/reader","Exploration of the relationship between gene trees and their containing species trees leads to consideration of how to reconstruct species trees from gene trees and of the concept of phylogeny as a cloud of gene histories. When gene copies are sampled from various species, the gene tree relating these copies might disagree with the species phylogeny. This discord can arise from horizontal transfer (including hybridization), lineage sorting, and gene duplication and ex- tinction. Lineage sorting could also be called deep coalescence, the failure of ancestral copies to coalesce (looking backwards in time) into a common ancestral copy until deeper than previous speciation events. These events depend on various factors; for instance, deep coalescence is more likely if the branches of the species tree are short (in generations) and wide (in population size). A similar dependence on process is found in historical biogeography and host-parasite relation- ships. Each of the processes of discord could yield a different parsimony criterion for reconstruct- ing the species tree from a set of gene trees: with horizontal transfer, choose the species tree that minimizes the number of transfer events; with deep coalescence, choose the tree minimizing the number of extra gene lineages that had to coexist along species lineages; with gene duplication, choose the tree minimizing duplication and/or extinction events. Maximum likelihood methods for reconstructing the species tree are also possible because coalescence theory provides the prob- ability that a particular gene tree would occur given a species tree (with branch lengths and widths specified). In considering these issues, one is provoked to reconsider precisely what is phylogeny. Perhaps it is misleading to view some gene trees as agreeing and other gene trees as disagreeing with the species tree; rather, all of the gene trees are part of the species tree, which can be visualized like a fuzzy statistical distribution, a cloud of gene histories. Alternatively, phylogeny might be (and has been) viewed not as a history of what happened, genetically, but as a history of what could have happened, i.e., a history of changes in the probabilities of inter- breeding. (Biogeography; coalescence; coevolution; evolution; gene duplication; gene genealogy; gene trees; horizontal transfer; hybridization; lineage sorting; parsimony; phylogeny; species con- cepts; species trees; tree reconciliation.)"
"A stochastic Farris transform for genetic data under the multispecies coalescent with applications to data requirements","https://scispace.com/paper/a-stochastic-farris-transform-for-genetic-data-under-the-1bxxlpb8","04/2022","Journal Article","Journal of Mathematical Biology","Gautam Dasarathy
Elchanan Mossel
Robert Nowak
Sebastien Roch","10.1007/s00285-022-01731-5","https://www.zotero.org/johankarlssonk9/items/9FWQEZ3Y/attachment/9XSBQN9T/reader","Species tree estimation faces many significant hurdles. Chief among them is that the trees describing the ancestral lineages of each individual gene-the gene trees-often differ from the species tree. The multispecies coalescent is commonly used to model this gene tree discordance, at least when it is believed to arise from incomplete lineage sorting, a population-genetic effect. Another significant challenge in this area is that molecular sequences associated to each gene typically provide limited information about the gene trees themselves. While the modeling of sequence evolution by single-site substitutions is well-studied, few species tree reconstruction methods with theoretical guarantees actually address this latter issue. Instead, a standard-but unsatisfactory-assumption is that gene trees are perfectly reconstructed before being fed into a so-called summary method. Hence much remains to be done in the development of inference methodologies that rigorously account for gene tree estimation error-or completely avoid gene tree estimation in the first place. In previous work, a data requirement trade-off was derived between the number of loci m needed for an accurate reconstruction and the length of the locus sequences k. It was shown that to reconstruct an internal branch of length f, one needs m to be of the order of [Formula: see text]. That previous result was obtained under the restrictive assumption that mutation rates as well as population sizes are constant across the species phylogeny. Here we further generalize this result beyond this assumption. Our main contribution is a novel reduction to the molecular clock case under the multispecies coalescent, which we refer to as a stochastic Farris transform. As a corollary, we also obtain a new identifiability result of independent interest: for any species tree with [Formula: see text] species, the rooted topology of the species tree can be identified from the distribution of its unrooted weighted gene trees even in the absence of a molecular clock. "
"Visit the project website at www.galagoides.se!","https://scispace.com/paper/DPM5NW5C","2012","Journal Article","","Mr Johan Karlsson","","https://www.zotero.org/johankarlssonk9/items/DPM5NW5C/attachment/J9FSHT98/reader",""
"Fossil evidence for an ancient divergence of lorises and galagos Nature","https://scispace.com/paper/fossil-evidence-for-an-ancient-divergence-of-lorises-and-40op2wii4t","2003","Document","Nature","Seiffert et al. 2003","10.1038/NATURE01489","https://scispace.com/pdf/fossil-evidence-for-an-ancient-divergence-of-lorises-and-40op2wii4t.pdf","Morphological, molecular, and biogeographic data bearing on early primate evolution suggest that the clade containing extant (or 'crown') strepsirrhine primates (lemurs, lorises and galagos) arose in Afro-Arabia during the early Palaeogene, but over a century of palaeontological exploration on that landmass has failed to uncover any conclusive support for that hypothesis. Here we describe the first demonstrable crown strepsirrhines from the Afro-Arabian Palaeogene--a galagid and a possible lorisid from the late middle Eocene of Egypt, the latter of which provides the earliest fossil evidence for the distinctive strepsirrhine toothcomb. These discoveries approximately double the previous temporal range of undoubted lorisiforms and lend the first strong palaeontological support to the hypothesis of an ancient Afro-Arabian origin for crown Strepsirrhini and an Eocene divergence of extant lorisiform families."
"Sexual selection, genital morphology, and copulatory behavior in male Galagos","https://scispace.com/paper/sexual-selection-genital-morphology-and-copulatory-behavior-12ksmzywmy","2/1989","Journal Article","International Journal of Primatology","A. F. Dixson","10.1007/BF02735703","https://www.zotero.org/johankarlssonk9/items/C3P3DXTX/attachment/FEH9N8EC/reader","Variations in penile morphology among galago species are pronounced and complex Comparative studies of galagos and other primate species show that elongation of the baculum (os penis)is associated with copulatory patterns involving a prolonged period of intromission The enlarged penile “spines” of male galagos may be important in maintaining a genital “lock” during copulation In primate species where females mate with a number of partners, sexual selection may have favored the rapid evolution of such features of penile morphology and masculine copulatory behavior It is suggested that evolution of complex penile morphologies in galagos has been influenced by sexual selection and that such morphological variations are extremely useful in taxonomic studies"
