"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Hanging on in a forest fragment? The long and short-term effects of habitat loss on guenon monkeys with a focus on golden monkeys (Cecopithecus mitis kandti) in …","https://scispace.com/paper/aGgnOjTnfksJ","","","","A Johnston","","https://academiccommons.columbia.edu/doi/10.7916/4w61-ed46/download","… , for many threatened primates living in forest fragments, the … loss (even if that population is not threatened) can be useful to … parasites from the forest edge and interior primate groups. …",""
"Distribution, population density, and behavior of dwarf galagos (Paragalago sp.) in Taita Hills, Kenya","https://scispace.com/paper/distribution-population-density-and-behavior-of-dwarf-1kekxnt25h","2023","Journal Article","International Journal of Primatology","Hanna Rosti
Janne Heiskanen
Simon K. Bearder
Benson Lombo
Henry Sebastian Pihlström
Petri Pellikka
Jouko Rikkinen","10.1007/s10764-023-00390-7","https://researchportal.helsinki.fi/files/477964946/s10764-023-00390-7.pdf","… knowledge of galago biogeography, genetics, acoustics, and … one dwarf galago population in an isolated forest fragment in the beach … and approximately 30% are Critically Endangered …","Abstract A good understanding of taxonomy, distribution, and population density is needed for conservation. Scientific knowledge of dwarf galagos ( Paragalago sp.) remains limited. Two populations of Taita dwarf galagos survive in the largest remnants of moist montane forest in Taita Hills, Kenya. We obtained acoustic data on the two remaining populations using AudioMoths—small, passive recorders—more than 231 h in January and February 2021. We measured forest structure by using airborne LiDAR and ground-level observations and tested the influence of forest size and height, canopy coverage, and density on calls per hour as an indicator of population density. Forest size significantly affected population size. Taita dwarf galagos prefer dense canopy coverage, and they prefer the lower 20–30-m tall forest. Mbololo forest (185 ha) has steady population, whereas dwarf galagos are nearly extinct in Ngangao forest (120 ha). The calls of Taita dwarf galagos resemble those of Kenya coast dwarf galagos ( Paragalago cocos ). DNA studies are urgently needed to resolve the taxonomic status of both surviving populations of dwarf galagos in the Taita Hills. This simple study design should be conducted across African forests to obtain crucial knowledge for galago conservation. "
"Small Mammal Distribution And Diversity Along The Coastal Forests Of Eastern Africa","https://scispace.com/paper/rttFucXsWMcJ","","","","NE Mbije
LZ Mcharo
DJ Kavana","","","… within coastal forest ecosystems of East Africa is a key start for … molecular genetics analyses are strongly advised to … coastal forest fragments are now found within government forest …",""
"Habitat fragmentation and metapopulation dynamics of the Angolan black and white colobus (Colobus angolensis palliatus) in coastal Kenya","https://scispace.com/paper/habitat-fragmentation-and-metapopulation-dynamics-of-the-2ylxjha6ja","2005","Dissertation","","Julie Anderson","","https://discovery.ucl.ac.uk/id/eprint/1444523/1/U591829.pdf","… Some of the most unusual threatened primate communities can be found surviving within highly fragmented forest habitat (Cowlishaw & Dunbar, 2000b; Marsh, 2003b). It is therefore …","This study investigates the effects of habitat fragmentation on an Angola black-and-white colobus (Colobus angolensis palliatus) metapopulation in southern Kenya. 124 coastal forest fragments were surveyed in 2001. Fifty-five C. a. palliatus populations were found during this survey, (44% habitat patch occupancy), with an estimated national population estimate of 3,100 - 5,000 individuals. Colobus occurrence and density in this forest network was significantly linked to the spatial characteristics and quality of habitat patches. The heterogeneous landscape between habitat patches (matrix) was also found to be important, providing additional foraging habitat and connectivity between forest patches. The use of a spatially explicit metapopulation model (the incidence function model) provided a conceptual framework in which to explore future scenarios of habitat change. C. a. palliatus metapopulation persistence was found to be dependent upon the five largest forests in the network. Many of the colobus populations inhabiting unprotected forests were found to be on critical limits of population extinction. Population occupancy was also affected by the degradation or enhancement of the surrounding matrix."
"Primates in peril: the world's 25 most endangered primates, 2006–2008","https://scispace.com/paper/primates-in-peril-the-world-s-25-most-endangered-primates-7i71jkntmf6q","","","","Russell A. Mittermeier
Jonah Ratsimbazafy
Anthony B. Rylands
Liz Williamson
John F. Oates
David Mbora
Jörg U. Ganzhorn
Ernesto Rodríguez-Luna
Erwin Palacios
Eckhard W. Heymann
M. Cecília M. Kierulff
Long Yongcheng
Jatna Supriatna
Christian Roos
Sally Walker
John M. Aguiar","10.1896/052.022.0101","https://bioone.org/journals/primate-conservation/volume-22/issue-1/052.022.0101/Primates-in-Peril--The-Worlds-25-Most-Endangered-Primates/10.1896/052.022.0101.pdf","… Although the range of this medium-sized, nocturnal primate … in the few remaining forest fragments. Total numbers are … forest) in the Udzungwa Mountains of south-central Tanzania…","1Conservation International, Arlington, VA, USA 2Durrell Wildlife Conservation Trust – Madagascar Programme, Antananarivo, Madagascar 3Center for Applied Biodiversity Science, Conservation International, Arlington, VA, USA 4Department of Psychology, University of Stirling, Stirling, Scotland, UK 5Department of Anthropology, Hunter College, City University of New York (CUNY), New York, USA 6Department of Biological Sciences, Dartmouth College, Hanover, NH, USA 7Institute of Zoology, Ecology and Conservation, Hamburg, Germany 8Instituto de Neuroetología, Universidad Veracruzana, Veracruz, México 9Conservation International Colombia, Bogotá, DC, Colombia 10Abteilung Verhaltensforschung & Ökologie, Deutsches Primatenzentrum, Göttingen, Germany 11Fundação Parque Zoológico de São Paulo, São Paulo, Brazil 12The Nature Conservancy, China Program, Kunming, Yunnan, China 13Conservation International Indonesia, Jakarta, Indonesia 14 Gene Bank of Primates, Deutsches Primatenzentrum, Göttingen, Germany 15Zoo Outreach Organisation, Coimbatore, Tamil Nadu, India"
"Physiological and behavioural responses to habitat fragmentation by black lion tamarins","https://scispace.com/paper/Svee33njmSgJ","","","","O Kaisin
L Culot
P Poncin
F Brotcorne","","https://orbi.uliege.be/bitstream/2268/229437/1/Newsletter%2038%20-%20AUGUST%202018.pdf","… ), a small-sized endangered primate inhabiting the fragmented Atlantic Forest of South-Bahia. … Congress, with a fifth coming directly from Kenya, and other primate range African states. …",""
"Primates in human-modified and fragmented landscapes: the conservation relevance of modelling habitat and disturbance factors in density estimation","https://scispace.com/paper/primates-in-human-modified-and-fragmented-landscapes-the-pwrpavolzv","2016","Journal Article","PLOS ONE","Nathalie Cavada
Claudia Barelli
Marco Ciolli
Francesco Rovero","10.1371/JOURNAL.PONE.0148289","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0148289&type=printable","… Mountains of Tanzania, including the endangered and endemic … , we could confirm that primate densities are highest in low-to-… affects the structural characteristics of the forest [54–56]. …","Accurate density estimations of threatened animal populations is essential for management and conservation. This is particularly critical for species living in patchy and altered landscapes, as is the case for most tropical forest primates. In this study, we used a hierarchical modelling approach that incorporates the effect of environmental covariates on both the detection (i.e. observation) and the state (i.e. abundance) processes of distance sampling. We applied this method to already published data on three arboreal primates of the Udzungwa Mountains of Tanzania, including the endangered and endemic Udzungwa red colobus (Procolobus gordonorum). The area is a primate hotspot at continental level. Compared to previous, 'canonical' density estimates, we found that the inclusion of covariates in the modelling makes the inference process more informative, as it takes in full account the contrasting habitat and protection levels among forest blocks. The correction of density estimates for imperfect detection was especially critical where animal detectability was low. Relative to our approach, density was underestimated by the canonical distance sampling, particularly in the less protected forest. Group size had an effect on detectability, determining how the observation process varies depending on the socio-ecology of the target species. Lastly, as the inference on density is spatially-explicit to the scale of the covariates used in the modelling, we could confirm that primate densities are highest in low-to-mid elevations, where human disturbance tend to be greater, indicating a considerable resilience by target monkeys in disturbed habitats. However, the marked trend of lower densities in unprotected forests urgently calls for effective forest protection."
"Genetic structure and demographic history of two west african colobine monkeys: the effects of habitat fragmentation and hunting","https://scispace.com/paper/genetic-structure-and-demographic-history-of-two-west-3hoq5158ej","2017","Dissertation","","Rúben Filipe Sousa de Oliveira","","https://repositorio.ulisboa.pt/bitstreams/a70c5606-889f-46e2-9051-6594a4a44f03/download","… populations to find refuge in isolated forest fragmented, promoting their divergence. Upon … endangered or critically endangered, including two amongst the 25 most endangered primate …","Tese de mestrado, Biologia da Conservacao, Universidade de Lisboa, Faculdade de Ciencias, 2017"
"Potential drivers of samango monkey (Cercopithecus albogularis) population subdivision in a highly fragmented mountain landscape in northern South Africa","https://scispace.com/paper/potential-drivers-of-samango-monkey-cercopithecus-wsoji67z","2022","Journal Article","Primates","Birthe Linden
Desiré L. Dalton
Anna M. van Wyk
Deon de Jager
Yoshan Moodley
Peter R. Taylor","10.1007/s10329-022-00981-7","https://opus.sanbi.org/bitstream/20.500.12143/8383/1/Linden%20et%20al,%202022.pdf","… Our study focuses on a population of South Africa’s only diurnal, forest-dwelling primate … as Endangered (Linden et al. 2016). In this study, we investigate how historical and recent forest …",""
"Introduction to the special issue on What they do in the shadows: new perspectives on Africa's nocturnal bushbabies","https://scispace.com/paper/introduction-to-the-special-issue-on-what-they-do-in-the-4b6h94xrvie1","2024","Journal Article","International Journal of Primatology","Frank P. Cuozzo
Michelle L. Sauther
Luca Pozzi
John K. Dalton","10.1007/s10764-024-00476-w","https://link.springer.com/content/pdf/10.1007/s10764-024-00476-w.pdf","… attention and support for species viewed as more threatened … of one such small nocturnal primate, Galago moholi. They … fragmented habitats are a particular threat that affects galago …","a summary of their evolution and divergence from other primate clades, comments on their conservation status"
