"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"GEOGRAPHIC VARIATION IN THE LOUDCALLS OF TREE HYRAX – DENDROHYRAX VALIDUS (TRUE 1890) – IN THE EASTERN ARC MOUNTAINS, EAST AFRICA: TAXONOMIC AND CONSERVATION IMPLICATIONS","https://scispace.com/paper/2001robertsloudcallshyraxmscdiss-ganuydoy","2001","","UNIVERSITY OF READING MSc Wildlife Management: Conservation and Control","DIANA ROBERTS","","https://scispace.com/records/2001robertsloudcallshyraxmscdiss-ganuydoy","1. BIOGEOGRAPHY:
 Such conditions have resulted in high levels of speciation, as evinced by the large number of galago species endemic to the forests of Tanzania (Honess 1996).","Extensive studies have used bioacoustics in defining the taxonomy and systematics of various taxa, especially nocturnal and cryptic animals that use vocal sounds (and often olfactory signals) as their primary means of intra-specific communication. Recent research revealed distinct inter-specific differences in vocalisation patterns of tree hyrax species [Hyracoidea, Procavidae, Dendrohyrax, (Kingdon, 1997)]. Extensive geographical variation in the vocalisations of the eastern tree hyrax., Dendrohyrax validus (True 1890), occurring in disjunct populations in the montane and coastal forests of eastern Tanzania and southern Kenya, was also revealed. Based on data from recordings obtained from sixteen forest populations (populations) within four isolated mountain blocks and two oceanic islands (regions), this study identified three distinct call-zones on the basis of marked qualitative differences in the vocal profiles of D. validus occurring in (1) the islands of Zanzibar and Pemba, (2) the Uluguru and Udzungwa Mountains, Tanzania, (3) the East Usambara Mountains, Tanzania and Taita Hills, Kenya. Within each call-zone, further population differences were analysed. One-way analysis of variance (ANOVA) tests were used to investigate significant differences in call patterns between (1) paired regions and (2) forest populations within each region. The taxonomic implications are discussed. It is proposed that at least three distinct D. validus sub-populations occur, subject to further behavioural and genetic research. In addition, significant inter-regional and inter-population variation was found. These findings have important conservation implications in relation to loss of biodiversity through population loss in isolated, fragmented forest habitats."
"Loud Calls of Galago crassicaudatus and G. garnettii and their Relation to Habitat Structure","https://scispace.com/paper/masters-1991-loud-calls-ofgalago-crassicaudatus-andg-lfb6j6iz","1991","","PRIMATES","J. C. Masters","","https://scispace.com/records/masters-1991-loud-calls-ofgalago-crassicaudatus-andg-lfb6j6iz","1. AIMS:
 This study formed part of a broader investigation of the genetic status of the greater galagos . Its primary aim was to identify and quantify the differences between the calls of the taxa, and to relate these to the habitats in which they occur.","Long distance vocalizations have been shown to be good indicators of genetic species in primates. Here the loud calls of two recently identified greater galago taxa - Galago crassicaudatus and G. garnettii - are compared and analyzed statistically. Observed differences in call structures are investigated further as potential indicators of differences in the structures of habitats frequented by the two species. Although the calls share a repetitive structure, and show similar dominant frequency bands (1,000-1,500 Hz), they differ significantly in the number of units per call, unit duration, inter-unit interval, highest frequency, lowest frequency, dominant frequency band, first harmonic, and call duration. The duration of the G. crassicaudatus call is more than twice that of G. garnettii. Strong intraspecific consistency is seen in the most energetic frequency bands (dominant frequency band and first harmonic), and durations of the individual units and inter-unit intervals. Information important to species recognition is thus most likely to be contained in these features. Individual recognition may be encoded in the relative emphasis of higher level harmonics. The frequency structures of the calls will reflect requirements for acoustical transmission in a forest environment, as well as structural constraints imposed by body size. Higher frequencies detected in the G. garnettii call (up to 8,500 Hz) may have a functional significance related to distance estimation, or may simply be a reflection of smaller body size. The greater modulation of the G. garnettii call suggests that its habitat constitutes a denser or more turbulent medium for sound transmission than does the habitat of G. crassicaudatus."
"A survey of nocturnal primates in Malawi – August 2009","https://scispace.com/paper/bearder-and-karlsson-a-survey-of-nocturnal-primates-in-qpyo03o3","2009","","","Simon K. Bearder
Johan Karlsson","","https://scispace.com/records/bearder-and-karlsson-a-survey-of-nocturnal-primates-in-qpyo03o3","1. Introduction:
 Further poorly known species have been provisionally identified in southern Malawi -in the region of Mount Mulanje and Thyolo Mountains (Galagoides nyasae and Galagoides sp. nov. 2).

2. Abstract:
 We collected over 10 hours of tape recordings of galago calls, 4 hours of video recordings and many photographs of the animals and their habitats to aid a more detailed analysis and assessment of conservation priorities for the severely threatened, yet unique forest areas that remain in Malawi.

3. Results:
 Photographs and tape recordings enabled us to confirm that the very small bushbaby common in this forest was a montane galago not previously recorded for Malawi, but studied by Perkin & Bearder in the nearby Mount Rungwe, Tanzania, in 2005.","We conducted 75 hours of nocturnal surveys in the rainforests of Malawi from 30 July to 23 August 2009 in three regions: Mount Mulanje, in the south; Nkhata Bay, on the lake-shore; and in the Misuku Hills, in the far north. We identified four different kinds of bushbaby (galagos) on the basis of their different calls and pelage colouration: Otolemur crassicaudatus (in all areas); Galagoides granti (Southern Malawi); Galagoides sp. nov. 1 (near Nkahata Bay); and Galagoides orinus/Galagoides sp. nov. 3 (Mughese Forest, Misuku). We noted the position, height and behaviour of each animal seen during night surveys using torch light and a handheld GPS-unit. We collected over 10 hours of tape recordings of galago calls, 4 hours of video recordings and many photographs of the animals and their habitats to aid a more detailed analysis and assessment of conservation priorities for the severely threatened, yet unique forest areas that remain in Malawi. The complete destruction of the Kalwe Forest Reserve, the last remaining easily accessible forest of its kind in Malawi and a national treasure, is particularly alarming."
"Identification, distribution, and taxonomy of three populations of galagos (Primates, Galagidae) in Malawi","https://scispace.com/paper/j-karlsson-galago-malawi-ssb-application-21-march-2007-et00k377","2007","","","Johan Karlsson","","https://scispace.com/records/j-karlsson-galago-malawi-ssb-application-21-march-2007-et00k377","1. Abstract:
 The information that is gathered will serve as baseline data for a PhDproject commencing during the winter 20078, on the phylogeny and biogeography of galagos in the southern regions of the Eastern Afromontane Biodiversity Hotspot ).","The objectives of this study are: 1. To establish a preliminary taxonomic rank of three of the most isolated and esoteric populations of galagos (bushbabies) (Primates, Galagidae) of the genus Galagoides in Africa: (Malawi galago, G. nyasae; Kalwe small galago, G. sp. nov. 1; Misuku Hills galago, G. sp.), based on their vocal repertoire. 2. To investigate the ecological requirements of these populations. 3. To estimate local population density and distribution with each type locality. 4. To initiate biogeographic mapping of the inhabited forest patches using Geographic Information System (GIS) models. The information that is gathered will serve as baseline data for a PhD-project commencing during the winter 2007-8, on the phylogeny and biogeography of galagos in the southern regions of the Eastern Afromontane Biodiversity Hotspot (Brooks et al. 2007)."
"Cryptic diversity and species boundaries within the Paragalago zanzibaricus species complex","https://scispace.com/paper/pozzi-et-al-2020-cryptic-diversity-and-species-boundaries-4ase77fu","2020","","Molecular Phylogenetics and Evolution","Luca Pozzi
Anna Penna
Simon K. Bearder
Johan Karlsson
Andrew Perkin
Todd R. Disotell","10.1016/j.ympev.2020.106887","https://scispace.com/records/pozzi-et-al-2020-cryptic-diversity-and-species-boundaries-4ase77fu","1. Conclusions:
 The diversity within this genus both genetically and acoustically underlines the importance of combining molecular tools, natural history and behavioral information to elucidate the evolutionary history of dwarf galagos.

2. Introduction:
 The African galagids (Primates; Galagidae) represent another primate group where species diversity has been long underestimated due to the lack of clear morphological variation .","The recently described genus Paragalago is a complex of several nocturnal and morphologically cryptic species distributed in the forests of eastern Africa. Species diversity within this genus has been mainly described using species-specific differences in their loud calls. However, molecular data are still lacking for this group and species boundaries remain unclear. In this study, we explore species diversity within the zanzibaricus-complex using a combination of mitochondrial and nuclear data and comparing multiple species delimitation methods. Our results consistently support the existence of three independent lineages, P. cocos, P. zanzibaricus, and P. granti, confirming previous hypotheses based on vocal data. We conclude that these three lineages represent valid cryptic species and we hypothesize that speciation within this complex was characterized by cycles of forest expansion and contraction in the Plio-Pleistocene."
"Molecular Phylogeny of East African Dwarf Galagos (Galagidae; Galagoides)","https://scispace.com/paper/johan-karlsson-application-form-6pdpfcuf","2012","","Primate Society of Great Britain RESEARCH GRANT Application Form","Johan Karlsson","","https://scispace.com/records/johan-karlsson-application-form-6pdpfcuf","1. Aims:
 We therefore suggest a survey of specific localities in Tanzania to collect genetic material from four species of dwarf galago (table ). In combination with samples derived from previous surveys, the intent is to construct the most comprehensive molecular phylogeny made to date.

2. Aims:
 We believe the results from this study will prove pivotal for future research and conservation prioritizing of dwarf galagos.","As with many nocturnal animals, dwarf galagos (Galagoides spp.) have a cryptic morphology that confounds full understanding of their true species diversity. To fully quantify the extent of the taxonomic variety of the genus, it is necessary to conduct an assessment of the genetic diversity in an evolutionary perspective, i.e. create a genetically based phylogeny. However, current records of dwarf galago DNA are very patchy and are mostly derived from captive populations, leaving incomplete phylogenetic understanding. We therefore suggest a survey of specific localities in Tanzania to collect genetic material from four species of dwarf galago (table 1). In combination with samples derived from previous surveys, the intent is to construct the most comprehensive molecular phylogeny made to date. We believe the results from this study will prove pivotal for future research and conservation prioritizing of dwarf galagos."
"Identification, distribution, and taxonomy of three populations of galagos (Primates, Galagidae) in Malawi","https://scispace.com/paper/systematics-application-kadxcqp0","2007","","","Johan Karlsson","","https://scispace.com/records/systematics-application-kadxcqp0","1. Abstract:
 The information that is gathered will serve as baseline data for a PhDproject commencing during the winter 20078, on the phylogeny and biogeography of galagos in the southern regions of the Eastern Afromontane Biodiversity Hotspot ).

2. Abstract:
 1. To establish a preliminary taxonomic rank of three of the most isolated and esoteric populations of galagos (bushbabies) (Primates, Galagidae) of the genus Galagoides in Africa: (Malawi galago, G. nyasae; Kalwe small galago, G. sp. nov. 1; Misuku Hills galago, G. sp.), based on their vocal repertoire.",""
"A survey of nocturnal primates in Malawi – August 2009","https://scispace.com/paper/bearder-and-karlsson-a-survey-of-nocturnal-primates-in-pm0j9ph8","2009","","","Simon K. Bearder
Johan Karlsson","","https://scispace.com/records/bearder-and-karlsson-a-survey-of-nocturnal-primates-in-pm0j9ph8","1. Abstract:
 We collected over 10 hours of tape recordings of galago calls, 4 hours of video recordings and many photographs of the animals and their habitats to aid a more detailed analysis and assessment of conservation priorities for the severely threatened, yet unique forest areas that remain in Malawi.

2. Introduction:
 A detailed study by  provided strong evidence that the small galagos in this area were Galagoides granti, as found in neighbouring Mozambique and extending north into coastal Tanzania.","We conducted 78 hours of nocturnal surveys in the rainforests of Malawi from 30 July to 23 August 2009 in three regions: Mount Mulanje, in the south; Nkhata Bay, on the lake-shore; and in the Misuku Hills, in the far north. We identified four different kinds of bushbaby (galagos) on the basis of their different calls and pelage colouration: Otolemur crassicaudatus (in all areas); Galagoides granti (Southern Malawi); Galagoides sp. nov. 1 (near Nkahata Bay); and Galagoides orinus/Galagoides sp. nov. 3 (Mughesse Forest, Misuku Hills Forest Reserve). We noted the position, height and behaviour of each animal seen during night surveys using torch light and a handheld GPS-unit. We collected over 10 hours of tape recordings of galago calls, 4 hours of video recordings and many photographs of the animals and their habitats to aid a more detailed analysis and assessment of conservation priorities for the severely threatened, yet unique forest areas that remain in Malawi. The complete destruction of the Kalwe Forest Reserve, the last remaining easily accessible forest of its kind in Malawi and a national treasure, is particularly alarming."
"Phylogenetic Relationships Among the Galaginae as Indicated by Erythrocytic Allozymes","https://scispace.com/paper/masters-et-al-1994-phylogenetic-relationships-among-the-dtiqomez","1994","","PRIMATES","J. C. Masters
R. J. Rayner
H. Ludewick
E. Zimmermann
N. Molez-Verriere
F. Vincent
L. T. Nash","","https://scispace.com/records/masters-et-al-1994-phylogenetic-relationships-among-the-dtiqomez","1. Abstract:
 The data also show strong concordance with results obtained using highly repeated DNA sequences, which indicate that the galagos form a close-knit genetic group, while the Malagasy lemurids show considerably more inter-taxic variation.","At least four hypotheses regarding the phylogenetic relationships within the Galaginae have been proposed, based on features of karyology, morphology, and behaviour, but these hypotheses share few common elements. Here we investigate erythrocytic allozymes as potential phylogenetic markers, and subject our results to a cladistic analysis. Our study offers little support for the previous models, but suggests instead that the greater galagos and G. alleni form a clade since they share character states for eight of the ten systems examined. The two lesser galago species could not be distinguished using these enzymes, and character states common to them and the alleni-crassicaudatus-garnettii clade were found in only four systems. Our resultant cladogram accords well with the rather scant galagine fossil record. The data also show strong concordance with results obtained using highly repeated DNA sequences, which indicate that the galagos form a close-knit genetic group, while the Malagasy lemurids show considerably more inter-taxic variation."
"Identification, distribution, and taxonomy of three endemic populations of galagos (Primates, Galagidae, Galagoides spp.) in Malawi.","https://scispace.com/paper/karlsson-johan-malawi-galagos-appl-cv-gush8aov","","","","Johan Karlsson","","https://scispace.com/records/karlsson-johan-malawi-galagos-appl-cv-gush8aov","1. Abstract:
 Identification, distribution, and taxonomy of three endemic populations of galagos (Primates, Galagidae, Galagoides spp.) in Malawi.","The cryptic, nocturnal, and vocal African primates of the genus Galagoides (Primates, Galagidae), belong, not only to the smallest (<200 grams) subset within its family, but also to one of the least studied. As an effect of a paradigm shift in species concept twenty years ago, to the Recognition Species Concept, galago vocalizations became useful as species denominator. The very elusive Galagoides then became an easier target for study, and as a result, approximately six new Galagoides species was described. In some cases the rate of discovery surpassed the rate of detailed species descriptions which lead to ambiguities in taxonomic status of several the new taxa. Malawi harbour three esoteric and little studied endemic populations of Galagoides: Malawi galago (Galagoides nyasae); Kalwe small galago (Galagoides sp. nov. 1); and the Misuku Hills galago (Galagoides sp.). There exists little or no records of their vocal repertoire and their status has not been confirmed in 20-100 years. Hence, his study suggests a survey of their type localities to record each population's vocal repertoire, mapping their geographical distribution, local abundance, and establish their basic ecological preferences. The findings from this project are expected to give strong indications on their taxonomic and ecological status, and further underpin a planned long-term study of Malawi's galagos."
