"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Assessing Ecological Divergence and Speciation Scenarios of the Paragalago zanzibaricus Species Complex Through Climatic Niche Modeling","https://scispace.com/paper/assessing-ecological-divergence-and-speciation-scenarios-of-2l45qn80","2023","Journal Article","International Journal of Primatology","Evan Miller
Averee M. Luhrs
Amanda N. Mancini
Mary E. Blair
Luca Pozzi","10.1007/s10764-023-00374-7","https://par.nsf.gov/servlets/purl/10510335","… along the coast of eastern Kenya and a small region in northeastern Tanzania (Fig. 2). Of the … of high climatic niche suitability in coastal Kenya and Tanzania, despite the contrast with its …",""
"Morphological correlates of speciation in bush babies","https://scispace.com/paper/morphological-correlates-of-speciation-in-bush-babies-3j0t6aexdo","2000","Journal Article","International Journal of Primatology","Judith C. Masters
Nigel P. Bragg","10.1023/A:1005590524932","https://www.academia.edu/download/51461660/a_3A100559052493220170121-6551-1u0x7nd.pdf","… We conducted multivariate morphometric analyses of 6 cryptic pairs of galago taxa recently accorded specific status by some authors. Our aim was to investigate the degree of …","Morphology is not a reliable specific indicator in nocturnal animals. Nevertheless, because species are genetically independent, appropriate analytic methods should reveal subtle and consistent morphological differences among them. Until recently, the diversity of living bush babies was underrated, and new species have been recognized on the basis of genetic, behavioral and soft tissue data. This has placed museum curators in a quandary as to how to sort their skin and skull collections according to the new specific designations. We conducted multivariate analyses of 6 morphologically similar pairs of bush baby taxa: Otolemur crassicaudatus and O. garnettii; Galagoides demidoffand G. thomasi; Galago gallarumand G. senegalensis; G. moholi and G. senegalensis; Euoticus elegantulus and E. pallidus, and Galagoides zanzibaricus and G. granti. We also compared subspecies within the taxa Otolemur crassicaudatus, O. garnettii, Galagoides demidoff, and Galago senegalensis.
 Five out of six species pairs were discriminated with a high level of reliability (88.5–99%) on the basis of 2–5 morphological variables. Only Euoticus elegantulus and E. pallidus did not show this pattern. All strongly supported specific discriminations share two features: (a) ear length is a highly significant factor, while the involvement of other characters is variable; (b) the greater the reliability of the discrimination, the fewer variables necessary to effect it. Euoticus elegantulus and E. pallidus behaved more like subspecies in the discrimination, while Galago senegalensis sspp. showed a pattern of variation similar to that in the specific analyses."
"Speciation by sensory drive in the Paragalago zanzibaricus species complex","https://scispace.com/paper/speciation-by-sensory-drive-in-the-paragalago-zanzibaricus-2bdhffs73s","2021","Journal Article","International Journal of Primatology","Fabien Génin","10.1007/S10764-021-00213-7","","… galago present is Otolemur crassicaudatus) (Génin et al. 2016). In Kenya, the Paragalago … In Pozzi’s (2016) phylogeny, the Paragalago and Galago clades diverged from one another …","Cryptic animal species are often distinguishable by nonvisual communication signals used in specific-mate recognition. The three cryptic taxa comprising the Paragalago zanzibaricus species complex use distinct loud calls that do not obviously reflect molecular phylogenetic relationships. Paragalago granti and P. cocos both have incremental calls but are not sister taxa; P. cocos is the sister taxon to P. zanzibaricus, which has a rolling (trilling) call like that of P. rondoensis, one of the outliers to the complex. To test current hypotheses of species delimitation, I conducted 378 playback trials, using conspecific and heterospecific loud calls and recording both vocal responses and movement toward the speaker. To investigate the sensory drive hypothesis (acoustic adaptation), I measured reverberation duration of 215 short “yap” mobbing calls and examined 282 sonotopes (local soundscapes). I tested the hypothesis that different species’ ear lengths allow the animals to filter out interfering frequencies in local background noise. On Zanzibar Island, P. zanzibaricus responded solely to conspecific calls (23/32). In South Africa, P. granti individuals responded to conspecific calls (12/22) but also sometimes to P. cocos calls (9/22). In Kenya, P. cocos individuals responded to conspecific calls (34/40) but also sometimes to P. zanzibaricus calls (8/40). The three habitats showed differences in reverberation duration, and soundscapes differed in background orthopteran frequencies. Incremental calls probably evolved in the ancestor of the complex, in response to high levels of reverberation and a continuous backdrop of katydid stridulation in dry forest. Secondary evolution of trilling and decreased ear size probably evolved as result of decreased reverberation and higher frequency katydid interference in the P. cocos–P. zanzibaricus ancestor. A loss of short units in P. zanzibaricus probably occurred as result of decreased reverberation in thicket. The study validates the three species of the complex and provides information supporting speciation by sensory drive."
"Distribution, population density, and behavior of dwarf galagos (Paragalago sp.) in Taita Hills, Kenya","https://scispace.com/paper/distribution-population-density-and-behavior-of-dwarf-1kekxnt25h","2023","Journal Article","International Journal of Primatology","Hanna Rosti
Janne Heiskanen
Simon K. Bearder
Benson Lombo
Henry Sebastian Pihlström
Petri Pellikka
Jouko Rikkinen","10.1007/s10764-023-00390-7","https://researchportal.helsinki.fi/files/477964946/s10764-023-00390-7.pdf","… those of Kenya coast dwarf galagos (Paragalago cocos). DNA … forests to obtain crucial knowledge for galago conservation. … A multilocus phylogeny reveals deep lineages within African …","Abstract A good understanding of taxonomy, distribution, and population density is needed for conservation. Scientific knowledge of dwarf galagos ( Paragalago sp.) remains limited. Two populations of Taita dwarf galagos survive in the largest remnants of moist montane forest in Taita Hills, Kenya. We obtained acoustic data on the two remaining populations using AudioMoths—small, passive recorders—more than 231 h in January and February 2021. We measured forest structure by using airborne LiDAR and ground-level observations and tested the influence of forest size and height, canopy coverage, and density on calls per hour as an indicator of population density. Forest size significantly affected population size. Taita dwarf galagos prefer dense canopy coverage, and they prefer the lower 20–30-m tall forest. Mbololo forest (185 ha) has steady population, whereas dwarf galagos are nearly extinct in Ngangao forest (120 ha). The calls of Taita dwarf galagos resemble those of Kenya coast dwarf galagos ( Paragalago cocos ). DNA studies are urgently needed to resolve the taxonomic status of both surviving populations of dwarf galagos in the Taita Hills. This simple study design should be conducted across African forests to obtain crucial knowledge for galago conservation. "
"Climate Change Raises Concerns for the Conservation of the Threatened Mountain Dwarf Galago (Paragalago orinus)","https://scispace.com/paper/De_jG7zoXY4J","","","","E Miller","","https://www.researchgate.net/profile/Evan-Miller-14/publication/392237537_Climate_Change_Raises_Concerns_for_the_Conservation_of_the_Threatened_Mountain_Dwarf_Galago_Paragalago_orinus/links/683a0f34df0e3f544f5c02c3/Climate-Change-Raises-Concerns-for-the-Conservation-of-the-Threatened-Mountain-Dwarf-Galago-Paragalago-orinus.pdf","… assessment for the Rondo dwarf galago in coastal forests, Tanzania. Environ. Manage. … A multilocus phylogeny reveals deep lineages within African galagids (Primates: Galagidae)…",""
"Introduction to the special issue on What they do in the shadows: new perspectives on Africa's nocturnal bushbabies","https://scispace.com/paper/introduction-to-the-special-issue-on-what-they-do-in-the-4b6h94xrvie1","2024","Journal Article","International Journal of Primatology","Frank P. Cuozzo
Michelle L. Sauther
Luca Pozzi
John K. Dalton","10.1007/s10764-024-00476-w","https://link.springer.com/content/pdf/10.1007/s10764-024-00476-w.pdf","… populations and to better characterize galagid phylogeny. … Hills in Kenya. They found that forest size and lower levels of human disturbance were positively associated with dwarf galago …","a summary of their evolution and divergence from other primate clades, comments on their conservation status"
"Remarkable ancient divergences amongst neglected lorisiform primates","https://scispace.com/paper/remarkable-ancient-divergences-amongst-neglected-lorisiform-kqt7ukxfue","2015","Journal Article","Zoological Journal of the Linnean Society","Luca Pozzi
K. Anne-Isola Nekaris
Andrew Perkin
Simon K. Bearder
Elizabeth Pimley
Elizabeth Pimley
Helga Schulze
Ulrike Streicher
Tilo Nadler
Andrew C. Kitchener
Andrew C. Kitchener
Hans Zischler
Dietmar Zinner
Christian Roos","10.1111/ZOJ.12286","https://academic.oup.com/zoolinnean/article-pdf/175/3/661/17013207/zoj12286.pdf","… phylogeny agrees with recent studies based on nuclear data, and supports Euoticus as the oldest galagid lineage and the polyphyletic status of Galagoides. … Rondo galago (Galagoides …",""
"Lack of congruence between morphological and molecular data in reconstructing the phylogeny of the Galagonidae","https://scispace.com/paper/lack-of-congruence-between-morphological-and-molecular-data-n6m9tyvz5k","2002","Journal Article","American Journal of Physical Anthropology","Judith C. Masters","10.1002/AJPA.10001","","… However, the tree differs in its failure to group the lesser galago taxa (Galago) as a clade independent of Galagoides. The tree differs markedly from both the vocalization (Fig. 2a) and …","Published cladistic reconstructions of galagonid phylogeny based on morphological, behavioral, and genetic data have had few elements in common. A recent molecular study indicated that 2 of the 3 generic groupings derived from morphological data were not consistent with tree topologies constructed from the analysis of mitochondrial DNA sequences. In this study, we compiled and analyzed a data set based on craniodental morphology in 13 galagonid and 8 outgroup taxa, comprising 3 dwarf-lemur and 5 loris species, and subjected it to cladistic analysis. Our aim was not only to generate a new phylogenetic hypothesis based on these data, but also to investigate the conditions under which congruence could be achieved between these results and those obtained previously. The data set was found to be highly sensitive to the choice of outgroup, with the lorises showing high interspecific variability in cranial structure. Congruence between the craniodental and molecular trees could be achieved only if Arctocebus was used as the outgroup and two characters were preferentially weighted. Further progress in the reconstruction of galagonid phylogeny will require seeking consensus in a variety of other data sets, including postcranial morphology, behavior, and additional gene sequences. The effect of different outgroups on molecular analysis needs attention."
"A giant among dwarfs: a new species of galago (Primates: Galagidae) 2 from Angola","https://scispace.com/paper/MX4Nn9bOLMkJ","","","","AP Nijman
JC Masters
S Couette
KAI Nekaris","","https://radar.brookes.ac.uk/radar/file/d1c05dec-15cf-48fb-806f-bba8d0e95388/1/svensson2017giant(2).pdf","… ), and examined 43 galago specimens from museums worldwide… Angola with other Galago and Galagoides 45 specimens, … name Angolan dwarf galago, Galagoides 48 kumbirensis sp. …",""
"Weak association between ecological niche divergence and speciation in galagos (Primates: Galagidae)","https://scispace.com/paper/qJBLuNtoeVAJ","","","","E Miller
L Pozzi","","https://www.researchgate.net/profile/Evan-Miller-14/publication/403933685_Weak_association_between_ecological_niche_divergence_and_speciation_in_galagos_Primates_Galagidae/links/69e27e0368c2b872dfd59622/Weak-association-between-ecological-niche-divergence-and-speciation-in-galagos-Primates-Galagidae.pdf","… All small-bodied galago species were formerly described under the genus Galago due to … Most recently, the genus Paragalago was formally split from the genus Galagoides because …",""
