"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Molecular evolution of the cytochrome c oxidase subunit 5A gene in primates","https://scispace.com/paper/molecular-evolution-of-the-cytochrome-c-oxidase-subunit-5a-355ezpdp04","2008","Journal Article","BMC Evolutionary Biology","Monica Uddin
Juan C. Opazo
Juan C. Opazo
Derek E. Wildman
Derek E. Wildman
Chet C. Sherwood
Patrick R. Hof
Morris Goodman
Lawrence I. Grossman","10.1186/1471-2148-8-8","https://scispace.com/pdf/molecular-evolution-of-the-cytochrome-c-oxidase-subunit-5a-355ezpdp04.pdf","Many electron transport chain (ETC) genes show accelerated rates of nonsynonymous nucleotide substitutions in anthropoid primate lineages, yet in non-anthropoid lineages the ETC proteins are typically highly conserved. Here, we test the hypothesis that COX5A, the ETC gene that encodes cytochrome c oxidase subunit 5A, shows a pattern of anthropoid-specific adaptive evolution, and investigate the distribution of this protein in catarrhine brains. In a dataset comprising 29 vertebrate taxa, including representatives from all major groups of primates, there is nearly 100% conservation of the COX5A amino acid sequence among extant, non-anthropoid placental mammals. The most recent common ancestor of these species lived about 100 million years (MY) ago. In contrast, anthropoid primates show markedly elevated rates of nonsynonymous evolution. In particular, branch site tests identify five positively selected codons in anthropoids, and ancestral reconstructions infer that substitutions in these codons occurred predominantly on stem lineages (anthropoid, ape and New World monkey) and on the human terminal branch. Examination of catarrhine brain samples by immunohistochemistry characterizes for the first time COX5A protein distribution in the primate neocortex, and suggests that the protein is most abundant in the mitochondria of large-size projection neurons. Real time quantitative PCR supports previous microarray results showing COX5A is expressed in cerebral cortical tissue at a higher level in human than in chimpanzee or gorilla. Taken together, these results suggest that both protein structural and gene regulatory changes contributed to COX5A evolution during humankind's ancestry. Furthermore, these findings are consistent with the hypothesis that adaptations in ETC genes contributed to the emergence of the energetically expensive anthropoid neocortex.","are related to aerobic energy metabolism (e.g., longer lifespan, larger neocortex, and prolonged fetal development), both structural and regulatory evolutionary change in electron transport chain genes are likely to have contributed to the emergence and evolution of anthropoid primates . DNA sequences:
 We sequenced the COX5A coding region for 16 mammalian species, including eight apes: human (Homo sapiens (2X)), common chimpanzee (Pan troglodytes), bonobo (Pan paniscus), gorilla (Gorilla gorilla), orangutan (Pongo pygmaeus), red-cheeked gibbon (Nomascus gabriellae) and siamang (Symphalangus syndactylus); two Old World monkeys: mantled guereza (Colobus guereza) and olive baboon (Papio anubis); three New World monkeys: pygmy marmoset (Callithrix pygmaea), white-lipped tamarin (Saguinus labiatus) and white-eared titi monkey (Callicebus donacophilus); three strepsirrhines: slow loris (Nycticebus coucang), brown greater galago (Otolemur crassicaudatus) and brown lemur (Eulemur fulvus) and one marsupial, the parma wallaby (Macropus parma) via RACE-PCR . Four additional primate and two outgroup sequences were obtained from public databases: Philipine tarsier (Tarsius syrichta, AY_236506), common squirrel monkey (Saimiri sciureus, AY_585857), rhesus monkey (Macaca mulatta, AY_585861), human (NM_004255), mouse (Mus musculus, NM_007747), and cow (Bos Taurus, NM_00100289). Finally, 8 additional outgroup species were obtained from the ENSEMBL public database, including: frog (Xenopus tropicalis, ENSXETT00000045679), chicken (Gallus gallus, ENSGALT00000022855), gray short-tailed opossum (Monodelphis domestica, ENSMODT00000011691), African elephant (Loxodonta africana, ENSLAFT00000006266), cat (Felis catus, ENSFCAT00000010590), little brown bat (Myotis lucifugus, ENSMLUT00000013702), shrew (Sorex araneus, ENSSART00000003977) and rabbit (Oryctolagus cuniculus, ENSOCUT00000003256). Species in which there was more than one copy of COX5A, or for which poor reads were available, were not included in the study. All sequences newly obtained in this study were deposited in GenBank (DQ987236-DQ987252). Human reference sequence NM_004255 was used in the sequence analyses described below."
"A new species of Mioeuoticus (Lorisiformes, Primates) from the early Middle Miocene of Kenya","https://scispace.com/paper/a-new-species-of-mioeuoticus-lorisiformes-primates-from-the-2pfsbb4wut","2017","Journal Article","Anthropological Science","Yutaka Kunimatsu
Hiroshi Tsujikawa
Masato Nakatsukasa
Daisuke Shimizu
Naomichi Ogihara
Yasuhiro Kikuchi
Yoshihiko Nakano
Tomo Takano
Naoki Morimoto
Hidemi Ishida","10.1537/ASE.170322","https://scispace.com/pdf/a-new-species-of-mioeuoticus-lorisiformes-primates-from-the-2pfsbb4wut.pdf","We here describe a prosimian specimen discovered from the early Middle Miocene (~15 Ma) of Nachola, northern Kenya. It is a right maxilla that preserves P4–M3, and is assigned to a new species of the Miocene lorisid genus Mioeuoticus. Previously, Mioeuoticus was known from the Early Miocene of East Africa. The Nachola specimen is therefore the first discovery of this genus from the Middle Miocene. The presence of a new lorisid species in the Nachola fauna indicates a forested paleoenvironment for this locality, consistent with previously known evidence including the abundance of large-bodied hominoid fossils (Nacholapithecus kerioi), the dominance of browsers among the herbivore fauna, and the presence of plenty of petrified wood.","Ogihara,Yasuhiro Kikuchi,Yoshihiko Nakano,Tomo Takano,Naoki Morimoto,Hidemi Ishida Keywords: Middle Miocene, Mioeuoticus, Lorisidae, Prosimians, East Africa Introduction:
 Although there are relatively abundant fossils of adapoid and omomyoid prosimians known from the Eocene of North America and Europe, prosimian fossils more closely related to living taxa are relatively rare in the fossil record. The fossil record of tarsiers is very poor . Living lemurs are restricted to Madagascar, and no fossil lemurs are known prior to the Late Pleistocene . Fossil lorisiforms are known from Africa and South Asia. In Africa, there are three genera (one lorisid: Mioeuoticus, and two galagids: Progalago, Komba) from the Early to early Middle Miocene (20-15 Ma), and one genus (Galago) from the Plio-Pleistocene . In Egypt,  reported the presence of Galago in the Late Miocene (~10 Ma). Two upper molars of galagid indet. were known from the Late Miocene (10-9 Ma) of Namibia . A galagid maxillary fragment with two upper molars was recently discovered from the Late Miocene of Kenya (~9.9 Ma) . Prior to the Miocene, stem galagids such as Saharagalago (~37 Ma) and Wadilemur (~34 Ma), and a possible lorisid or stem lorisiform (Karanisia; ~37 Ma) are known from the Fayum area in Egypt, supporting the hypothesis of an ancient Afro-Arabian origin for crown strepsirrhines and an Eocene divergence of extant lorisiform families . In addition,  described a new lorisid genus, Namaloris rupestris, based on an upper molar disocvered from the Eocliff Limestone site EC 9 (Bartonian: 41.3-38.0 Ma) in Namibia. Another enigmatic primate, Notnamaia bogenfelsi, is known from the Lutetian (47.8-41.3 Ma) of Namibia , and was originally considered to be an anthropoid . Later,  considered that N. bogenfelsi had overall similarities with European anchomomyin adapoids, although he also recognized that the former showed some significant differences from the latter."
"Taxonomy of the Bornean slow loris, with new species Nycticebus kayan (Primates, Lorisidae).","https://scispace.com/paper/taxonomy-of-the-bornean-slow-loris-with-new-species-1xpisfne9m","2013","Journal Article","American Journal of Primatology","Rachel A. Munds
K. A. I. Nekaris
Susan M. Ford","10.1002/AJP.22071","https://scispace.com/pdf/taxonomy-of-the-bornean-slow-loris-with-new-species-1xpisfne9m.pdf","More species of nocturnal primates are now recognized than in the past, because many are cryptic species. Subtle morphological disparities, such as pelage pattern and color variation, vocal cues, and genetics have aided in elucidating the number of diagnosable species in a genus. The slow lorises (genus Nycticebus) once included only two species, but recent taxonomic studies resulted in the description of three additional species; further incompletely explored variability characterizes each of the currently described species. The Bornean loris in particular is characterized by pelage and body size variation. In this study, we explored facemask variation in the Bornean loris (N. menagensis). Differing facemask patterns, particularly influenced by the amount of white on the face, significantly clustered together by geographic regions, separated by notable geographic boundaries. Our results support the recognition of four species of Bornean lorises: N. menagensis, N. bancanus, N. borneanus, and N. kayan. Genetic studies are required to support these findings and to refine further our understanding of the marked variability within the Bornean loris populations. Am. J. Primatol. 75:46-56, 2013. © 2012 Wiley Periodicals, Inc.","(Corresponding Author),K A I Nekaris,Susan M Ford Keywords: Nycticebus menagensis, Nycticebus bancanus, Nycticebus borneanus, cryptic species, morphology, sympatric, allopatric INTRODUCTION:
 Technological advances have improved our knowledge about the diversity of several nocturnal mammals; many of these nocturnal mammals include cryptic species that were falsely lumped together as one species . With a better understanding of what differentiates these cryptic mammals, new species have been recognized . Additional species have been distinguished by their unique calls , others by variation in sexual anatomy , or subtle and obvious pelage variations , and the increased use of genetics has resulted in the exponential recognition of new species . Although the number of recognized species of primates has more than doubled in the past 25 years and our understanding of what defines a species has improved, some species, particularly the nocturnal ones, remain hidden to science. Many compounding variables contribute to the poor understanding of these species: difficulty of distinguishing between allopatric species, inability to collect genetic tissue, highly subtle morphological cues, and disagreements on what defines a species . INTRODUCTION:
 Here we examine morphological and geographic variation in the Bornean slow loris [Nycticebus menagensis, . A small taxonomic study on species-level differences in N. menagensis done previously found diversity within this species , but no thorough investigation of intraspecific variation has been conducted to date. Until recently, the genus N. ycticebus Boddaert 1785 comprised two species, the pygmy loris (N. pygmaeus) and the polytypic slow loris (N. coucang), which consisted of four subspecies . Only in 1998 was one of the subspecies of N. coucang recognized as a distinct species (N. bengalensis) . More than a decade after the first split in the original N. coucang, the three remaining subspecies of N. coucang (N. javanicus, N. menagensis, N. coucang) have been elevated to species level, based on genetic and morphological research ; see also . More taxonomic research is required, as there is clear variation within each of the currently recognized slow loris taxa . INTRODUCTION:
 Nycticebus menagensis is found on the island of Borneo, some of the small Philippine islands to the northeast of Borneo, and some small islands to the southwest of Borneo. Historically, four subspecies have been recognized across this region: N. m.  philippinus. These distinctions were not only based on distinct pelage characteristics, but also body size differences with adult body weights (in the same season) ranging from 265-610 g (based on museum specimens), with reports of up to 800 g from animals rescued from trade. Across Borneo and on the small islands, slow lorises are actually scarce, with what may be a disjunct distribution; as field studies are still lacking, no overlap between subspecies is known ."
"Checkerboard Patterns, Interspecific Competition, and Extinction: Lessons from Distribution Patterns of Tarsiers (Tarsius) and Slow Lorises (Nycticebus) in Insular Southeast Asia","https://scispace.com/paper/checkerboard-patterns-interspecific-competition-and-4fuyowuy0u","2010","Journal Article","International Journal of Primatology","Vincent Nijman
K. A. I. Nekaris","10.1007/S10764-010-9458-7","https://scispace.com/pdf/checkerboard-patterns-interspecific-competition-and-4fuyowuy0u.pdf","Tarsiers (Tarsius) and slow lorises (Nycticebus) are the only extant nocturnal primates occurring in Southeast Asia. Harcourt (1999) hypothesized that in insular Southeast Asia, slow lorises and tarsiers showed a checkerboard distribution on 12 small (<12,000 km2) islands, i.e., only one or the other occurs, and attributed this to extreme levels of competition between these 2 largely faunivorous primates. Further, he predicted slow lorises were able to persist on smaller islands than tarsiers. We re-evaluated these findings using an expanded dataset including 49 islands where tarsiers or slow lorises occur. Tarsiers and slow lorises live on islands of similar size (median size of ca. 300–900 km2), and both taxa inhabit an equal proportion of small, medium, and large islands. On small islands within their area of sympatry tarsiers occur on 1 island, slow lorises on 8, both genera on 3, and we can assume they have become extinct from 11 small islands since the Last Glacial Maximum. Sizes of islands where tarsiers or slow lorises have become extinct do not differ from islands where they are still extant. We show that slow lorises occur on more islands in insular Southeast Asia than perhaps previously assumed, but these islands are not smaller on average than islands where tarsiers occur. A checkerboard distribution between these taxa is not evident. More studies are needed at the macroecological level to assess the importance of biogeographic history in explaining their present-day distribution patterns.","strepsirrhines. Studies of the biology of how the behavior and ecology of tarsiers and slow lorises changes when they are or are not in sympatry can shed further light on the broad outline of nocturnal primate evolution . Discussion:
 The last decade has seen a dramatic increase in the number of studies conducted on nocturnal primates, but increase has focused mainly on Madagascar. Research on lemurs has been pivotal in addressing several questions regarding primate evolution, including reconstructing the social organization of the first euprimates , to examine the evolution of antipredator behavior and semantic signaling in primates , and to examine the role of sperm competition in primate evolution . Studies of Asian nocturnal primates have lagged behind those of the nocturnal lemurs. An analysis of the number of long-term field studies completed by the publication of a 2007 primate compendium reveals only 3 studies of 2 slow loris species and 9 studies of 5 tarsier species vs. 39 for nocturnal lemurs . Despite the distribution of these nocturnal primates all over Borneo, when assessing the distribution of primates on the island,  had fewer records for tarsiers and slow lorises than all but 1 of the other 11 primates. Despite the paucity of data (cf. , of the 12 taxa included in this study, 5 are listed as Vulnerable, 3 as Endangered, and 1 as Critically Endangered, with a further 2 listed as Data Deficient . Many of these globally threatened species are single-island endemics. ) poignantly commented on the risks of extinction when species are restricted to 1 or a small number of islands. Discussion:
 We here have provided a more thorough overview of the distribution patterns of the nocturnal primates of insular Southeast Asia. Field data are required to unravel to what extent the current distribution of tarsiers and lorises in Sundaland reflects biogeographic history, or to examine further any evidence for competition between these primate species. Acknowledgments We thank S. Gursky and M. Shekelle for inviting us to contribute to this volume, and for their extensive comments on the manuscript. We thank E. Meijaard for providing data on the distribution of primates in Southeast Asia. We gratefully acknowledge A. Harcourt for his key biogeographical contributions that led to this research. We thank the following individuals for access to and help with their zoological collections: H. van Grouw (Naturalis Leiden), D. Hill and P. Jenkins (Natural History Museum London), W. Stanley (Field Museum of Natural History Chicago), A. Rol (Zoological Museum Amsterdam), Boeadi (Zoological Museum Bogor), C. Yang (Raffles Museum, National University Singapore), and M. Nowak-Kemp (Natural History Museum Oxford University). We thank R. Munds and R. Collins for use of their photographs. Funding for some aspects of this study was provided by the Systematics Research Fund of the Linnaean Society, Primate Conservation Inc., the Royal Society, and from the SYNTHESYS Project, which is financed by European Community Research Infrastructure Action under the FP6 Structuring the European Research Area Programme (NL-TAF-3491). We thank 2 reviewers for helpful comments on the manuscript."
"Estimating the phylogeny and divergence times of primates using a supermatrix approach","https://scispace.com/paper/estimating-the-phylogeny-and-divergence-times-of-primates-a2wvr9d9hg","2009","Journal Article","BMC Evolutionary Biology","Helen J. Chatterjee
Simon Y. W. Ho
Simon Y. W. Ho
Ian Barnes
Colin P. Groves","10.1186/1471-2148-9-259","https://scispace.com/pdf/estimating-the-phylogeny-and-divergence-times-of-primates-a2wvr9d9hg.pdf","The primates are among the most broadly studied mammalian orders, with the published literature containing extensive analyses of their behavior, physiology, genetics and ecology. The importance of this group in medical and biological research is well appreciated, and explains the numerous molecular phylogenies that have been proposed for most primate families and genera. Composite estimates for the entire order have been infrequently attempted, with the last phylogenetic reconstruction spanning the full range of primate evolutionary relationships having been conducted over a decade ago. To estimate the structure and tempo of primate evolutionary history, we employed Bayesian phylogenetic methods to analyze data supermatrices comprising 7 mitochondrial genes (6,138 nucleotides) from 219 species across 67 genera and 3 nuclear genes (2,157 nucleotides) from 26 genera. Many taxa were only partially represented, with an average of 3.95 and 5.43 mitochondrial genes per species and per genus, respectively, and 2.23 nuclear genes per genus. Our analyses of mitochondrial DNA place Tarsiiformes as the sister group of Strepsirrhini. Within Haplorrhini, we find support for the primary divergence of Pitheciidae in Platyrrhini, and our results suggest a sister grouping of African and non-African colobines within Colobinae and of Cercopithecini and Papionini within Cercopthecinae. Date estimates for nodes within each family and genus are presented, with estimates for key splits including: Strepsirrhini-Haplorrhini 64 million years ago (MYA), Lemuriformes-Lorisiformes 52 MYA, Platyrrhini-Catarrhini 43 MYA and Cercopithecoidea-Hominoidea 29 MYA. We present an up-to-date, comprehensive estimate of the structure and tempo of primate evolutionary history. Although considerable gaps remain in our knowledge of the primate phylogeny, increased data sampling, particularly from nuclear loci, will be able to provide further resolution.","broadly in agreement with other estimates such as that of Goodman et al. at 63 MYA, but younger than those of Steiper and Young at 77.5 MYA and Janecka et al. at 79.6 MYA. Tarsiiformes:
 Our results place the tarsiers as sister group to Strepsirrhini, with a posterior probability of 1.0. The divergence date estimate for the split between tarsiers and strepsirrhines at 58.6 MYA is only slightly younger than the Primate-Euarchonta split (67.6 MYA) and the Strepsirrhini-Haplorrhini split (63.7 MYA). We concur with Eizirik et al.  that the split between the three major primate lineages occurred soon after the origin of primates, affording limited timed for a shared evolutionary history, which explains the difficulty in resolving the phylogenetic position of tarsiers. Given the long-standing disagreements over the phylogenetic position of tarsiers, this result obviously needs to be tested and retested. The consequences of a tarsiers/strepsirrhine association, if it is correct, are that haplorrhinism, including a haemochorial placenta and fovea and macula in the retina, are the primitive condi-tions for Primates as a whole. Given the general implications of this conclusion (for example, the retinal structure would require that the ancestral primates were diurnal), it would be wise to accumulate further molecular data. We also note that the very acceptance of the subordinal division between Strepsirrhini and Haplorrhini depends on the tarsiers being in a clade with the ""anthropoids"", not with the lemurs; were this association with the lemurs to be corroborated by future studies, the old category Prosimii would have to be revived. Strepsirrhini:
 The phylogenetic analysis presented here is in agreement with most recent molecular studies which indicate that the major split within Strepsirrhini was between Lemuriformes/Chiromyiformes and Lorisiformes, although the split between Lemuriformes and Chiromyiformes came shortly afterward . Furthermore, we find strong support for the placement of Cheirogaleidae within Lemuriformes, not within Lorisiformes."
"Platyrrhine Phylogenetics With A Focus On Callitrichine Life History Adaptations","https://scispace.com/paper/platyrrhine-phylogenetics-with-a-focus-on-callitrichine-life-1ajnynxb3e","2013","","","Natalie Mae Jameson","","https://scispace.com/pdf/platyrrhine-phylogenetics-with-a-focus-on-callitrichine-life-1ajnynxb3e.pdf","PLATYRRHINE PHYLOGENTICS WITH A FOCUS ON CALLITRICHINE LIFE HISTORY ADAPTATIONS by NATALIE MAE JAMESON December 2013 Advisor: Dr. Derek E. Wildman Major: Molecular Genetics and Biology Degree: Doctor of Philosophy The life history of a species is highly impacted by their reproductive strategy. In my dissertation I address the changing reproductive strategies in callitrichine New World monkeys and their genetic underpinnings using a phylogenetic approach. The necessity for a resolved phylogeny is universal to any comparative genomic study. Here we have constructed a reliable phylogenetic framework from which reproductive strategy could be studied in callitrichines. First, to determine the most recent common ancestor of Anthropoid primates we took a phylogenomic approach, using the publicly available whole genome sequences of 17 mammal species. With high confidence, we determined here that Tarsier is the most recent common ancestor to Anthropoid primates. Secondly, we construct a reliable phylogenetic framework for New World monkeys. To do this, genomic sequence databases are developed and parsed for nongenic markers. The resulting phylogeny is based on 40+kb of non-genic genomic data and contains 40 species. Finally the reproductive strategy of callitrichines was investigated. The timing and mechanism of litter size reduction in Goeldi’s monkey was accessed though detection of chimerism and adaptive evolution of genes involved in","to the late Eocene or earlier; thus, if early primates had a different substitution rate than occurred in the past 35 million years, we would potentially infer an incorrect time of origin for the crown haplorrhine and primate nodes. Cretaceous origin of Haplorrhini that precedes the first appearance of Primates and:
 We attempted to solve this problem by including calibrations outside of the primate clade (i.e., within rodents). Specifically, the conservative upper estimate for the crown rodent origin (<65 Ma), led to relatively rapid estimates for the speed of the molecular clock within the early Euarchontoglires lineages. In analyses that did not set an upper bound for the crown rodent divergence, even earlier estimates for primate and haplorrhine origins were estimated (results not shown). The discord between the fossil and molecular timescales of primates is well known , and this issue will remain apparent until the development of novel molecular clock methodologies or discovery of fossil evidence to support or reject our estimated dates. Tarsier diversity:
 First described in 1706 by J. G. Camel, the genus Tarsius now contains at least eight species (T. bancanus, T. dentatus, T. lariang, T. pelengensis, T. tarsier, T. sangirensis, T. pumilus, and T. syrichta) . A population of tarsiers from the Indonesian Siau Island has been recognized as being distinct from the eight recognized species, but has yet to be named as a new species . Several fossil tarsiers have been identified throughout Asia. Tarsier diversity:
 However, Tarsius eocaenus is considered an extinct tarsier species belonging to the extant genus. This fossil was recovered in the fissure-filings of Jiangsu Province, China, a richly fossiliferous geological region dating back to the middle Eocene (~45 Ma) . Including Tarsius eocaenus in the genus Tarsius has deepened the genus such that it encompasses 45 million years of evolution. Our divergence estimates suggest that T. eocaenus lived 20 million years after the origin of the tarsiiform lineage. Tarsier diversity:
 Such deep divergence of a genus is rarely reported, although Solenodon and elephant shrew both show intra-genus divergence dates >20 Ma ."
"Fluorescence in situ hybridization to chromosomes as a tool to understand human and primate genome evolution.","https://scispace.com/paper/fluorescence-in-situ-hybridization-to-chromosomes-as-a-tool-zg9v4r7f7z","2005","Journal Article","Cytogenetic and Genome Research","Johannes Wienberg","10.1159/000080811","https://scispace.com/pdf/fluorescence-in-situ-hybridization-to-chromosomes-as-a-tool-zg9v4r7f7z.pdf","For the last 15 years molecular cytogenetic techniques have been extensively used to study primate evolution. Molecular probes were helpful to distinguish mammalian chromosomes and chromosome segments","hybridization. Thus, homologies between this lemur and humans could also be demonstrated for numerous chromosome sub-regions. The results show that for some chromosomes this species conserved a more ancestral form while other chromosomes were more derived than in Eulemurs . Lorisidae:
 Up to now, only two African species of the Lorisidae have been fully analyzed with chromosome painting, Galago moholi (2n = 38) and Otolemur crassicaudatus (2n = 62) . Chromosome banding data suggested that the differences between the karyotypes of these closely related species are simple Robertsonian translocations . Chromosome painting confirmed this hypothesis, and comparing the results with the ancestral primate karyotype provided the information about the direction of changes in galagos. The numbers of hybridization signals with human paints were about the same in both species in spite of the great differences in chromosome numbers. A total of six synapomorphic associations were observed that would link both species. The apomorphic rearrangements in both species, however, are in fact simple Robertsonian translocations, ten fusions in G. moholi and two fissions in O. crassicaudatus. Thus, both species have karyotypes that present a mixture of derived and conserved features. When compared with lemurs there may be another set of six rearrangements indicative of a common phylogenetic root linking lemurs and lorises. These data suggest that both galago species as well as galagos and lemurs may have shared a long period of common ancestry after the divergence of prosimians from anthropoids. The data also demonstrate that the prosimians analyzed up to now are considerably derived from the ancestral primate karyotype . Tarsier:
 The systematics of tarsier was highly disputed. In one hypothesis, tarsiers are closely related to lemurs and lorises, and thus primates should be divided into Prosimii (lorises, lemurs, and tarsiers) and Anthropoidea (Platyrrhini and Catarrhini, i.e., monkeys, apes, and humans) . Recent molecular data, however, place Tarsius as a sister group to anthropoids . Classical staining of chromosomes and banding studies suggest that they may have extremely derived karyotypes . Currently, no data are yet available with chromosome painting that should elucidate the reshuffling of these karyotypes and may contribute to a better understanding of the evolution of this taxon and its relationship to other primates."
"A cryptic taxon of Galapagos tortoise in conservation peril","https://scispace.com/paper/a-cryptic-taxon-of-galapagos-tortoise-in-conservation-peril-3n0gkbdeoh","2005","Journal Article","Biology Letters","Michael A. Russello
Scott Glaberman
James P. Gibbs
Cruz Marquez
Jeffrey R. Powell
Adalgisa Caccone","10.1098/RSBL.2005.0317","https://scispace.com/pdf/a-cryptic-taxon-of-galapagos-tortoise-in-conservation-peril-3n0gkbdeoh.pdf","As once boldly stated, ‘bad taxonomy can kill’, highlighting the critical importance of accurate taxonomy for the conservation of endangered taxa. The concept continues to evolve almost 15 years later largely because most legal protections aimed at preserving biological diversity are based on formal taxonomic designations. In this paper we report unrecognized genetic divisions within the giant tortoises of the Galapagos. We found three distinct lineages among populations formerly considered a single taxon on the most populous and accessible island of Santa Cruz; their diagnosability, degree of genetic divergence and phylogenetic placement merit the recognition of at least one new taxon. These results demonstrate the fundamental importance of continuing taxonomic investigations to recognize biological diversity and designate units of conservation, even within long-studied organisms such as Galapagos tortoises, whose evolutionary heritage and contribution to human intellectual history warrant them special attention.","Title: A cryptic taxon of Gala ´pagos tortoise in conservation peril Authors: Michael A Russello (Corresponding Author),Scott Glaberman,James P Gibbs,Cruz Marquez,Jeffrey R Powell,Adalgisa Caccone Keywords: Geochelone nigra (elephantopus), giant tortoises, microsatellites, conservation genetics, phylogeography, historical DNA"
"Phylogenetic relationships among the Malagasy lemuriforms (Primates: Strepsirrhini) as indicated by mitochondrial sequence data from the 12S rRNA gene","https://scispace.com/paper/phylogenetic-relationships-among-the-malagasy-lemuriforms-14tykgp7gx","2001","Journal Article","Zoological Journal of the Linnean Society","Massimiliano Delpero
Judith C. Masters
Piero Cervella
Sergio Crovella
G. Ardito
Y. Rumpler","10.1111/J.1096-3642.2001.TB00624.X","","","(Primates: Strepsirrhini) as indicated by mitochondrial sequence data from the 125 rRNA gene Authors: M Delpero1,J C Masters2,P Cervella1,S Crovella3,G Ardit04,Y Rumpler5 INTRODUCTION:
 The genus Lemur was one of three listed by Linnaeus under the order Primates in the loth, definitive edition of Systema Naturae, the other two being Homo (humans of various descriptions) and Simia (apes and monkeys) . From this first appearance Torresponding author. E-mail: jmastershsa.org.za of the lemuroid g~oup in any formal taxonomy, its constitution has been contentious: Linnaeus included in it 'Lemur tanligradus', the slender loris (later made the type of Loris E:. Geoffroy, 1796), L. catta (retained as the type for the genus), and 'L. uolans', the so-called flying lemur or colugo (transferred to Cynocephtzlus Boddaert, 1788). INTRODUCTION:
 Lemur systematics 240 years later continues to be a source of lively debate among primate systematists although the issues, of course, are somewhat more subtle. Phylogenies for this group have been constructed using data from various aspects of morphology, different molecular systems, karyology and behaviour, plus various combinations of these data types, in an attempt to achieve consensus as to the evolutionary relationships among the diverse taxa. However, consensus has been elusive, the single universal conclusion being that all data sets contain considerable amounts of homoplasy. INTRODUCTION:
 To this fray, we wish to add a new data set taken from the mitochondria1 gene encoding the small (12s) ribosomal subunit, as sampled from 17 Malagasy strepsirrhine species, plus two African taxa used as outgroups. We explore in some depth the reliability of these data at various levels of taxonomic divergence and their performance using various analytical methods. Finally, we assess data from the wide range of phylogenies that have been proposed in the literature as they compare with our data, to provide a general perspective as to how well the different phylogenetic nodes are supported by data from diverse sources."
"Twenty-five well-justified fossil calibrations for primate divergences","https://scispace.com/paper/twenty-five-well-justified-fossil-calibrations-for-primate-1e47c3fe","2023","Journal Article","Palaeontologia Electronica","Dorien de Vries
Robin M. D. Beck","10.26879/1249","https://scispace.com/pdf/twenty-five-well-justified-fossil-calibrations-for-primate-1e47c3fe.pdf","","K-Pg boundary , but the oldest crown primates, which appear to have been ecologically broadly similar to Purgatorius, appear ~10 Ma later (and approximately simultaneously in North America, Asia, and Europe; if the lineages leading to Purgatorius and crown primates had already diverged in the Cretaceous. Instead, we consider the late Cretaceous and Paleocene fossil record to be sufficiently well sampled to support an origin of crown Primates close to the Palaeocene-Eocene boundary. Crown Strepsirrhini = Lorisiformes-(Lemuriformes+Chiromyiformes) split:
 Calibrating taxon. Saharagalago misrensis Specimen. CGM 40266 (type), a lower first molar from the BQ-2 locality in the Fayum region, Egypt . Phylogenetic justification. Recent phylogenetic analyses of Saharagalago misrensis consistently place it as a crown strepsirrhine, typically as a stem lorisiform . A second taxon from BQ-2, Karanisia clarki, is also usually placed as a crown strepsirrhine   , which is currently recognised as spanning 37.385-36.573 Ma , resulting in a minimum bound for this node of 36.573 Ma. The maximum bound is based on the maximum age of the earliest well-known stem strepsirrhine, Donrussellia provincialis (see ""Crown Primates"" above), based on the assumption that the divergence of crown Strepsirrhini is unlikely to predate the oldest stem member of the clade. There is a comparatively rich record of stem strepsirrhines from the Eocene in Europe, but the African record is still poorly known, with only three definitive stem strepsirrhines (Djebelemur, Azibius and Algeripithecus) known from the middle Eocene (~48 Ma; Van Couvering and Delson, 2020) of Algeria and Libya , followed by a ~11 million year gap until the probable crown strepsirrhines Saharagalago and Karanisia from BQ-2 mentioned above. For this reason, we suggest that this calibration be implemented as a uniform prior between the minimum and maximum bounds. Additional CladeAge calibration. We accept Saharagalago as the oldest known lorisiform. We consider the oldest well-supported member of the sister-taxon of Lorisiformes, namely the Chiromy-iformes+Lemuriformes clade, to be the stem chiromyiform Plesiopithecus teras, from Quarry L-41 in the Fayum region, Egypt , which is dated to 35.102-33.9 Ma  see ""Chiromyiformes-Lemuriformes split"" below)."
