"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Cryptic diversity and species boundaries within the Paragalago zanzibaricus species complex","https://scispace.com/paper/cryptic-diversity-and-species-boundaries-within-the-35mpmiaq7i","2020","Journal Article","Molecular Phylogenetics and Evolution","Luca Pozzi
Anna Penna
Simon K. Bearder
Johan Karlsson
Andrew Perkin
Todd R. Disotell","10.1016/J.YMPEV.2020.106887","https://drive.google.com/file/d/1JK5suoNTciNp_IjKUh6I4VVLk4Yfcnm8/view","… and morphologically cryptic species distributed in the forests of eastern Africa. Species diversity within … In this study, we explore species diversity within the zanzibaricus-complex using a …",""
"Population and genetic structure of a male-dispersing strepsirrhine, Galago moholi (Primates, Galagidae), from northern South Africa, inferred from mitochondrial …","https://scispace.com/paper/N-veo_8a5NEJ","","","","MA Phukuntsi
M Du Plessis
DL Dalton
R Jansen","","https://par.nsf.gov/servlets/purl/10495531","… Left Sample localities (inset) of 40 Galago moholi individuals in northern South Africa. Right The enlargement of the inset shows the provinces with the five sample localities, which are …",""
"Species diversity among galagos with special reference to mate recognition","https://scispace.com/paper/species-diversity-among-galagos-with-special-reference-to-3nefxsmdm7","1995","Book Chapter","","Simon K. Bearder
Paul Honess
Lesley Ambrose","10.1007/978-1-4757-2405-9_20","","… species will provide useful information on how new species may have arisen and help to clarify our knowledge of the expansion and contraction of African forests. But the work is of …","This paper argues that the number of species of nocturnal primates has been seriously underestimated. It has been traditional to separate species largely on the basis of the physical characteristics of museum specimens. This is satisfactory when the animals’ themselves recognize one another by sight, as in the majority of birds and day-living primates, but where scent and sound play the predominant role in male-female recognition, species boundaries can easily be overlooked. As Tinbergen has pointed out, closely related species do not ordinarily interbreed because: ‘the various signals serving attraction, persuasion, appeasement, and synchronisation, are so very different from one species to another.’ (Tinbergen, 1953, p.36). Here we use one conspicuous element in the communication system of galagos, which are all nocturnal, to demonstrate that similarlooking populations frequently belong to different species which have yet to be investigated."
"Leveraging museum genomics to unravel species boundaries and historical biogeography of nocturnal African primates (Galagidae)","https://scispace.com/paper/QT2eis9UqcgJ","","","","APC Penna","","","… to improve knowledge on the species diversity and diversification of African lorisiform primates. I focus on currently recognized species-level taxa with broad ranges in Africa’s western …",""
"Introduction to the special issue on What they do in the shadows: new perspectives on Africa's nocturnal bushbabies","https://scispace.com/paper/introduction-to-the-special-issue-on-what-they-do-in-the-4b6h94xrvie1","2024","Journal Article","International Journal of Primatology","Frank P. Cuozzo
Michelle L. Sauther
Luca Pozzi
John K. Dalton","10.1007/s10764-024-00476-w","https://link.springer.com/content/pdf/10.1007/s10764-024-00476-w.pdf","… research on cryptic species, this rapid taxonomic expansion among the smaller galagos (… perception—at least in South Africa—that the two widely dispersed galago species in South …","a summary of their evolution and divergence from other primate clades, comments on their conservation status"
"A giant among dwarfs: a new species of galago (Primates: Galagidae) from Angola","https://scispace.com/paper/a-giant-among-dwarfs-a-new-species-of-galago-primates-x2xt8i6re3","2017","Journal Article","American Journal of Physical Anthropology","Magdalena S. Svensson
Elena Bersacola
Michael S L Mills
Rachel A. Munds
Vincent Nijman
Andrew Perkin
Judith C. Masters
Sébastien Couette
K. Anne-Isola Nekaris
Simon K. Bearder","10.1002/AJPA.23175","https://sebastiencouette.wordpress.com/wp-content/uploads/2018/11/svensson_et_al-2017-american_journal_of_physical_anthropology-3.pdf","… that a far greater number of cryptic species may yet be revealed within the galagos (Family … The galagos of the African mainland consist of 18 named and described species, although …","Objectives
Based on vocalization recordings of an unknown galago species, our main objectives were to compare morphology and call structure with known closely-related taxa and describe a new species of galago.

Materials and methods
We conducted field surveys in three forest habitats along the escarpment region in western Angola (Kumbira Forest, Bimbe Area, and Northern Scarp Forest), and examined galago specimens from museums worldwide. We digitized and analyzed calls using Avisoft SASLab Pro software. We also compared museum specimens from Angola with other Galago and Galagoides specimens, and conducted comparative analyses (ANOVA and between group principle component analysis) based on a set of twelve linear measurements of skulls and teeth.

Results
We describe the new species to which we give the name Angolan dwarf galago, Galagoides kumbirensis sp. nov. The new species has a loud and characteristic crescendo call, used by other Galagoides spp. (sensu stricto) in West Africa to attract companions and repel rivals. However, this call shows species-typical differences from its closest relatives. Galagoides kumbirensis sp. nov. is also distinguished by differences in the skull morphology, pelage color and facial markings, as well as a larger body size, similar to that of Galago moholi, which is not known to be sympatric.

Conclusion
This discovery points to the importance of Angolan forests as refuges for endemic biodiversity. These forests are under severe threat from overexploitation, and there is an urgent need to establish conservation measures and designate protected areas."
"Weak association between ecological niche divergence and speciation in galagos (Primates: Galagidae)","https://scispace.com/paper/qJBLuNtoeVAJ","","","","E Miller
L Pozzi","","https://www.researchgate.net/profile/Evan-Miller-14/publication/403933685_Weak_association_between_ecological_niche_divergence_and_speciation_in_galagos_Primates_Galagidae/links/69e27e0368c2b872dfd59622/Weak-association-between-ecological-niche-divergence-and-speciation-in-galagos-Primates-Galagidae.pdf","… Diversification in the nocturnal primate family Galagidae of mainland sub-Saharan Africa … The long-term evolutionary mechanisms that generated species diversity within the Galagidae …",""
"Phylogenetic relationships among the Lorisoidea as indicated by craniodental morphology and mitochondrial sequence data","https://scispace.com/paper/phylogenetic-relationships-among-the-lorisoidea-as-indicated-r6dw6s0evu","2007","Journal Article","American Journal of Primatology","Judith C. Masters
Michele Boniotto
Sergio Crovella
Christian Roos
Luca Pozzi
Massimiliano Delpero","10.1002/AJP.20322","https://www.researchgate.net/profile/Christian-Roos-2/publication/6627734_Phylogenetic_relationships_among_the_Lorisoidea_as_indicated_by_craniodental_morphology_and_mitochondrial_sequence_data/links/5a562c820f7e9bf2a5369b84/Phylogenetic-relationships-among-the-Lorisoidea-as-indicated-by-craniodental-morphology-and-mitochondrial-sequence-data.pdf","… group the Galagidae alternately with the Asian or African lorisids. … monophyly of the Lorisidae and Galagidae. The lorisids form … MEGA 3: integrated software for molecular evolutionary …","The phylogeny of the Afro-Asian Lorisoidea is controversial. While postcranial data attest strongly to the monophyly of the Lorisidae, most molecular analyses portray them as paraphyletic and group the Galagidae alternately with the Asian or African lorisids. One of the problems that has bedevilled phylogenetic analysis of the group in the past is the limited number of taxa sampled for both ingroup families. We present the results of a series of phylogenetic analyses based on 635 base pairs (bp) from two mitochondrial genes (12S and 16S rRNA) with and without 36 craniodental characters, for 11 galagid and five lorisid taxa. The outgroup was the gray mouse lemur (Microcebus murinus). Analyses of the molecular data included maximum parsimony (MP), neighbor joining (NJ), maximum likelihood (ML), and Bayesian methods. The model-based analyses and the combined “molecules+morphology” analyses supported monophyly of the Lorisidae and Galagidae. The lorisids form two geographically defined clades. We find no support for the taxonomy of Galagidae as proposed recently by Groves [Primate Taxonomy, Washington, DC: Smithsonian Institution Press. 350 p, 2001]. The taxonomy of Nash et al. [International Journal of Primatology 10:57–80, 1989] is supported by the combined “molecules+morphology” analysis; however, the model-based analyses suggest that Galagoides may be an assemblage of species united by plesiomorphic craniodental characters. Am. J. Primatol. 69:6–15, 2007. © 2006 Wiley-Liss, Inc."
"A giant among dwarfs: a new species of galago (Primates: Galagidae) 2 from Angola","https://scispace.com/paper/MX4Nn9bOLMkJ","","","","AP Nijman
JC Masters
S Couette
KAI Nekaris","","https://radar.brookes.ac.uk/radar/file/d1c05dec-15cf-48fb-806f-bba8d0e95388/1/svensson2017giant(2).pdf","… The galagos of the African mainland consist of 18 named and described 94 species, although their taxonomy remains debated, with various … Species diversity among galagos with 641 …",""
"Morphological correlates of speciation in bush babies","https://scispace.com/paper/morphological-correlates-of-speciation-in-bush-babies-3j0t6aexdo","2000","Journal Article","International Journal of Primatology","Judith C. Masters
Nigel P. Bragg","10.1023/A:1005590524932","https://www.academia.edu/download/51461660/a_3A100559052493220170121-6551-1u0x7nd.pdf","… We conducted multivariate morphometric analyses of 6 cryptic pairs of galago taxa recently … Species diversity among galagos with special reference to mate recognition. In Alterman, L., …","Morphology is not a reliable specific indicator in nocturnal animals. Nevertheless, because species are genetically independent, appropriate analytic methods should reveal subtle and consistent morphological differences among them. Until recently, the diversity of living bush babies was underrated, and new species have been recognized on the basis of genetic, behavioral and soft tissue data. This has placed museum curators in a quandary as to how to sort their skin and skull collections according to the new specific designations. We conducted multivariate analyses of 6 morphologically similar pairs of bush baby taxa: Otolemur crassicaudatus and O. garnettii; Galagoides demidoffand G. thomasi; Galago gallarumand G. senegalensis; G. moholi and G. senegalensis; Euoticus elegantulus and E. pallidus, and Galagoides zanzibaricus and G. granti. We also compared subspecies within the taxa Otolemur crassicaudatus, O. garnettii, Galagoides demidoff, and Galago senegalensis.
 Five out of six species pairs were discriminated with a high level of reliability (88.5–99%) on the basis of 2–5 morphological variables. Only Euoticus elegantulus and E. pallidus did not show this pattern. All strongly supported specific discriminations share two features: (a) ear length is a highly significant factor, while the involvement of other characters is variable; (b) the greater the reliability of the discrimination, the fewer variables necessary to effect it. Euoticus elegantulus and E. pallidus behaved more like subspecies in the discrimination, while Galago senegalensis sspp. showed a pattern of variation similar to that in the specific analyses."
