"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Comparative penile morphology of East African galagos of the genus <i>Galagoides</i> (family Galagidae): implications for taxonomy","https://scispace.com/paper/EYA9YKSR","01/2007","Journal Article","American Journal of Primatology","Andrew Perkin","10.1002/ajp.20323","https://www.zotero.org/johankarlssonk9/items/EYA9YKSR/attachment/SIQCT3EZ/reader","Abstract
            
              Recent studies on the comparative penile morphology of galagos have revealed complex patterns that vary among both genera and species, and help with species identification. So far the penile morphologies of 14 galago species have been described and an identification key has been proposed. The present study extends and revises previous work. Wild
              Galagoides cocos, G. granti, G. zanzibaricus
              and
              G. rondoensis
              from the Eastern Arc Mountains and coastal forests of Tanzania and Kenya were live‐trapped, and one species (
              G. orinus
              ) was examined using a museum specimen. Penile morphology was photographed, traced, and described qualitatively. All of the mature males had penile spines. Spines were absent or indistinct in immature males of all of the species. The penile morphologies of
              G. cocos, G. granti
              , and
              G. zanzibaricus
              are similar in their overall distribution and type of spines, but differ in the shape of the glans penis. Both
              G. orinus
              and
              G. rondoensis
              have divergent penile morphologies compared to all other galagos, and are probably phylogenetically distinct. The results support other recent morphological and behavioral studies that consider these five galagos to be distinct species. The evolution of the baculum and spines is thought to be linked to sexual selection in multimale mating systems, but the mechanisms involved are not entirely understood. Adult male
              G. rondoensis
              appear to display the penile spines by exposing the distal section of the penis. Am. J. Primatol. 68:16–26, 2007. © 2006 Wiley‐Liss, Inc."
"Identification, Abundance, and Behaviour of Galagos (Primates, Galagidae) in the Shire Highlands, Malawi","https://scispace.com/paper/FTARVIYJ","","Journal Article","","Graham Edward Wallace","","https://www.zotero.org/johankarlssonk9/items/FTARVIYJ/attachment/E7SPPVXJ/reader",""
"Visit the project website at www.galagoides.se!","https://scispace.com/paper/DPM5NW5C","2012","Journal Article","","Mr Johan Karlsson","","https://www.zotero.org/johankarlssonk9/items/DPM5NW5C/attachment/J9FSHT98/reader",""
"Species Boundaries within Morphologically Cryptic Galagos: Evidence from Acoustic and Genetic Data","https://scispace.com/paper/RCN4G578","2019","Journal Article","Folia Primatologica","Luca Pozzi
Todd R. Disotell
Simon K. Bearder
Johan Karlsson
Andrew Perkin
Marco Gamba","10.1159/000496972","https://www.zotero.org/johankarlssonk9/items/RCN4G578/attachment/QS8AQLDT/reader","Describing primate biodiversity is one of the main goals in primatology. Species are the fundamental unit of study in phylogeny, behaviour, ecology and conservation. Identifying species boundaries is particularly challenging for nocturnal taxa where only subtle morphological variation is present. Traditionally, vocal signals have been used to identify species within nocturnal primates: species-specific signals often play a critical role in mate recognition, and they can restrict gene flow with other species. However, little research has been conducted to test whether different “acoustic forms” also represent genetically distinct species. Here, we investigate species boundaries between two putative highly cryptic species of Eastern dwarf galagos (Paragalago cocosand P. zanzibaricus). We combined vocal and genetic data: molecular data included the complete mitochondrial cytochrome b gene (1,140 bp) for 50 samples across 11 localities in Kenya and Tanzania, while vocal data comprised 221 vocalisations recorded across 8 localities. Acoustic analyses showed a high level of correct assignation to the putative species (approx. 90%), while genetic analyses identified two separate clades at the mitochondrial level. We conclude that P. cocos and P. zanzibaricus represent two valid cryptic species that probably underwent speciation in the Late Pliocene while fragmented in isolated populations in the eastern forests."
"Über einen galago von sansibar","https://scispace.com/paper/6N9FHH53","1893","Journal Article","Sitzungsberichte der Gesellschaft Naturforschender Freunde zu Berlin","Paul Matschie","","",""
"Sexual selection, genital morphology, and copulatory behavior in male Galagos","https://scispace.com/paper/sexual-selection-genital-morphology-and-copulatory-behavior-12ksmzywmy","2/1989","Journal Article","International Journal of Primatology","A. F. Dixson","10.1007/BF02735703","https://www.zotero.org/johankarlssonk9/items/C3P3DXTX/attachment/FEH9N8EC/reader","Variations in penile morphology among galago species are pronounced and complex Comparative studies of galagos and other primate species show that elongation of the baculum (os penis)is associated with copulatory patterns involving a prolonged period of intromission The enlarged penile “spines” of male galagos may be important in maintaining a genital “lock” during copulation In primate species where females mate with a number of partners, sexual selection may have favored the rapid evolution of such features of penile morphology and masculine copulatory behavior It is suggested that evolution of complex penile morphologies in galagos has been influenced by sexual selection and that such morphological variations are extremely useful in taxonomic studies"
"Natural History Of The Somali Lesser Galago (Galago gallarum)","https://scispace.com/paper/8DXNSZNV","01/2004","Journal Article","Journal of East African Natural History","Thomas M. Butynski
Yvonne A. De Jong","10.2982/0012-8317(2004)93[23:NHOTSL]2.0.CO;2","https://www.zotero.org/johankarlssonk9/items/8DXNSZNV/attachment/GDJL6TVG/reader","The Somali lesser galago Galago gallarum is a little-known nocturnal, arboreal, primate of Ethiopia, Somalia and Kenya that lives in dryer habitats than any other primate in Africa. This paper presents an overview, based upon a detailed review of the literature and on our own preliminary observations, of what is known about the taxonomy, distribution, abundance, ecology, behaviour and conservation status of G. gallarum. We found G. gallarum to be relatively easy to identify and observe in the field, and to be sympatric with the northern lesser galago Galago senegalensis in Meru National Park. The phenotypic characters, habitats and loud (advertisement) call of G. gallarum are distinct, as are some of its behaviours."
"Fossil evidence for an ancient divergence of lorises and galagos Nature","https://scispace.com/paper/fossil-evidence-for-an-ancient-divergence-of-lorises-and-40op2wii4t","2003","Document","Nature","Seiffert et al. 2003","10.1038/NATURE01489","https://scispace.com/pdf/fossil-evidence-for-an-ancient-divergence-of-lorises-and-40op2wii4t.pdf","Morphological, molecular, and biogeographic data bearing on early primate evolution suggest that the clade containing extant (or 'crown') strepsirrhine primates (lemurs, lorises and galagos) arose in Afro-Arabia during the early Palaeogene, but over a century of palaeontological exploration on that landmass has failed to uncover any conclusive support for that hypothesis. Here we describe the first demonstrable crown strepsirrhines from the Afro-Arabian Palaeogene--a galagid and a possible lorisid from the late middle Eocene of Egypt, the latter of which provides the earliest fossil evidence for the distinctive strepsirrhine toothcomb. These discoveries approximately double the previous temporal range of undoubted lorisiforms and lend the first strong palaeontological support to the hypothesis of an ancient Afro-Arabian origin for crown Strepsirrhini and an Eocene divergence of extant lorisiform families."
"Fossil evidence for an ancient divergence of lorises and galagos","https://scispace.com/paper/fossil-evidence-for-an-ancient-divergence-of-lorises-and-40op2wii4t","2003","Journal Article","Nature","Erik R. Seiffert
Elwyn L. Simons
Yousry Attia","10.1038/NATURE01489","https://www.zotero.org/johankarlssonk9/items/FFL4V7T6/attachment/GRBTIT4C/reader","Morphological, molecular, and biogeographic data bearing on early primate evolution suggest that the clade containing extant (or 'crown') strepsirrhine primates (lemurs, lorises and galagos) arose in Afro-Arabia during the early Palaeogene, but over a century of palaeontological exploration on that landmass has failed to uncover any conclusive support for that hypothesis. Here we describe the first demonstrable crown strepsirrhines from the Afro-Arabian Palaeogene--a galagid and a possible lorisid from the late middle Eocene of Egypt, the latter of which provides the earliest fossil evidence for the distinctive strepsirrhine toothcomb. These discoveries approximately double the previous temporal range of undoubted lorisiforms and lend the first strong palaeontological support to the hypothesis of an ancient Afro-Arabian origin for crown Strepsirrhini and an Eocene divergence of extant lorisiform families."
"The use of hand morphology in the taxonomy of galagos","https://scispace.com/paper/3XZ2ZTHK","7/1999","Journal Article","Primates","Matthew J. Anderson","10.1007/BF02557582","https://www.zotero.org/johankarlssonk9/items/3XZ2ZTHK/attachment/MMCLUAR2/reader","Measurements of volar (hand) pad area were made for 244 specimens, representing 12 species and 4 genera of galagos (sub-family Galaginae). When corrected for body weight, statistically significant differences were identified, at both the genus and species levels in the areas of the volar pads. Most informative, in terms of taxonomic differences, were measurements of two of the five pads; interdigital pad number 4 and thenar pad number 5. Closely related species were distinguishable on the basis of these measurements. The thick-tailed galago (Otolemur crassicaudatus) was separate from Garnett's galago (0. garnenii) and the specific status of the silver greater galago (O. argentatus) was supported. Likewise, the two needle-clawed galagos (Euoticus elegantulus and E. pallidus), recently separated on mitochodrial DNA grounds, were found to differ significantly in their volar pad morphology. These studies show that comparative studies of volar hand pad morphology provide a novel approach to the re-assessment of galago taxonomy, and may be applicable also in taxonomic studies of other prosimian groups."
"Synopsis of Galago Species Characteristics","https://scispace.com/paper/synopsis-of-galago-species-characteristics-28e4j36yki","1989","Journal Article","International Journal of Primatology","Leanne T Nash
Simon K Benrder","10.1007/BF02735704","https://www.zotero.org/johankarlssonk9/items/VL3IYVTK/attachment/9INE7AJP/reader","At the time of the symposium, “Variability Within the Galagos,” at the 1986 IPS Congress, most participants were still using Hill’s (1953) classification and nomenclature of galago species. All participants expressed some degree of dissatisfaction with Hill’s species groups. Many described how it was proving increasingly problematic and inadequate as a means to organize newly collected laboratory, museum, and field data. By the end of the symposium, a consensus about species diversity had emerged which synthesized the current state of knowledge about galagos. The consensus of the participants was that the 11 species, identified by Olson (1979, 1986), most closely approximates the available data about galago species diversity. The 11 species are described."
"Speciation by Sensory Drive in the Paragalago zanzibaricus Species Complex","https://scispace.com/paper/speciation-by-sensory-drive-in-the-paragalago-zanzibaricus-2bdhffs73s","2021","Journal Article","International Journal of Primatology","Fabien Génin","10.1007/s10764-021-00213-7","","Cryptic animal species are often distinguishable by nonvisual communication signals used in specific-mate recognition. The three cryptic taxa comprising the Paragalago zanzibaricus species complex use distinct loud calls that do not obviously reflect molecular phylogenetic relationships. Paragalago granti and P. cocos both have incremental calls but are not sister taxa; P. cocos is the sister taxon to P. zanzibaricus, which has a rolling (trilling) call like that of P. rondoensis, one of the outliers to the complex. To test current hypotheses of species delimitation, I conducted 378 playback trials, using conspecific and heterospecific loud calls and recording both vocal responses and movement toward the speaker. To investigate the sensory drive hypothesis (acoustic adaptation), I measured reverberation duration of 215 short “yap” mobbing calls and examined 282 sonotopes (local soundscapes). I tested the hypothesis that different species’ ear lengths allow the animals to filter out interfering frequencies in local background noise. On Zanzibar Island, P. zanzibaricus responded solely to conspecific calls (23/32). In South Africa, P. granti individuals responded to conspecific calls (12/22) but also sometimes to P. cocos calls (9/22). In Kenya, P. cocos individuals responded to conspecific calls (34/40) but also sometimes to P. zanzibaricus calls (8/40). The three habitats showed differences in reverberation duration, and soundscapes differed in background orthopteran frequencies. Incremental calls probably evolved in the ancestor of the complex, in response to high levels of reverberation and a continuous backdrop of katydid stridulation in dry forest. Secondary evolution of trilling and decreased ear size probably evolved as result of decreased reverberation and higher frequency katydid interference in the P. cocos–P. zanzibaricus ancestor. A loss of short units in P. zanzibaricus probably occurred as result of decreased reverberation in thicket. The study validates the three species of the complex and provides information supporting speciation by sensory drive."
"The Taita Mountain Dwarf Galago Galagoides Sp: A New Primate for Kenya","https://scispace.com/paper/H8Q2CW5P","01/2002","Journal Article","Journal of East African Natural History","Andrew Perkin
Simon Bearder
Thomas M. Butynski
Bernard Agwanda
Benny Bytebier","10.2982/0012-8317(2002)91[1:TTMDGG]2.0.CO;2","https://www.zotero.org/johankarlssonk9/items/H8Q2CW5P/attachment/M934YZML/reader","Surveys in the forests of the Taita Hills yielded a new primate record for Kenya. Based on direct observations and tape recordings of its vocalizations, this primate is identified as a dwarf galago Galagoides sp. Identification to the species level is not possible at this stage as molecular data are not available, and more morphological and vocalization data are required. The vocal repertoire of the ""Taita mountain dwarf galago"" is qualitatively different from other known populations of dwarf galagos, including the mountain dwarf galago Galagoides orinus and the Zanzibar galago Galagoides zanzibaricus cocos. The Taita mountain dwarf galago might represent a hitherto unknown subspecies, or even species. The possible identity of the Taita mountain dwarf galago is briefly discussed in terms of biogeography. We also confirmed the presence of Garnett's small-eared galago Otolemur garnettii lasiotis and present biometric measurements from trapped animals."
"Assessing Ecological Divergence and Speciation Scenarios of the Paragalago zanzibaricus Species Complex Through Climatic Niche Modeling","https://scispace.com/paper/assessing-ecological-divergence-and-speciation-scenarios-of-2l45qn80","12/2024","Journal Article","International Journal of Primatology","Evan Miller
Averee Luhrs
Amanda Mancini
Mary E. Blair
Luca Pozzi","10.1007/s10764-023-00374-7","https://www.zotero.org/johankarlssonk9/items/UWA8PJH9/attachment/VX92JLBU/reader",""
"Mother-infant cannibalism in thick-tailed bushbabies (Galago crassicaudatus umbrosus)","https://scispace.com/paper/HFIBS895","7/1991","Journal Article","Primates","Angelo Tartabini","10.1007/BF02382679","https://www.zotero.org/johankarlssonk9/items/HFIBS895/attachment/QSS6HU5Y/reader","Mother-infant cannibalism in species of galagos as in several other species of nonhuman primates is a common phenomenon. In non-human primates kept in laboratory conditions many of the observed cases of cannibalism were not associated with starvation and with infanticide. Cannibalism in galagos was observed in at least five different species. In several laboratories, like the Duke University Primate Center, the frequencies of cannibalism in galagos species in captivity have been reduced by the isolation of pregnant female before the parturition from her companions, especially adult males."
"Loud calls ofGalago crassicaudatus andG. garnettii and their relation to habitat structure","https://scispace.com/paper/4SEFT6BB","4/1991","Journal Article","Primates","J. C. Masters","10.1007/BF02381173","https://www.zotero.org/johankarlssonk9/items/4SEFT6BB/attachment/EBMINCT8/reader","Long distance vocalizations have been shown to be good indicators of genetic species in primates. Here the loud calls of two recently identified greater galago taxa - - Galago crassicaudatus and G. garnettii -- are compared and analyzed statistically. Observed differences in call structures are investigated further as potential indicators of differences in the structures of habitats frequented by the two species."
"Group formation in captive lesser galagos (Galago senegalensis)","https://scispace.com/paper/PVDLD5KN","7/1978","Journal Article","Primates","Leanne T. Nash
Lynn Flinn","10.1007/BF02373311","https://www.zotero.org/johankarlssonk9/items/PVDLD5KN/attachment/GKGWQL2V/reader","A group of captive Galago senegalensis, two males and two females housed under semi-natural conditions, were observed throughout their active periods for 10 days. An additional 100 hours of observation was undertaken during a subsequent 25-day period. The course of group formation was similar to that reported for G. crassicaudatus but in contrast to reports for monkeys. Aggressive interactions occurred primarily between individuals of the same sex and friendly interactions occurred primarily between individuals of the opposite sex."
"Three acoustic forms of Allen's galagos (Primates; Galagonidae) in the Central African region","https://scispace.com/paper/DCP5BD3I","1/2003","Journal Article","Primates","Lesley Ambrose","10.1007/s10329-002-0004-x","https://www.zotero.org/johankarlssonk9/items/DCP5BD3I/attachment/CLZAHSBC/reader","This study identiﬁes populations currently classiﬁed as Allen’s galago (Galago alleni) at ten locations in Gabon, Cameroon and Bioko Island. Morphological diversity was evident both within and between populations. Attention to the loud calls revealed three distinct vocal proﬁles which are consistent within biogeographicalregions. This work is based on the Recognition Concept of Species which refers to a Speciﬁc Mate Recognition System. Galagos rely less on visualsignasl than diurnalprimates and recognise each other principally by means of auditory and olfactory signals. Galagos possess repertoires of loud calls relating to contact and alarm which are thought to be speciesspeciﬁc. Other studies of nocturnalprosimians (galagos, tarsiers) have demonstrated that the unique loud call repertoires are reliable indicators of species boundaries; whereas characters such as body size and pelage coloration are highly variable, even within populations. The vocaldata in this study provide evidence of at least three acoustic forms of galago within the Allen’s group which are predicted to represent three distinct species: the Allen’s form on Bioko Island and south-west Cameroon, the Gabon form in southern Cameroon and northern Gabon and the Makande´ form in Gabon south of the Ogoou ´e river. Some populations may be vulnerable to extinction due to limited distributions and habitat destruction."
"The use of hair morphology in the classification of galagos (Primates, subfamily galagoninae)","https://scispace.com/paper/PQRZ9NC8","4/2001","Journal Article","Primates","Matthew J. Anderson","10.1007/BF02558138","https://www.zotero.org/johankarlssonk9/items/PQRZ9NC8/attachment/C5TQJV2Z/reader","The outer epidermal hair structure of bushbabies or galagos varies considerably between genera and species. Comparative morphology can therefore be useful in taxonomic studies, particularly when assessing the true status of newly nominated or misclassified species. Quantitative measurements of outer epidermal hair scales (scale frequency and scale complexity) were made for populations representing 13 taxa within the subfamily Galagoninae. Intraspecific variations in both measures of hair morphology were relatively minor. By contrast, significant interspecific differences were observed, even between closely related, well-established species (e.g. in the greater galagos Otolemur crassicaudatus and O. garnettii and lesser galagos Galago senegalensis and Galago moholi). Assessment of scale frequency resulted in the recognition of all species of the greater and needle-clawed galago genera and added support for nomination to species status of two former subspecies (O. argentatus and E. pallidus). Similar divisions were made in the lesser and dwarf galagos with respect to scale complexity. Possible explanations for the differences in outer epidermal hair scales are discussed. Characteristics of outer epidermal hair scales provide a useful guide to species identity in the subfamily Galagoninae, and the same may prove to be true for other groups of nocturnal mammals."
"Preliminary observations on sexual behavior and the mating system in free-ranging lesser galagos (Galago moholi)","https://scispace.com/paper/preliminary-observations-on-sexual-behavior-and-the-mating-3t0rw5e8vz","05/2000","Journal Article","American Journal of Primatology","S.L. Pullen
S.K. Bearder
A.F. Dixson","10.1002/(SICI)1098-2345(200005)51:1<79::AID-AJP6>3.0.CO;2-B","https://www.zotero.org/johankarlssonk9/items/HWGLGZCZ/attachment/MTS4KZ46/reader","Sexual and associated patterns of behavior of lesser galagos (Galago moholi) were recorded during an 18-month study conducted at the Nylsvley Nature Reserve in South Africa Animals were trapped and fitted with radio transmitter belts in order to monitor nocturnal activities during twice-yearly mating seasons Most copulations occurred during the last week in May, while a subsidiary (post-partum) mating season occurred in late September-early October Females came into estrus sequentially during the May season Adult males exhibited increase in body weight and testes volume during the mating season, changes which were most pronounced among the larger males (> 226 g) Larger males also had the greatest mating success, initiating 88% of observed copulations Sixty-seven percent of matings involved more than one male copulating with the same female during her estrus, which lasted 1-3 days Mounts were prolonged (range 2-53 min, mean 90 min) and males copulated repeatedly (2-5 times) with the same partner during a single night These observations of sexual behavior and of large relative testes size in free-ranging lesser galagos are consistent with the occurrence of a dispersed mating system involving sperm competition in this nocturnal prosimian species"
"Galago zanzibaricus:birth seasonality, litter size and perinatal behaviour of females","https://scispace.com/paper/8PF4BDGK","","Journal Article","","Caroline Harcourt","","https://www.zotero.org/johankarlssonk9/items/8PF4BDGK/attachment/JRNJEYKC/reader",""
"Contrasting reproductive parameters ingalago senegalensis braccatus andG. s. moholi","https://scispace.com/paper/contrasting-reproductive-parameters-in-galago-senegalensis-3kicdpunyr","12/1988","Journal Article","International Journal of Primatology","M. K. Izard
L. T. Nash","10.1007/BF02735744","https://www.zotero.org/johankarlssonk9/items/AVE33XVD/attachment/6LILQ7QI/reader","Reproductive parameters were compared between two subspecies of the lesser bushbaby, Galago senegalensis braccatusand G. s. moholi.Adult body weights for both male and female G. s. braccatuswere significantly higher than adult body weights of G. s. moholi,as were infant birth weights. The mean gestation length of G. s. braccatuswas significantly longer than that of G. s. moholi. G. s. moholihad a higher incidence of twinning than G. s. braccatus.Puberty in females occurred significantly later in G. s. braccatusthan in G. s. moholi.These differences are of such magnitude that hybridization of G. s. braccatuswith G. s. moholiwould be unlikely. These differences, if augmented by additional evidence, may warrant distinction of the two subspecies at the species level."
"A Guide to Galago Diversity: Getting a Grip on How Best to Chew Gum","https://scispace.com/paper/DB4HBQKJ","2010","Book Section","","Anne M. Burrows
Leanne T. Nash
Isobel R. Stephenson
Simon K. Bearder
Guiseppe Donati
Johann Karlsson","10.1007/978-1-4419-6661-2_12","https://www.zotero.org/johankarlssonk9/items/DB4HBQKJ/attachment/W5G54AGH/reader","Disputes over galago taxonomy have meant that studies often use different names for identical populations, making comparative analysis difficult for the untrained researcher. A main objective of this study was to assess whether hand and foot pad morphology, nail shape and toothscraper structure reveal adaptations to exudate eating and show differences which reflect taxonomy in order to identify species. A total of 714 museum specimens were examined between May and July 2007, revealing six pads on each hand and foot which vary in shape and orientation across taxa. Three nail shapes and two variations in toothscraper position were identified. The results indicate that variance in pad size reflects species boundaries and shows adaptations to allow access to large-diameter substrates. No consistent dental variation was identified when comparing species with high and low proportions of exudates in their diet, although the highly gummivorous Euoticus elegantulus possessed a relatively longer, more procumbent toothscraper than other species."
