"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Inconsistency of parsimony under the multispecies coalescent","https://scispace.com/paper/inconsistency-of-parsimony-under-the-multispecies-coalescent-1ze9lg0mju","2024","Journal Article","","Dale Rickert
Wai-Tong Louis Fan
Matthew W. Hahn","10.48550/arxiv.2407.02634","https://scispace.compdf/inconsistency-of-parsimony-under-the-multispecies-coalescent-1ze9lg0mju.pdf","While it is known that parsimony can be statistically inconsistent under certain models of evolution due to high levels of homoplasy, the consistency of parsimony under the multispecies coalescent (MSC) is less well studied. Previous studies have shown the consistency of concatenated parsimony (parsimony applied to concatenated alignments) under the MSC for the rooted 4-taxa case under an infinite-sites model of mutation; on the other hand, other work has also established the inconsistency of concatenated parsimony for the unrooted 6-taxa case. These seemingly contradictory results suggest that concatenated parsimony may fail to be consistent for trees with more than 5 taxa, for all unrooted trees, or for some combination of the two. Here, we present a technique for computing the expected internal branch lengths of gene trees under the MSC. This technique allows us to determine the regions of the parameter space of the species tree under which concatenated parsimony fails for different numbers of taxa, for rooted or unrooted trees. We use our new approach to demonstrate that there are always regions of statistical inconsistency for concatenated parsimony for the 5- and 6-taxa cases, regardless of rooting. Our results therefore suggest that parsimony is not generally dependable under the MSC. ","Title: Inconsistency of parsimony under the multispecies coalescent Authors: Daniel A Rickert,Louis Fan,Matthew W Hahn Keywords: coalescent, incomplete lineage sorting, concatenation, parsimony, species tree"
"Trial by phylogenetics - Evaluating the Multi-Species Coalescent for phylogenetic inference on taxa with high levels of paralogy (Gonyaulacales, Dinophyceae)","https://scispace.com/paper/trial-by-phylogenetics-evaluating-the-multi-species-3kptjm88td","2019","Posted Content","bioRxiv","Anna Liza Kretzschmar
Arjun Verma
Shauna A. Murray
Tim Kahlke
Mathieu Fourment
Aaron E. Darling","10.1101/683383","https://scispace.com/pdf/trial-by-phylogenetics-evaluating-the-multi-species-3kptjm88td.pdf","From publicly available next-gen sequencing datasets of non-model organisms, such as marine protists, arise opportunities to explore their evolutionary relationships. In this study we explored the effects that dataset and model selection have on the phylogenetic inference of the Gonyaulacales, single celled marine algae of the phylum Dinoflagellata with genomes that show extensive paralogy. We developed a method for identifying and extracting single copy genes from RNA-seq libraries and compared phylogenies inferred from these single copy genes with those inferred from commonly used genetic markers and phylogenetic methods. Comparison of two datasets and three different phylogenetic models showed that exclusive use of ribosomal DNA sequences, maximum likelihood and gene concatenation showed very different results to that obtained with the multi-species coalescent. The multi-species coalescent has recently been recognized as being robust to the inclusion of paralogs, including hidden paralogs present in single copy gene sets (pseudoorthologs). Comparisons of model fit strongly favored the multi-species coalescent for these data, over a concatenated alignment (single tree) model. Our findings suggest that the multi-species coalescent (inferred either via Maximum Likelihood or Bayesian Inference) should be considered for future phylogenetic studies of organisms where accurate selection of orthologs is difficult.","Title: Trial by phylogenetics -Evaluating the Multi-Species Coalescent for phylogenetic inference on taxa with high levels of paralogy (Gonyaulacales, Dinophyceae) Authors: Anna Liza Kretzschmar (Corresponding Author),Arjun Verma,Shauna Murray,Tim Kahlke,Mathieu Fourment,Aaron E Darling"
"A comparative approach for species delimitation based on multiple methods of multi-locus DNA sequence analysis: A case study of the genus Giraffa (Mammalia, Cetartiodactyla).","https://scispace.com/paper/a-comparative-approach-for-species-delimitation-based-on-2tuevjx632","2020","Journal Article","PLOS ONE","Alice Petzold
Alexandre Hassanin","10.1371/JOURNAL.PONE.0217956","https://scispace.com/pdf/a-comparative-approach-for-species-delimitation-based-on-2tuevjx632.pdf","Molecular data are now commonly used in taxonomy for delimiting cryptic species. In the case of giraffes, which were treated as a single species (Giraffa camelopardalis) during half of a century, several molecular studies have suggested a splitting into four to seven species, but the criteria applied for taxonomic delimitation were not fully described. In this study, we have analysed all multi-locus DNA sequences available for giraffes using multispecies coalescent (MSC: *BEAST, BPP and STACEY), population genetic (STRUCTURE, allelic networks, haplotype network and bootstrapping, haplowebs and conspecificity matrix) and phylogenetic (MrBayes, PhyML, SuperTRI) methods to identify the number of species. Our results show that depending on the method chosen, different taxonomic hypotheses, recognizing from two to six species, can be considered for the genus Giraffa. Our results confirm that MSC methods can lead to taxonomic over-splitting, as they delimit geographic structure rather than species. The 3-species hypothesis, which recognizes G. camelopardalis sensu strico A, G. giraffa, and G. tippelskirchi, is highly supported by phylogenetic analyses and also corroborated by most population genetic and MSC analyses. The three species show high levels of nucleotide divergence in both nuclear (0.35–0.51%) and mitochondrial sequences (3–4%), and they are characterised by 7 to 12 exclusive synapomorphies (ES) detected in nine of the 21 nuclear introns analysed for this study. By contrast, other putative species, such as G. peralta, G. reticulata, G. thornicrofti or G. tippelskirchi sensu stricto, do not exhibit any ES in the nuclear genes. A robust mito-nuclear conflict was found for the position and monophyly of G. giraffa and G. tippelskirchi, which is interpreted as the result of a mitochondrial introgression from Masai to southeastern giraffe during the Pleistocene and nuclear gene flow mediated by male dispersal between southern populations (subspecies G. g. giraffa and G. g. angolensis).","same FFR. The conspecificity matrix was illustrated as a heatmap using the hierarchical clustering method implemented in the BioVinci data visualization software (BioTuring, San Diego, CA) and the UPGMA method for the associated dendrogram. Multispecies coalescent analyses:
 Three coalescent-based approaches were applied to infer species boundaries within the genus Giraffa: (1) the ""Species Tree Ancestral Reconstruction"" template ( � BEAST ), (2) the extension of the � BEAST model called ""Species Tree and Classification Estimation, Yarely"" (STACEY) , and (3) the Bayesian Phylogenetics and Phylogeography program (BPP v.3.2 ) (see specifications for each program in Table ). Multispecies coalescent analyses:
 We estimated the species-tree phylogeny using the coalescent algorithm implemented in BEAST v.2.4.4  in order to consider an alternative to the traditional concatenated phylogenetic approach (see Kubatko and Degnan  for caveats concerning concatenation). Inferences were based on the nuDNA-G274O6 dataset using an a priori assignment at the level of individuals, i.e. by assigning for each of the 137 giraffes two alleles for the 21 introns. We assumed an uncorrelated lognormal molecular clock for all 21 loci. For each marker, we selected the best suited substitution model inferred in jModeltest  (Table ). Analyses were run with 2x 10 8 generations, with trees sampled every 5000 steps. The .log files were analysed with Tracer v1.7  to assess the convergence of model parameters (effective sample size [ESS] > 200). The species tree was summarized as a Maximum Clade Credibility tree in TreeAnnotator v.  after discarding 25% as burn-in."
"Patrones genómicos de divergencia en el complejo Anthothoe del hemosferio sur Implicancias para la delimitación de especies en las anémonas de mar (orden actiniaria).","https://scispace.com/paper/patrones-genomicos-de-divergencia-en-el-complejo-anthothoe-4rikgarvg8","2018","Dissertation","","Spano Pérez
Carlos Alberto","","https://scispace.com/pdf/patrones-genomicos-de-divergencia-en-el-complejo-anthothoe-4rikgarvg8.pdf","Sea anemones (order Actiniaria) constitute a relatively well defined group within the phylum Cnidaria and are characterized as soft-bodied, generally solitary polyps that inhabit marine environments worldwide. During the last two centuries, morphology-based taxonomy permitted the proliferation of species descriptions given the conspicuous phenotypic variability of these seemingly simple animals. The molecular revolution and the debate over the species concept led in recent decades to re-evaluate the species hypothesis within many taxa, including Actiniaria. The problem in this group, however, is accentuated by the inadequacy of most taxonomic descriptions, high levels of morphological convergences, and the lack of knowledge about the structure and evolution of the diagnostic features presently used for taxa determination. Furthermore, signs of morphological variability at micro-scale has been accumulating for many of the characteristics frequently required to distinguish anemone species. Spatial distribution has been emerging instead as a more reliable variable to explain cryptic","based on their external appearance (e.g. sibling or cryptic species). Nevertheless, inferring species boundaries from phylogenetic trees persists as a fundamental problem in evolutionary genetics and therefore, this general observation is still an untested hypothesis for this group. Integrated approaches and future directions:
 No single character is able to fully distinguish closely related species because differences clearly associated with interspecific boundaries in some cases might represent intraspecific polymorphisms in others. For example,  found out that the biochemical genetic variability of the plumose anemone Metridium senile did not relate to geographically distinct populations but rather to what he called ecophenotypes, or morphological forms determined by habitat conditions. The main reason why these sort of variations have led to incompatible species concepts is that they naturally arise at different times during lineage splitting (de . Gene trees (i.e. phylogenies from DNA sequences or single nucleotide polymorphisms) are especially useful to follow these divergence patterns as they contain different types of mutations-with different rates and phenotypic outcomes-that we can model mathematically. Integrated approaches and future directions:
 When two species (or populations) first become isolated from one another, they will retain more or less copies of the same ancestral alleles mainly due to these differences. Some gene lineages will consequently appear more closely related among sister species than within recently divergent populations; thus making the phylogeny of genes not always match the phylogeny of the species that carry those genes (reviews by . The multispecies coalescent:
 Conflicting branching patterns between genes trees and the overall species-level phylogeny (or species tree) is commonly known as the gene tree discordance . There are many possible causes for this phenomenon including horizontal gene transfer, gene duplication, hybridization, and incomplete lineage sorting . The multispecies coalescent:
 The latter case considers that shared polymorphisms between closely related species are mainly because the process of stochastic sorting of gene lineages (or lineage sorting;  has not yet been completed . This hypothesis not only has been particularly studied in the past decades for its likely occurrence in nature, but also has been extensively modelled using 'the coalescent' . Basically, the coalescent theory sustains that all selectively neutral alleles of a species should eventually lead to their most recent common ancestor by looking backwards in time to the point at which they originally coalesce (i.e. come together). The time that this takes to happen varies enormously among groups but follow an exponential distribution which is quantifiable primarily by the effective population size . The relationship between these parameters thus provides a direct link to the coalescent model to infer the species tree from the set of gene trees that give rise to the actual data."
"The Multispecies Coalescent Model Outperforms Concatenation across Diverse Phylogenomic Data Sets","https://scispace.com/paper/the-multispecies-coalescent-model-outperforms-concatenation-1ehjhojrdl","2019","Posted Content","bioRxiv","Xiaodong Jiang
Scott V. Edwards
Liang Liu","10.1101/860809","https://scispace.com/pdf/the-multispecies-coalescent-model-outperforms-concatenation-1ehjhojrdl.pdf","A statistical framework of model comparison and model validation is essential to resolving the debates over concatenation and coalescent models in phylogenomic data analysis. A set of statistical tests are here applied and developed to evaluate and compare the adequacy of substitution, concatenation, and multispecies coalescent (MSC) models across 47 phylogenomic data sets collected across tree of life. Tests for substitution models and the concatenation assumption of topologically concordant gene trees suggest that a poor fit of substitution models (44% of loci rejecting the substitution model) and concatenation models (38% of loci rejecting the hypothesis of topologically congruent gene trees) is widespread. Logistic regression shows that the proportions of GC content and informative sites are both negatively correlated with the fit of substitution models across loci. Moreover, a substantial violation of the concatenation assumption of congruent gene trees is consistently observed across 6 major groups (birds, mammals, fish, insects, reptiles, and others, including other invertebrates). In contrast, among those loci adequately described by a given substitution model, the proportion of loci rejecting the MSC model is 11%, significantly lower than those rejecting the substitution and concatenation models, and Bayesian model comparison strongly favors the MSC over concatenation across all data sets. Species tree inference suggests that loci rejecting the MSC have little effect on species tree estimation. Due to computational constraints, the Bayesian model validation and comparison analyses were conducted on the reduced data sets. A complete analysis of phylogenomic data requires the development of efficient algorithms for phylogenetic inference. Nevertheless, the concatenation assumption of congruent gene trees rarely holds for phylogenomic data with more than 10 loci. Thus, for large phylogenomic data sets, model comparison analyses are expected to consistently and more strongly favor the coalescent model over the concatenation model. Our analysis reveals the value of model validation and comparison in phylogenomic data analysis, as well as the need for further improvements of multilocus models and computational tools for phylogenetic inference.","Title: The Multispecies Coalescent Model Outperforms Concatenation across Diverse Phylogenomic Data Sets Authors: Xiaodong Jiang,Scott V Edwards,Liang Liu Keywords: congruent gene trees, Bayesian model validation, Bayes factor, posterior predictive simulation, coalescent prior, independent prior, Metazoa"
"The Multispecies Coalescent Model Outperforms Concatenation Across Diverse Phylogenomic Data Sets","https://scispace.com/paper/the-multispecies-coalescent-model-outperforms-concatenation-ei7vgu9ief","2020","Journal Article","Systematic Biology","Xiaodong Jiang
Scott V. Edwards
Liang Liu","10.1093/SYSBIO/SYAA008","https://scispace.com/pdf/the-multispecies-coalescent-model-outperforms-concatenation-ei7vgu9ief.pdf","A statistical framework of model comparison and model validation is essential to resolving the debates over concatenation and coalescent models in phylogenomic data analysis. A set of statistical tests are here applied and developed to evaluate and compare the adequacy of substitution, concatenation, and multispecies coalescent (MSC) models across 47 phylogenomic data sets collected across tree of life. Tests for substitution models and the concatenation assumption of topologically congruent gene trees suggest that a poor fit of substitution models, rejected by 44% of loci, and concatenation models, rejected by 38% of loci, is widespread. Logistic regression shows that the proportions of GC content and informative sites are both negatively correlated with the fit of substitution models across loci. Moreover, a substantial violation of the concatenation assumption of congruent gene trees is consistently observed across six major groups (birds, mammals, fish, insects, reptiles, and others, including other invertebrates). In contrast, among those loci adequately described by a given substitution model, the proportion of loci rejecting the MSC model is 11%, significantly lower than those rejecting the substitution and concatenation models. Although conducted on reduced data sets due to computational constraints, Bayesian model validation and comparison both strongly favor the MSC over concatenation across all data sets; the concatenation assumption of congruent gene trees rarely holds for phylogenomic data sets with more than 10 loci. Thus, for large phylogenomic data sets, model comparisons are expected to consistently and more strongly favor the coalescent model over the concatenation model. We also found that loci rejecting the MSC have little effect on species tree estimation. Our study reveals the value of model validation and comparison in phylogenomic data analysis, as well as the need for further improvements of multilocus models and computational tools for phylogenetic inference. [Bayes factor; Bayesian model validation; coalescent prior; congruent gene trees; independent prior; Metazoa; posterior predictive simulation.].","Title: The Multispecies Coalescent Model Outperforms Concatenation Across Diverse Phylogenomic Data Sets Authors: Xiaodong Jiang,Scott V E Dwards,Liang Liu (Corresponding Author)"
"Phylogenomic Coalescent Analyses of Avian Retroelements Infer Zero-Length Branches at the Base of Neoaves, Emergent Support for Controversial Clades, and Ancient Introgressive Hybridization in Afroaves","https://scispace.com/paper/phylogenomic-coalescent-analyses-of-avian-retroelements-l6chpa24","2022","Journal Article","Genes","John Gatesy
Mark S. Springer","10.3390/genes13071167","https://scispace.com/pdf/phylogenomic-coalescent-analyses-of-avian-retroelements-l6chpa24.pdf","Retroelement insertions (RIs) are low-homoplasy characters that are ideal data for addressing deep evolutionary radiations, where gene tree reconstruction errors can severely hinder phylogenetic inference with DNA and protein sequence data. Phylogenomic studies of Neoaves, a large clade of birds (>9000 species) that first diversified near the Cretaceous–Paleogene boundary, have yielded an array of robustly supported, contradictory relationships among deep lineages. Here, we reanalyzed a large RI matrix for birds using recently proposed quartet-based coalescent methods that enable inference of large species trees including branch lengths in coalescent units, clade-support, statistical tests for gene flow, and combined analysis with DNA-sequence-based gene trees. Genome-scale coalescent analyses revealed extremely short branches at the base of Neoaves, meager branch support, and limited congruence with previous work at the most challenging nodes. Despite widespread topological conflicts with DNA-sequence-based trees, combined analyses of RIs with thousands of gene trees show emergent support for multiple higher-level clades (Columbea, Passerea, Columbimorphae, Otidimorphae, Phaethoquornithes). RIs express asymmetrical support for deep relationships within the subclade Afroaves that hints at ancient gene flow involving the owl lineage (Strigiformes). Because DNA-sequence data are challenged by gene tree-reconstruction error, analysis of RIs represents one approach for improving gene tree-based methods when divergences are deep, internodes are short, terminal branches are long, and introgressive hybridization further confounds species–tree inference.","Afroaves Authors: Jürgen Schmitz,Liliya Doronina,John Gatesy,Mark S Springer Keywords: bird, owl, transposon, multispecies coalescent, gene tree, incomplete lineage sorting, species tree Introduction:
 The early radiation of Neoaves, the clade that includes all extant birds except Palaeognathae (ratites, tinamous) and Galloanserae (land-and water-fowl), has defied convincing systematic resolution. The early diversification of the group near the Cretaceous-Paleogene boundary exemplifies the challenges that confront genome-scale analysis when the splitting of evolutionary lineages is rapid and deep in time . Phylogenomic approaches have generated strong topological conflicts when different datasets and contrasting analytical protocols have been applied, with the diversity of results perhaps leading to more confusion than resolution of this challenging phylogenetic puzzle . One view is that the base of Neoaves represents a 'hard polytomy' that should not be represented by a strictly bifurcating tree with relationships better expressed as a reticulating network or a nearsimultaneous starburst of eight, or more, deep lineages . An alternative perspective represents an emerging consensus (Figure ) based on congruence among analyses of non-coding DNA sequences for some higher-level relationships, with conflicts to trees based on protein-coding sequences that have been attributed to shifts in nucleotide-base composition, functional convergence, homology errors in the underlying sequence alignments, long-branch effects, and/or poor fit to standard nucleotide substitution models that hinder the downstream inference of the overall species tree . Informal consensus species tree for Neoaves based on three recent summaries . Introduction:
 Terminal taxa indicate genomes analyzed by Jarvis et al. , and higher-level taxa are shown at internodes and to the right of terminals (delimited by color). Three clades, Afroaves, Musophagotides, and Coraciimorphae + Strigiformes (owls) are not resolved in the consensus tree but were featured in the summaries of Reddy et al. , Houde et al. , and Braun et al. , respectively. 'NW vulture' = New World vulture. Silhouettes are from http://phylopic.org/ (accessed on 1 May 2020)."
"Pleistocene speciation in North American lichenized fungi and the impact of alternative species circumscriptions and rates of molecular evolution on divergence estimates.","https://scispace.com/paper/pleistocene-speciation-in-north-american-lichenized-fungi-3y8l7qe1jz","2013","Journal Article","PLOS ONE","Steven D. Leavitt
Steven D. Leavitt
H. Thorsten Lumbsch
Soili Stenroos
Larry L. St. Clair","10.1371/JOURNAL.PONE.0085240","https://scispace.com/pdf/pleistocene-speciation-in-north-american-lichenized-fungi-3y8l7qe1jz.pdf","Pleistocene climatic fluctuations influenced patterns of genetic variation and promoted speciation across a wide range of species groups. Lichens are commonly found in habitats that were directly impacted by glacial cycles; however, the role of Pleistocene climate in driving speciation in most lichen symbionts remains unclear. This uncertainty is due in part to limitations in our ability to accurately recognize independently evolving lichen-forming fungal lineages and a lack of relevant fossil calibrations. Using a coalescent-based species tree approach, we estimated divergence times for two sister clades in the genus Xanthoparmelia (Parmeliaceae) restricted to western North America. We assessed the influence of two different species circumscription scenarios and various locus-specific rates of molecular evolution on divergence estimates. Species circumscriptions were validated using the program BP&P. although speciation was generally supported in both scenarios, divergence times differed between traditional species circumscriptions and those based on genetic data, with more recent estimates resulting from the former. Similarly, rates of evolution for different loci resulted in variable divergence time estimates. However, our results unambiguously indicate that diversification in the sampled Xanthoparmelia clades occurred during the Pleistocene. Our study highlights the potential impact of ambiguous species circumscriptions and uncertain rates of molecular evolution on estimating divergence times within a multilocus species tree framework.","Impact of Alternative Species Circumscriptions and Rates of Molecular Evolution on Divergence Estimates Authors: Steven D Leavitt (Corresponding Author),H Thorsten Lumbsch,Soili Stenroos,Larry L St,Clair Introduction:
 Improved species recognition has important implications for understanding diversity, ecological and biogeographical patterns, factors promoting diversification, and conservation . While utilizing data from independent sources (ex. behavior, ecology, genetic, morphology, etc.) can facilitate the identification of species boundaries , integrating diverse data into phylogenetic and population genetic frameworks remains challenging . However, modern molecular techniques allow researchers to effectively and quickly generate a large number of unlinked genetic markers from a large number of individuals (ex .). This information, coupled with the advent and maturation of algorithms for estimating species trees using multilocus sequence data, now provides unprecedented insights into species delimitation and the processes of speciation . Introduction:
 The recent union of coalescent theory with phylogenetics allows gene and species trees to be estimated simultaneously . Multispecies coalescent-based species tree methods facilitate an effective approach for integrating multiple genetic loci from multiple individuals per species by modeling the coalescent gene histories embedded in a shared species tree ; ultimately, providing a substantial improvement over single gene trees or concatenated multilocus phylogenies . Furthermore, coalescent-based species tree methods can accurately depict relationships even in cases where incomplete lineage sorting and gene tree heterogeneity (e.g. branch length and topology) obscures phylogenetic relationships among species . In addition to improvements in estimating relationships in speciation histories, species tree methods also provide a more biologically realistic framework for temporal estimates of speciation events . Recent modifications to the program BEAST  allow for joint estimation of divergence times and species trees . Divergence dates estimated from concatenated gene trees can lead to overestimates of divergence times because gene divergence necessarily predates species divergence . Furthermore, dating speciation events using priors on substitutions rates in a full probabilistic coalescent speciestree framework is especially relevant for studies investigating taxonomic groups with poor fossil records . Introduction:
 Most currently available species tree methods require that species/population assignments are made a priori . However, correct assignments of samples to species may be difficult in a number of scenarios, including cryptic speciation , incongruence between morphologybased species and molecular data , or simply the fact that accurate specimen identification is a nontrivial task, particularly in complex groups with subtle or difficult to discern diagnostic characters. Inaccurate specimen identifications and equivocal, or contradictory, taxonomy may dramatically impact species tree and divergence time estimates where a priori species/population assignments are required. Objective assessments of alternative species delimitation hypotheses will likely result in improved perspectives on speciation histories and increased taxonomic stability . Coalescent-based species delimitation methods provide a means for testing alternative hypotheses of evolutionary independence using multilocus genetic sequence data , and several approaches have recently been developed . The program Bayesian Phylogenetics and Phylogeography (BP&P) delimits species using Bayesian model selection to calculate posterior probabilities of different species delimitation models using a reversible-jump Markov chain Monte Carlo (rjMCMC) . This approach has been shown to outperform other coalescent-based species delimitation methods in a number of scenarios ."
"An Integrative Approach for Understanding Diversity in the Punctelia rudecta Species Complex (Parmeliaceae, Ascomycota)","https://scispace.com/paper/an-integrative-approach-for-understanding-diversity-in-the-1ocokdq2ev","2016","Journal Article","PLOS ONE","David Alors
H. Thorsten Lumbsch
Pradeep K. Divakar
Steven D. Leavitt
Ana Crespo","10.1371/JOURNAL.PONE.0146537","https://scispace.com/pdf/an-integrative-approach-for-understanding-diversity-in-the-1ocokdq2ev.pdf","High levels of cryptic diversity have been documented in lichenized fungi, especially in Parmeliaceae, and integrating various lines of evidence, including coalescent-based species delimitation approaches, help establish more robust species circumscriptions. In this study, we used an integrative taxonomic approach to delimit species in the lichen-forming fungal genus Punctelia (Parmeliaceae), with a particular focus on the cosmopolitan species P. rudecta. Nuclear, mitochondrial ribosomal DNA and protein-coding DNA sequences were analyzed in phylogenetic and coalescence-based frameworks. Additionally, morphological, ecological and geographical features of the sampled specimens were evaluated. Five major strongly supported monophyletic clades were recognized in the genus Punctelia, and each clade could be characterized by distinct patterns in medullary chemistry. Punctelia rudecta as currently circumscribed was shown to be polyphyletic. A variety of empirical species delimitation methods provide evidence for a minimum of four geographically isolated species within the nominal taxon Punctelia rudecta, including a newly described saxicolous species, P. guanchica, and three corticolous species. In order to facilitate reliable sample identification for biodiversity, conservation, and air quality bio-monitoring research, these three species have been epitypified, in addition to the description of a new species.","gamma prior G~(2, 1000) and the other parameters were assigned to the Dirichlet prior Each analysis was run twice to confirm the consistency between runs and the results showed in this work corresponds to the analysis performed with algorithm1. Bayesian species tree:
 In order to delimit species in a multispecies coalescent framework, we performed a species tree analysis using Ã Beast as implemented in Beast v.1.8.0  and analized in BP&P where the nodal support (e.g., 'speciation probabilities') were calculated. The Punctelia species tree topology was estimated using a rate-calibrated multilocus coalescent-based species tree approach in Ã Beast. We used a starting tree based on putative species identified from spe-deSTEM, where P. hypoleucitesUSA was treated as P. rudecta s.str. and P. hypoleucites_from Cuba treated as P. caseana (see suplementary data). As unique modification we treated P. missouriensis and P.aff.rudecta as single lineages to in order to test this potentially interesting lineages. Using an uncorrelated relaxed lognormal clock  we selected a birth-death model for the species tree prior; the population size model was set to piecewise linear and constant root. Molecular evolution rates for the ITS was set at 2.43 × 10 −9 substitution/site/ year (s/s/y) and1.76×10 −9 s/s/y for RPB1 . Two independent MCMC analyses were run for a total of 100 million generations (sampling every 2000 steps and excluding the first 25 million generations of each run as burn-in). Convergence was assessed by ensuring that standard deviations of split frequencies between runs approached zero, visualizing split probabilities in ""Arewethereyet?"",AWTY  and comparing summarized tree topologies from separate runs. After removing the first 20% of thesamplesasburn-in,allrunswerecombined to generate posterior probabilities of nodes from the sampled trees using TreeAnnotator v1.8.0 . Mean node age and 95% highest posterior density (HPD) were mapped on the maximum clade credibility tree. The species tree produced by Ã BEAST was subsequently used as the guide tree for inferring speciation probabilities in BP&P Nomenclature:
 The electronic version of this article in Portable Document Format (PDF) in a work with an ISSN or ISBN will represent a published work according to the International Code of Nomenclature for algae, fungi, and plants, and hence the new names contained in the electronic publication of a PLOS ONE article are effectively published under that Code from the electronic edition alone, so there is no longer any need to provide printed copies. Nomenclature:
 In addition, new names contained in this work have been submitted to IndexFungorum from where they will be made available to the Global Names Index. The unique IndexFungorum number can be resolved and the associated information viewed through any standard web browser by appending the IndexFungorum number contained in this publication to the prefix http://www.indexfungorum.org."
"STELAR: A statistically consistent coalescent-based species tree estimation method by maximizing triplet consistency","https://scispace.com/paper/stelar-a-statistically-consistent-coalescent-based-species-2df5yzdztq","2019","Posted Content","bioRxiv","Mazharul Islam
Kowshika Sarker
Trisha Das
Rezwana Reaz
Md. Shamsuzzoha Bayzid","10.1101/594911","https://scispace.com/pdf/stelar-a-statistically-consistent-coalescent-based-species-2df5yzdztq.pdf","Background Species tree estimation is frequently based on phylogenomic approaches that use multiple genes from throughout the genome. However, estimating a species tree from a collection of gene trees can be complicated due to the presence of gene tree incongruence resulting from incomplete lineage sorting (ILS), which is modelled by the multi-species coalescent process. Maximum likelihood and Bayesian MCMC methods can potentially result in accurate trees, but they do not scale well to large datasets. Results We present STELAR (Species Tree Estimation by maximizing tripLet AgReement), a new fast and highly accurate statistically consistent coalescent-based method for estimating species trees from a collection of gene trees. We formalized the constrained triplet consensus (CTC) problem and showed that the solution to the CTC problem is a statistically consistent estimate of the species tree under the multi-species coalescent (MSC) model. STELAR is an efficient dynamic programming based solution to the CTC problem which is highly accurate and scalable. We evaluated the accuracy of STELAR in comparison with SuperTriplets, which is an alternate fast and highly accurate triplet-based supertree method, and with MP-EST and ASTRAL – two of the most popular and accurate coalescent-based methods. Experimental results suggest that STELAR matches the accuracy of ASTRAL and improves on MP-EST and SuperTriplets. Conclusions Theoretical and empirical results (on both simulated and real biological datasets) suggest that STELAR is a valuable technique for species tree estimation from gene tree distributions.","Title: STELAR: a statistically consistent coalescent-based species tree estimation method by maximizing triplet consistency Authors: Mazharul Islam,Kowshika Sarker,Trisha Das,Md Shamsuzzoha Bayzid Keywords: Phylogenomics, Multi-species coalescent process, Gene tree incongruence, Incomplete lineage sorting"
"Optimizing Phylogenomics with Rapidly Evolving Long Exons: Comparison with Anchored Hybrid Enrichment and Ultraconserved Elements","https://scispace.com/paper/optimizing-phylogenomics-with-rapidly-evolving-long-exons-2jgz7h9ppl","2020","Journal Article","Molecular Biology and Evolution","Benjamin R. Karin
Benjamin R. Karin
Tony Gamble
Tony Gamble
Tony Gamble
Todd R. Jackman","10.1093/MOLBEV/MSZ263","https://scispace.com/pdf/optimizing-phylogenomics-with-rapidly-evolving-long-exons-2jgz7h9ppl.pdf","Marker selection has emerged as an important component of phylogenomic study design due to rising concerns of the effects of gene tree estimation error, model misspecification, and data-type differences. Researchers must balance various trade-offs associated with locus length and evolutionary rate among other factors. The most commonly used reduced representation data sets for phylogenomics are ultraconserved elements (UCEs) and Anchored Hybrid Enrichment (AHE). Here, we introduce Rapidly Evolving Long Exon Capture (RELEC), a new set of loci that targets single exons that are both rapidly evolving (evolutionary rate faster than RAG1) and relatively long in length (>1,500 bp), while at the same time avoiding paralogy issues across amniotes. We compare the RELEC data set to UCEs and AHE in squamate reptiles by aligning and analyzing orthologous sequences from 17 squamate genomes, composed of 10 snakes and 7 lizards. The RELEC data set (179 loci) outperforms AHE and UCEs by maximizing per-locus genetic variation while maintaining presence and orthology across a range of evolutionary scales. RELEC markers show higher phylogenetic informativeness than UCE and AHE loci, and RELEC gene trees show greater similarity to the species tree than AHE or UCE gene trees. Furthermore, with fewer loci, RELEC remains computationally tractable for full Bayesian coalescent species tree analyses. We contrast RELEC to and discuss important aspects of comparable methods, and demonstrate how RELEC may be the most effective set of loci for resolving difficult nodes and rapid radiations. We provide several resources for capturing or extracting RELEC loci from other amniote groups.","previously shown poor support for areas of the trees undergoing rapid diversification . As GTEE can have strong negative impacts on summary-coalescent species-tree analyses , RELEC loci that minimize it may also be the most effective for these treebuilding methods. Utilizing Full Bayesian Coalescent Species Tree Methods:
 Though normally too computationally demanding to be utilized in phylogenomic-sized data sets, given the relatively small taxon-set in this study, we were able to carry out a Bayesian coalescent species tree analysis on the RELEC data set using StarBEAST2. We visualized results from both MCMC chains in Tracer 1.6 ) and both runs reached stationarity relatively quickly, with total computation times between 70 and 75 h using 24 threads. The analysis converged on the same species tree as the combined data set ASTRAL species tree, with posterior probabilities of 1.0 for all nodes (supplementary fig. , Supplementary Material online). Furthermore, there appeared to be little species-tree discordance even at poorly supported nodes in ASTRAL analyses (fig. ), indicating strong support for the sister relationship between Anguidae and Iguania. Given current computational power available to most researchers, we are unsure if it is possible to use StarBEAST2 for analyses of data sets much larger than this study as number of tips increases computation time rapidly , however, our results show promise for the future possibility of using these comprehensive Bayesian coalescent species tree analyses for phylogenomic data sets with fewer but longer and highly informative loci."
