"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Roadblocked monotonic paths and the enumeration of coalescent histories for non-matching caterpillar gene trees and species trees","https://scispace.com/paper/http://arxiv.org/abs/1901.04465v1","2019","Preprint","","Zoe M. Himwich
Noah A. Rosenberg","","https://arxiv.org/pdf/1901.04465v1","Given a gene tree topology and a species tree topology, a coalescent history represents a possible mapping of the list of gene tree coalescences to associated branches of a species tree on which those coalescences take place. Enumerative properties of coalescent histories have been of interest in the analysis of relationships between gene trees and species trees. The simplest enumerative result identifies a bijection between coalescent histories for a matching caterpillar gene tree and species tree with monotonic paths that do not cross the diagonal of a square lattice, establishing that the associated number of coalescent histories for $n$-taxon matching caterpillar trees ($n \geqslant 2$) is the Catalan number $C_{n-1} = \frac{1}{n} {2n-2 \choose n-1}$. Here, we show that a similar bijection applies for \emph{non-matching} caterpillars, connecting coalescent histories for a non-matching caterpillar gene tree and species tree to a class of \emph{roadblocked} monotonic paths. The result provides a simplified algorithm for enumerating coalescent histories in the non-matching caterpillar case. It enables a rapid proof of a known result that given a caterpillar species tree, no non-matching caterpillar gene tree has a number of coalescent histories exceeding that of the matching gene tree. Additional results on coalescent histories can be obtained by a bijection between permissible roadblocked monotonic paths and Dyck paths. We study the number of coalescent histories for non-matching caterpillar gene trees that differ from the species tree by nearest-neighbor-interchange and subtree-prune-and-regraft moves, characterizing the non-matching caterpillar with the largest number of coalescent histories. We discuss the implications of the results for the study of the combinatorics of gene trees and species trees."
"Probabilistic Models for the (sub)Tree(s) of Life","https://scispace.com/paper/http://arxiv.org/abs/1603.03705v2","2016","Preprint","","Amaury Lambert","10.1214/16-BJPS320","https://arxiv.org/pdf/1603.03705v2","The goal of these lectures is to review some mathematical aspects of random tree models used in evolutionary biology to model gene trees or species trees. We start with stochastic models of tree shapes (finite trees without edge lengths), culminating in the $β$-family of Aldous' branching models. We next introduce real trees (trees as metric spaces) and show how to study them through their contour, provided they are properly measured and ordered. We then focus on the reduced tree, or coalescent tree, which is the tree spanned by individuals/species alive at the same fixed time. We show how reduced trees, like any compact ultrametric space, can be represented in a simple way via the so-called comb metric. Beautiful examples of random combs include the Kingman coalescent and coalescent point processes. We end up displaying some recent biological applications of coalescent point processes to the inference of species diversification, to conservation biology and to epidemiology."
"The Tree of Blobs of a Species Network: Identifiability under the Coalescent","https://scispace.com/paper/http://arxiv.org/abs/2205.03466v1","2022","Preprint","","Elizabeth S. Allman
Hector Baños
Jonathan D. Mitchell
John A. Rhodes","","https://arxiv.org/pdf/2205.03466v1","Inference of species networks from genomic data under the Network Multispecies Coalescent Model is currently severely limited by heavy computational demands. It also remains unclear how complicated networks can be for consistent inference to be possible. As a step toward inferring a general species network, this work considers its tree of blobs, in which non-cut edges are contracted to nodes, so only tree-like relationships between the taxa are shown. An identifiability theorem, that most features of the unrooted tree of blobs can be determined from the distribution of gene quartet topologies, is established. This depends upon an analysis of gene quartet concordance factors under the model, together with a new combinatorial inference rule. The arguments for this theoretical result suggest a practical algorithm for tree of blobs inference, to be fully developed in a subsequent work."
"SDSR: A Spectral Divide-and-Conquer Approach for Species Tree Reconstruction","https://scispace.com/paper/http://arxiv.org/abs/2603.10215v1","2026","Preprint","","Ortal Reshef
Ofer Glassman
Or Zuk
Yariv Aizenbud
Boaz Nadler
Ariel Jaffe","","https://arxiv.org/pdf/2603.10215v1","Recovering a tree that represents the evolutionary history of a group of species is a key task in phylogenetics. Performing this task using sequence data from multiple genetic markers poses two key challenges. The first is the discordance between the evolutionary history of individual genes and that of the species. The second challenge is computational, as contemporary studies involve thousands of species. Here we present SDSR, a scalable divide-and-conquer approach for species tree reconstruction based on spectral graph theory. The algorithm recursively partitions the species into subsets until their sizes are below a given threshold. The trees of these subsets are reconstructed by a user-chosen species tree algorithm. Finally, these subtrees are merged to form the full tree. On the theoretical front, we derive recovery guarantees for SDSR, under the multispecies coalescent (MSC) model. We also perform a runtime complexity analysis. We show that SDSR, when combined with a species tree reconstruction algorithm as a subroutine, yields substantial runtime savings as compared to applying the same algorithm on the full data. Empirically, we evaluate SDSR on synthetic benchmark datasets with incomplete lineage sorting and horizontal gene transfer. In accordance with our theoretical analysis, the simulations show that combining SDSR with common species tree methods, such as CA-ML or ASTRAL, yields up to 10-fold faster runtimes. In addition, SDSR achieves a comparable tree reconstruction accuracy to that obtained by applying these methods on the full data."
"Testing Multispecies Coalescent Simulators using Summary Statistics","https://scispace.com/paper/http://arxiv.org/abs/1908.01424v1","2019","Preprint","","Elizabeth S. Allman
Hector Baños
John A. Rhodes","","https://arxiv.org/pdf/1908.01424v1","As genomic scale datasets motivate research on species tree inference, simulators of the multispecies coalescent (MSC) process are essential for the testing and evaluation of new inference methods. However, the simulators themselves must be tested to ensure they give valid samples from the coalescent process. In this work we develop several statistical tools using summary statistics to evaluate the fit of a simulated gene tree sample to the MSC model. Using these tests on samples from four published simulators, we uncover flaws in several. The tests are implemented as an R package, so that both developers and users will be able to easily check proper performance of future simulators."
"Efficient Bayesian species tree inference under the multi-species coalescent","https://scispace.com/paper/http://arxiv.org/abs/1512.03843v1","2015","Preprint","","Bruce Rannala
Ziheng Yang","","https://arxiv.org/pdf/1512.03843v1","A method was developed for Bayesian inference of species phylogeny using the multi-species coalescent model. To improve the mixing properties of the Markov chain Monte Carlo (MCMC) algorithm that traverses the space of species trees, we implement two efficient MCMC proposals: the first is based on the Subtree Pruning and Regrafting (SPR) algorithm and the second is based on a novel node-slider algorithm. Like the Nearest-Neighbor Interchange (NNI) algorithm we implemented previously, both algorithms propose changes to the species tree, while simultaneously altering the gene trees at multiple genetic loci to automatically avoid conflicts with the newly-proposed species tree. The method integrates over gene trees, naturally taking account of the uncertainty of gene tree topology and branch lengths given the sequence data. A simulation study was performed to examine the statistical properties of the new method. We found that it has excellent statistical performance, inferring the correct species tree with near certainty when analyzing 10 loci. The prior on species trees has some impact, particularly for small numbers of loci. An empirical dataset (for rattlesnakes) was reanalyzed. While the 18 nuclear loci and one mitochondrial locus support largely consistent species trees under the multi-species coalescent model estimates of parameters suggest drastically different evolutionary dynamics between the nuclear and mitochondrial loci."
"An Improved Bipartition Cover Bound for the Multispecies Coalescent Model","https://scispace.com/paper/http://arxiv.org/abs/2604.09509v1","2026","Preprint","","Zachary McNulty","","https://arxiv.org/pdf/2604.09509v1","Bipartition cover probabilities quantify whether a collection of gene trees contains every bipartition of the underlying species tree, a condition that underlies finite-sample guarantees for summary methods such as ASTRAL. We study this problem under the multispecies coalescent (MSC) model and derive topology-free upper bounds on the number of loci required to obtain a bipartition cover with prescribed confidence, improving upon the existing bounds of Uricchio et al. (2016). Practically, our bounds remain below biologically realistic numbers of loci across a substantially broader range of parameter settings, expanding their usefulness for empirical datasets. Theoretically, our analysis sharpens our understanding of coalescence under the MSC model and develops new asymptotics for these bounds and absorption times under Kingman's coalescent in the natural short branch regime. We further compare our new bounds with existing work using simulations under a variety of different species-tree topologies."
"From gene trees to species trees II: Species tree inference in the deep coalescence model","https://scispace.com/paper/http://arxiv.org/abs/1003.1204v1","2010","Preprint","","Louxin Zhang","","https://arxiv.org/pdf/1003.1204v1","When gene copies are sampled from various species, the resulting gene tree might disagree with the containing species tree. The primary causes of gene tree and species tree discord include lineage sorting, horizontal gene transfer, and gene duplication and loss. Each of these events yields a different parsimony criterion for inferring the (containing) species tree from gene trees. With lineage sorting, species tree inference is to find the tree minimizing extra gene lineages that had to coexist along species lineages; with gene duplication, it becomes to find the tree minimizing gene duplications and/or losses. In this paper, we show the following results: (i) The deep coalescence cost is equal to the number of gene losses minus two times the gene duplication cost in the reconciliation of a uniquely leaf labeled gene tree and a species tree. The deep coalescence cost can be computed in linear time for any arbitrary gene tree and species tree. (ii) The deep coalescence cost is always no less than the gene duplication cost in the reconciliation of an arbitrary gene tree and a species tree. (iii) Species tree inference by minimizing deep coalescences is NP-hard."
"NANUQ: A method for inferring species networks from gene trees under the coalescent model","https://scispace.com/paper/http://arxiv.org/abs/1905.07050v1","2019","Preprint","","Elizabeth Allman
Hector Banos
John Rhodes","","https://arxiv.org/pdf/1905.07050v1","Species networks generalize the notion of species trees to allow for hybridization or other lateral gene transfer. Under the Network Multispecies Coalescent Model, individual gene trees arising from a network can have any topology, but arise with frequencies dependent on the network structure and numerical parameters. We propose a new algorithm for statistical inference of a level-1 species network under this model, from data consisting of gene tree topologies, and provide the theoretical justification for it. The algorithm is based in an analysis of quartets displayed on gene trees, combining several statistical hypothesis tests with combinatorial ideas such as a quartet-based intertaxon distance appropriate to networks, the NeighborNet algorithm for circular split systems, and the Circular Network algorithm for constructing a splits graph."
"Asymptotic properties of the number of matching coalescent histories for caterpillar-like families of species trees","https://scispace.com/paper/http://arxiv.org/abs/1503.05791v1","2015","Preprint","","Filippo Disanto
Noah A. Rosenberg","","https://arxiv.org/pdf/1503.05791v1","Coalescent histories provide lists of species tree branches on which gene tree coalescences can take place, and their enumerative properties assist in understanding the computational complexity of calculations central in the study of gene trees and species trees. Here, we solve an enumerative problem left open by Rosenberg (IEEE/ACM Transactions on Computational Biology and Bioinformatics 10: 1253-1262, 2013) concerning the number of coalescent histories for gene trees and species trees with a matching labeled topology that belongs to a generic caterpillar-like family. By bringing a generating function approach to the study of coalescent histories, we prove that for any caterpillar-like family with seed tree $t$, the sequence $(h_n)_{n\geq 0}$ describing the number of matching coalescent histories of the $n$th tree of the family grows asymptotically as a constant multiple of the Catalan numbers. Thus, $h_n \sim β_t c_n$, where the asymptotic constant $β_t > 0$ depends on the shape of the seed tree $t$. The result extends a claim demonstrated only for seed trees with at most 8 taxa to arbitrary seed trees, expanding the set of cases for which detailed enumerative properties of coalescent histories can be determined. We introduce a procedure that computes from $t$ the constant $β_t$ as well as the algebraic expression for the generating function of the sequence $(h_n)_{n\geq 0}$."
