"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"CRP-Tree: A phylogenetic association test for binary traits","https://scispace.com/paper/http://arxiv.org/abs/2302.09402v1","2023","Preprint","","Julie Zhang
Gabriel A. Preising
Molly Schumer
Julia A. Palacios","10.1093/jrsssc/qlad098","https://arxiv.org/pdf/2302.09402v1","An important problem in evolutionary genomics is to investigate whether a certain trait measured on each sample is associated with the sample phylogenetic tree. The phylogenetic tree represents the shared evolutionary history of the samples and it is usually estimated from molecular sequence data at a locus or from other type of genetic data. We propose a model for trait evolution inspired by the Chinese Restaurant Process that includes a parameter that controls the degree of preferential attachment, that is, the tendency of nodes in the tree to subtend from nodes of the same type. This model with no preferential attachment is equivalent to a structured coalescent model with simultaneous migration and coalescence events and serves as a null model. We derive a test for phylogenetic binary trait association with linear computational complexity and empirically demonstrate that it is more powerful than some other methods. We apply our test to study the phylogenetic association of some traits in swordtail fish, breast cancer, yellow fever virus and influenza A H1N1 virus. R package implementation of our methods is available at $\texttt{https://github.com/jyzhang27/CRPTree}$."
"Distributions of topological tree metrics between a species tree and a gene tree","https://scispace.com/paper/http://arxiv.org/abs/1501.02374v2","2015","Preprint","","Jing Xi
Jin Xie
Ruriko Yoshida","","https://arxiv.org/pdf/1501.02374v2","In order to conduct a statistical analysis on a given set of phylogenetic gene trees, we often use a distance measure between two trees. In a statistical distance-based method to analyze discordance between gene trees, it is a key to decide ""biological meaningful"" and ""statistically well-distributed"" distance between trees. Thus, in this paper, we study the distributions of the three tree distance metrics: the edge difference, the path difference, and the precise $K$ interval cospeciation distance, between two trees: first, we focus on distributions of the three tree distances between two random unrooted trees with $n$ leaves ($n \geq 4$); and then we focus on the distributions the three tree distances between a fixed rooted species tree with $n$ leaves and a random gene tree with $n$ leaves generated under the coalescent process with given the species tree. We show some theoretical results as well as simulation study on these distributions."
"Three tree priors and five datasets: A study of the effect of tree priors in Indo-European phylogenetics","https://scispace.com/paper/http://arxiv.org/abs/1805.03645v1","2018","Preprint","","Taraka Rama","","https://arxiv.org/pdf/1805.03645v1","The age of the root of the Indo-European language family has received much attention since the application of Bayesian phylogenetic methods by Gray and Atkinson(2003). The root age of the Indo-European family has tended to decrease from an age that supported the Anatolian origin hypothesis to an age that supports the Steppe origin hypothesis with the application of new models (Chang et al., 2015). However, none of the published work in the Indo-European phylogenetics studied the effect of tree priors on phylogenetic analyses of the Indo-European family. In this paper, I intend to fill this gap by exploring the effect of tree priors on different aspects of the Indo-European family's phylogenetic inference. I apply three tree priors---Uniform, Fossilized Birth-Death (FBD), and Coalescent---to five publicly available datasets of the Indo-European language family. I evaluate the posterior distribution of the trees from the Bayesian analysis using Bayes Factor, and find that there is support for the Steppe origin hypothesis in the case of two tree priors. I report the median and 95% highest posterior density (HPD) interval of the root ages for all the three tree priors. A model comparison suggested that either Uniform prior or FBD prior is more suitable than the Coalescent prior to the datasets belonging to the Indo-European language family."
"Non-hereditary Minimum Deep Coalescence trees","https://scispace.com/paper/http://arxiv.org/abs/1507.07209v1","2015","Preprint","","Mareike Fischer
Martin Kreidl","","https://arxiv.org/pdf/1507.07209v1","One of the goals of phylogenetic research is to find the species tree describing the evolutionary history of a set of species. But the trees derived from geneti data with the help of tree inference methods are gene trees that need not coincide with the species tree. This can for example happen when so-called deep coalescence events take place. It is also known that species trees can differ from their most likely gene trees. Therefore, as a means to find the species tree, it has been suggested to use subtrees of the gene trees, for example triples, and to puzzle them together in order to find the species tree. In this paper, we will show that this approach may lead to wrong trees regarding the minimum deep coalescence criterion (MDC). In particular, we present an example in which the optimal MDC tree is unique, but none of its triple subtrees fulfills the MDC criterion. In this sense, MDC is a non-hereditary tree reconstruction method."
"Statistical Phylogenetic Tree Analysis Using Differences of Means","https://scispace.com/paper/http://arxiv.org/abs/1004.2101v1","2010","Preprint","","Elissaveta Arnaoudova
David Haws
Peter Huggins
Jerzy W. Jaromczyk
Neil Moore
Chris Schardl
Ruriko Yoshida","","https://arxiv.org/pdf/1004.2101v1","We propose a statistical method to test whether two phylogenetic trees with given alignments are significantly incongruent.  Our method compares the two distributions of phylogenetic trees given by the input alignments, instead of comparing point estimations of trees. This statistical approach can be applied to gene tree analysis for example, detecting unusual events in genome evolution such as horizontal gene transfer and reshuffling. Our method uses difference of means to compare two distributions of trees, after embedding trees in a vector space. Bootstrapping alignment columns can then be applied to obtain p-values.  To compute distances between means, we employ a ""kernel trick"" which speeds up distance calculations when trees are embedded in a high-dimensional feature space, e.g. splits or quartets feature space.  In this pilot study, first we test our statistical method's ability to distinguish between sets of gene trees generated under coalescence models with species trees of varying dissimilarity. We follow our simulation results with applications to various data sets of gophers and lice, grasses and their endophytes, and different fungal genes from the same genome. A companion toolkit, {\tt Phylotree}, is provided to facilitate computational experiments."
"Stochastic Models for Speciation Events in Phylogenetic trees","https://scispace.com/paper/http://arxiv.org/abs/math/0610919v2","2006","Preprint","","Tanja Gernhard","","https://arxiv.org/pdf/math/0610919v2","In a phylogenetic tree, we often don't have information about the time a speciation event (inner node) occured. Under a neutral model for speciation, I develop fast algorithms for calculating the probability that an inner node i is the k-th speciation event. For the Yule and the coalescent model, I develop an edge length estimation as well. Various properties of the Yule model are discussed throughout the thesis."
"SDSR: A Spectral Divide-and-Conquer Approach for Species Tree Reconstruction","https://scispace.com/paper/http://arxiv.org/abs/2603.10215v1","2026","Preprint","","Ortal Reshef
Ofer Glassman
Or Zuk
Yariv Aizenbud
Boaz Nadler
Ariel Jaffe","","https://arxiv.org/pdf/2603.10215v1","Recovering a tree that represents the evolutionary history of a group of species is a key task in phylogenetics. Performing this task using sequence data from multiple genetic markers poses two key challenges. The first is the discordance between the evolutionary history of individual genes and that of the species. The second challenge is computational, as contemporary studies involve thousands of species. Here we present SDSR, a scalable divide-and-conquer approach for species tree reconstruction based on spectral graph theory. The algorithm recursively partitions the species into subsets until their sizes are below a given threshold. The trees of these subsets are reconstructed by a user-chosen species tree algorithm. Finally, these subtrees are merged to form the full tree. On the theoretical front, we derive recovery guarantees for SDSR, under the multispecies coalescent (MSC) model. We also perform a runtime complexity analysis. We show that SDSR, when combined with a species tree reconstruction algorithm as a subroutine, yields substantial runtime savings as compared to applying the same algorithm on the full data. Empirically, we evaluate SDSR on synthetic benchmark datasets with incomplete lineage sorting and horizontal gene transfer. In accordance with our theoretical analysis, the simulations show that combining SDSR with common species tree methods, such as CA-ML or ASTRAL, yields up to 10-fold faster runtimes. In addition, SDSR achieves a comparable tree reconstruction accuracy to that obtained by applying these methods on the full data."
"Identifiability of Level-1 Species Networks from Gene Tree Quartets","https://scispace.com/paper/http://arxiv.org/abs/2401.06290v1","2024","Preprint","","Elizabeth S. Allman
Hector Baños
Marina Garrote-Lopez
John A. Rhodes","","https://arxiv.org/pdf/2401.06290v1","When hybridization or other forms of lateral gene transfer have occurred, evolutionary relationships of species are better represented by phylogenetic networks than by trees. While inference of such networks remains challenging, several recently proposed methods are based on quartet concordance factors -- the probabilities that a tree relating a gene sampled from the species displays the possible 4-taxon relationships. Building on earlier results, we investigate what level-1 network features are identifiable from concordance factors under the network multispecies coalescent model. We obtain results on both topological features of the network, and numerical parameters, uncovering a number of failures of identifiability related to 3-cycles in the network."
"A lattice structure for ancestral configurations arising from the relationship between gene trees and species trees","https://scispace.com/paper/http://arxiv.org/abs/2111.10456v3","2021","Preprint","","Egor Lappo
Noah A. Rosenberg","10.1016/j.dam.2023.09.033","https://arxiv.org/pdf/2111.10456v3","To a given gene tree topology $G$ and species tree topology $S$ with leaves labeled bijectively from a fixed set $X$, one can associate a set of ancestral configurations, each of which encodes a set of gene lineages that can be found at a given node of the species tree. We introduce a lattice structure on ancestral configurations, studying the directed graphs that provide graphical representations of lattices of ancestral configurations. For a matching gene tree topology and species tree topology $G=S$, we present a method for defining the digraph of ancestral configurations from the tree topology by using iterated cartesian products of graphs. We show that a specific set of paths on the digraph of ancestral configurations is in bijection with the set of labeled histories -- a well-known phylogenetic object that enumerates possible temporal orderings of the coalescences of a tree. For each of a series of tree families, we obtain closed-form expressions for the number of labeled histories by using this bijection to count paths on associated digraphs. Finally, we prove that our lattice construction extends to nonmatching tree pairs, and we use it to characterize pairs $(G,S)$ having the maximal number of ancestral configurations for a fixed $G$. We discuss how the construction provides new methods for performing enumerations of combinatorial aspects of gene and species trees."
"Multi Loci Phylogenetic Analysis with Gene Tree Clustering","https://scispace.com/paper/http://arxiv.org/abs/1506.07976v2","2015","Preprint","","Ruriko Yoshida
Kenji Fukumizu
Chrysafis Vogiatzis","","https://arxiv.org/pdf/1506.07976v2","Summary: Both theory and empirical evidence indicate that phylogenies (trees) of different genes (loci) do not display precisely matched topologies. This phylogenetic incongruence is attributed to the reticulated evolutionary history of most species due to meiotic sexual recombination in eukaryotes, or horizontal transfers of genetic materials in prokaryotes. Nonetheless, most genes do display topologically related phylogenies; this implies they form cohesive subsets (clusters). In this work, we compare popular clustering methods, and show how the performance of the normalized cut framework is efficient and statistically accurate when obtaining clusters on the set of gene trees based on the geodesic distance between them over the Billera-Holmes-Vogtmann (BHV) tree space. We proceed to present a computational study on the performance of different clustering methods with and without preprocessing under different distance metrics and using a series of dimension reduction techniques. Results: First, we show using simulated data that indeed the Ncut framework accurately clusters the set of gene trees given a species tree under the coalescent process. We then depict the success of our framework by comparing its performance to other clustering techniques, including k-means and hierarchical clustering. The main computational results can be summarized to the stellar performance of the Ncut framework even without dimension reduction, the similar performance portrayed by k-means and Ncut under most dimension reduction schemes, the utter failure of hierarchical clustering to accurately capture clusters, as well as the significantly better performance of the NJp method, as compared to MLE."
