"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"The multispecies coalescent model outperforms concatenation across diverse phylogenomic data sets","https://scispace.com/paper/the-multispecies-coalescent-model-outperforms-concatenation-1ehjhojrdl","2019","Posted Content","bioRxiv","Xiaodong Jiang
Scott V. Edwards
Liang Liu","10.1101/860809","https://academic.oup.com/sysbio/article-pdf/69/4/795/33403314/syaa008.pdf","… value of model validation and comparison in phylogenomic data analysis, as well as the need for further improvements of multilocus models and computational tools for phylogenetic …","A statistical framework of model comparison and model validation is essential to resolving the debates over concatenation and coalescent models in phylogenomic data analysis. A set of statistical tests are here applied and developed to evaluate and compare the adequacy of substitution, concatenation, and multispecies coalescent (MSC) models across 47 phylogenomic data sets collected across tree of life. Tests for substitution models and the concatenation assumption of topologically concordant gene trees suggest that a poor fit of substitution models (44% of loci rejecting the substitution model) and concatenation models (38% of loci rejecting the hypothesis of topologically congruent gene trees) is widespread. Logistic regression shows that the proportions of GC content and informative sites are both negatively correlated with the fit of substitution models across loci. Moreover, a substantial violation of the concatenation assumption of congruent gene trees is consistently observed across 6 major groups (birds, mammals, fish, insects, reptiles, and others, including other invertebrates). In contrast, among those loci adequately described by a given substitution model, the proportion of loci rejecting the MSC model is 11%, significantly lower than those rejecting the substitution and concatenation models, and Bayesian model comparison strongly favors the MSC over concatenation across all data sets. Species tree inference suggests that loci rejecting the MSC have little effect on species tree estimation. Due to computational constraints, the Bayesian model validation and comparison analyses were conducted on the reduced data sets. A complete analysis of phylogenomic data requires the development of efficient algorithms for phylogenetic inference. Nevertheless, the concatenation assumption of congruent gene trees rarely holds for phylogenomic data with more than 10 loci. Thus, for large phylogenomic data sets, model comparison analyses are expected to consistently and more strongly favor the coalescent model over the concatenation model. Our analysis reveals the value of model validation and comparison in phylogenomic data analysis, as well as the need for further improvements of multilocus models and computational tools for phylogenetic inference."
"Evaluation of a Bayesian coalescent method of species delimitation","https://scispace.com/paper/evaluation-of-a-bayesian-coalescent-method-of-species-2e2vowqv2x","2011","Journal Article","Systematic Biology","Chi Zhang
De-Xing Zhang
Tianqi Zhu
Ziheng Yang
Ziheng Yang","10.1093/SYSBIO/SYR071","https://academic.oup.com/sysbio/article-pdf/60/6/747/24559874/syr071.pdf","… for species phylogenies … multispecies coalescent model may provide important insights into population divergences, and may be useful for generating hypotheses of species delimitation…","A Bayesian coalescent-based method has recently been proposed to delimit species using multilocus genetic sequence data. Posterior probabilities of different species delimitation models are calculated using reversible-jump Markov chain Monte Carlo algorithms. The method accounts for species phylogenies and coalescent events in both extant and extinct species and accommodates lineage sorting and uncertainties in the gene trees. Although the method is theoretically appealing, its utility in practical data analysis is yet to be rigorously examined. In particular, the analysis may be sensitive to priors on ancestral population sizes and on species divergence times and to gene flow between species. Here we conduct a computer simulation to evaluate the statistical performance of the method, such as the false negatives (the error of lumping multiple species into one) and false positives (the error of splitting one species into several). We found that the correct species model was inferred with high posterior probability with only one or two loci when 5 or 10 sequences were sampled from each population, or with 50 loci when only one sequence was sampled. We also simulated data allowing migration under a two-species model, a mainland-island model and a stepping-stone model to assess the impact of gene flow (hybridization or introgression). The behavior of the method was diametrically different depending on the migration rate. Low rates at < 0.1 migrants per generation had virtually no effect, so that the method, while assuming no hybridization between species, identified distinct species despite small amounts of gene flow. This behavior appears to be consistent with biologists' practice. In contrast, higher migration rates at ≥ 10 migrants per generation caused the method to infer one species. At intermediate levels of migration, the method is indecisive. Our results suggest that Bayesian analysis under the multispecies coalescent model may provide important insights into population divergences, and may be useful for generating hypotheses of species delimitation, to be assessed with independent information from anatomical, behavioral, and ecological data."
"Model-based species delimitation: are coalescent species reproductively isolated?","https://scispace.com/paper/model-based-species-delimitation-are-coalescent-species-3pr1re2rqt","2019","Posted Content","bioRxiv","Luke C. Campillo
Anthony J. Barley
Robert C. Thomson","10.1101/764092","https://www.biorxiv.org/content/biorxiv/early/2019/09/10/764092.full.pdf","… of individuals and the phylogenetic history of those species … inferred under the multispecies coalescent model correspond to … be influenced by the phylogenetic nonindependence of data …","A large and growing fraction of systematists define species as independently evolving lineages that may be recognized by analyzing the population genetic history of alleles sampled from individuals belonging to those species. This has motivated the development of increasingly sophisticated statistical models rooted in the multispecies coalescent process. Specifically, these models allow for simultaneous estimation of the number of species present in a sample of individuals and the phylogenetic history of those species using only DNA sequence data from independent loci. These methods hold extraordinary promise for increasing the efficiency of species discovery, but require extensive validation to ensure that they are accurate and precise. Whether the species identified by these methods correspond to the species that would be recognized by alternative species recognition criteria (such as measurements of reproductive isolation) is currently an open question, and a subject of vigorous debate. Here we perform an empirical test of these methods by making use of a classic model system in the history of speciation research, flies of the genus Drosophila. Specifically, we use the uniquely comprehensive data on reproductive isolation that is available for this system, along with DNA sequence data, to ask whether Drosophila species inferred under the multispecies coalescent model correspond to those recognized by many decades of speciation research. We found that coalescent based and reproductive isolation based methods of inferring species boundaries are concordant for 77% of the species pairs. We explore and discuss potential explanations for these discrepancies. We also found that the amount of prezygotic isolation between two species is a strong predictor of the posterior probability of species boundaries based on DNA sequence data, regardless of whether the species pairs are sympatrically or allopatrically distributed."
"Coalescent-based delimitation outperforms distance-based methods for delineating less divergent species: the case of Kurixalus odontotarsus species group","https://scispace.com/paper/coalescent-based-delimitation-outperforms-distance-based-2q0408jzia","2017","Journal Article","Scientific Reports","Guohua Yu
Dingqi Rao
Masafumi Matsui
Jun-Xing Yang","10.1038/S41598-017-16309-1","https://www.nature.com/articles/s41598-017-16309-1.pdf","… This method uses the multispecies coalescent model to compare different models of species delimitation and species phylogeny through reversible-jump Markov chain Monte Carlo (…","Few empirical studies have compared coalescent-based methods to distance-based methods for delimitation of less divergent species. In this study, we used two coalescent-based (BFD and BPP) and two distance-based barcoding (ABGD and jMOTU) methods to delimit closely related species in the Kurixalus odontotarsus species group. Phylogenetic analyses revealed that the K. odontotarsus species group comprises 11 distinct maternal clades with strong support values. Based on the genetic and morphological evidences, we consider that species diversity in the K. odontotarsus species group was underestimated and the 11 clades represent 11 species, of which six are unnamed. The coalescent-based delimitations decisively supported the scenario of 11-species corresponding to the 11 clades. However, the distance-based ABGD only obtained 3-6 candidate species, which is not consistent with morphological evidence. These results indicate that BFD and BPP are more conservative than ABGD to false negatives (lumping). Method of fixed threshold (jMOTU) may obtain a resolution similar to that inferred by BFD and BPP, but it severely relies on subjective choice of the threshold and lacks statistical support. We consider that coalescent-based BFD and BPP approaches outperform distance-based methods for delineation of less divergent species."
"Multispecies coalescent: theory and applications in phylogenetics","https://scispace.com/paper/crBOgIlEC0QJ","","","","S Mirarab
L Nakhleh
T Warnow","","https://par.nsf.gov/servlets/purl/10310398","… Here we extend this work to the case of phylogenetic … of phylogenetic networks used in biology: explicit phylogenetic … include reticulations) and implicit phylogenetic networks (which are …",""
"Hierarchical heuristic species delimitation under the multispecies coalescent model with migration","https://scispace.com/paper/hierarchical-heuristic-species-delimitation-under-the-2zdmtyy9ux","2023","Journal Article","bioRxiv","Daniel Kornai
Tomas Flouri
Ziheng Yang","10.1101/2023.09.10.557025","","… Each species delimitation, together with the phylogeny, for the delimited species can be formulated as an instance of the MSC model and fitted to genomic sequence data sampled from …","The multispecies coalescent (MSC) model accommodates genealogical fluctuations across the genome and provides a natural framework for comparative analysis of genomic sequence data to infer the history of species divergence and gene flow. Given a set of populations, hypotheses of species delimitation (and species phylogeny) may be formulated as instances of MSC models (e.g., MSC for one species versus MSC for two species) and compared using Bayesian model selection. This approach, implemented in the program bpp, has been found to be prone to over-splitting. Alternatively heuristic criteria based on population parameters under the MSC model (such as population/species divergence times, population sizes, and migration rates) estimated from genomic sequence data may be used to delimit species. Here we extend the approach of species delimitation using the genealogical divergence index (gdi) to develop hierarchical merge and split algorithms for heuristic species delimitation, and implement them in a python pipeline called hhsd. Applied to data simulated under a model of isolation by distance, the approach was able to recover the correct species delimitation, whereas model comparison by bpp failed. Analyses of empirical datasets suggest that the procedure may be less prone to over-splitting. We discuss possible strategies for accommodating paraphyletic species in the procedure, as well as the challenges of species delimitation based on heuristic criteria."
"Uprooting phylogenetic uncertainty in coalescent species delimitation: A meta-analysis of empirical studies","https://scispace.com/paper/uprooting-phylogenetic-uncertainty-in-coalescent-species-1bjc88ns0n","2015","Journal Article","Current Zoology","Itzue W. Caviedes-Solis
Nassima M. Bouzid
Barbara L. Banbury
Adam D. Leaché","10.1093/CZOOLO/61.5.866","https://pdfs.semanticscholar.org/0a67/9134526713bd7a9d8911c86240cb5441fb2c.pdf","… is a coalescent-based method … species delimitation (= unguided species delimitation). We found that the number of species recovered with guided versus unguided species delimitation …","Phylogenetic and phylogeographic studies rely on the accurate quantification of biodiversity. In recent studies of tax- onomically ambiguous groups, species boundaries are often determined based on multi-locus sequence data. Bayesian Phyloge- netics and Phylogeography (BPP) is a coalescent-based method frequently used to delimit species; however, empirical studies suggest that the requirement of a user-specified guide tree biases the range of possible outcomes. We evaluate fifteen multi-locus datasets using the most recent iteration of BPP, which eliminates the need for a user-specified guide tree and reconstructs the species tree in synchrony with species delimitation (= unguided species delimitation). We found that the number of species recovered with guided versus unguided species delimitation was the same except for two cases, and that posterior probabilities were generally lower for the unguided analyses as a result of searching across species trees in addition to species delimitation models. The guide trees used in previous studies were often discordant with the species tree topologies estimated by BPP. We also compared species trees estimated using BPP and *BEAST and found that when the topologies are the same, BPP tends to give higher posterior probabilities (Current Zoology 61 (5): 866-873, 2015)."
"Phylogenetic relationship between Australian Fusarium oxysporum isolates and resolving the species complex using the multispecies coalescent model","https://scispace.com/paper/phylogenetic-relationship-between-australian-fusarium-103zs64655","2020","Journal Article","BMC Genomics","Saidi R. Achari
Jatinder Kaur
Quang Dinh
Ross Mann
Tim Sawbridge
Brett A. Summerell
Jacqueline Edwards","10.1186/S12864-020-6640-Y","https://link.springer.com/content/pdf/10.1186/s12864-020-6640-y.pdf","… were compared with previously published phylogenetics and species delimitation studies. … the clades from Lombard’s dataset phylogeny to the clades in the current study phylogenies …","The Fusarium oxysporum species complex (FOSC) is a ubiquitous group of fungal species readily isolated from agroecosystem and natural ecosystem soils which includes important plant and human pathogens. Genetic relatedness within the complex has been studied by sequencing either the genes or the barcoding gene regions within those genes. Phylogenetic analyses have demonstrated a great deal of diversity which is reflected in the differing number of clades identified: three, five and eight. Genetic limitation within the species in the complex has been studied through Genealogical Concordance Phylogenetic Species Recognition (GCPSR) analyses with varying number of phylogenetic ‘species’ identified ranging from two to 21. Such differing views have continued to confuse users of these taxonomies. The phylogenetic relationships between Australian F. oxysporum isolates from both natural and agricultural ecosystems were determined using three datasets: whole genome, nuclear genes, and mitochondrial genome sequences. The phylogenies were concordant except for three isolates. There were three concordant clades from all the phylogenies suggesting similar evolutionary history for mitochondrial genome and nuclear genes for the isolates in these three clades. Applying a multispecies coalescent (MSC) model on the eight single copy nuclear protein coding genes from the nuclear gene dataset concluded that the three concordant clades correspond to three phylogenetic species within the FOSC. There was 100% posterior probability support for the formation of three species within the FOSC. This is the first report of using the MSC model to estimate species within the F. oxysporum species complex. The findings from this study were compared with previously published phylogenetics and species delimitation studies. Phylogenetic analyses using three different gene datasets from Australian F. oxysporum isolates have all supported the formation of three major clades which delineated into three species. Species 2 (Clade 3) may be called F. oxysporum as it contains the neotype for F. oxysporum."
"The multispecies coalescent","https://scispace.com/paper/the-multispecies-coalescent-2ls903g9bp","2019","Other","","Laura Kubatko","10.1002/9781119487845.CH7","","… for inference of species-level phylogenetic trees. In this chapter, the … as the inference of hybridization and species delimitation. … used for inferring species phylogenies in this framework, …",""
"A simulation study to examine the information content in phylogenomic data sets under the multispecies coalescent model","https://scispace.com/paper/a-simulation-study-to-examine-the-information-content-in-27zsb4hc1w","2020","Journal Article","Molecular Biology and Evolution","Jun Huang
Jun Huang
Tomas Flouri
Ziheng Yang","10.1093/MOLBEV/MSAA166","https://academic.oup.com/mbe/article-pdf/37/11/3211/34445302/msaa166.pdf","… inference under the multispecies coalescent model. Inference … tree estimation, and species delimitation based on Bayesian … We also examine the impact of the species phylogeny and …","We use computer simulation to examine the information content in multilocus data sets for inference under the multispecies coalescent model. Inference problems considered include estimation of evolutionary parameters (such as species divergence times, population sizes, and cross-species introgression probabilities), species tree estimation, and species delimitation based on Bayesian comparison of delimitation models. We found that the number of loci is the most influential factor for almost all inference problems examined. Although the number of sequences per species does not appear to be important to species tree estimation, it is very influential to species delimitation. Increasing the number of sites and the per-site mutation rate both increase the mutation rate for the whole locus and these have the same effect on estimation of parameters, but the sequence length has a greater effect than the per-site mutation rate for species tree estimation. We discuss the computational costs when the data size increases and provide guidelines concerning the subsampling of genomic data to enable the application of full-likelihood methods of inference."
